null,0,1,label,selection
"Pick the more likely continuation to the following sentence:
The photo albums collected dust in the attic.  as a result of: 
- They remained untouched for years.
- The family reminisced over the photos.","Pick the more likely continuation to the following sentence:
The photo albums collected dust in the attic.  as a result of: 
- They remained untouched for years.
- The family reminisced over the photos.</s></s>They remained untouched for years.","Pick the more likely continuation to the following sentence:
The photo albums collected dust in the attic.  as a result of: 
- They remained untouched for years.
- The family reminisced over the photos.</s></s>The family reminisced over the photos.",0,"['They remained untouched for years.', 'The family reminisced over the photos.']"
"Pick the more likely continuation to the following sentence:
The man gained weight.  as a consequence: 
- He got his suit altered.
- He got his shoes shined.","Pick the more likely continuation to the following sentence:
The man gained weight.  as a consequence: 
- He got his suit altered.
- He got his shoes shined.</s></s>He got his suit altered.","Pick the more likely continuation to the following sentence:
The man gained weight.  as a consequence: 
- He got his suit altered.
- He got his shoes shined.</s></s>He got his shoes shined.",0,"['He got his suit altered.', 'He got his shoes shined.']"
"Pick the more likely continuation to the following sentence:
The woman deleted the email.  as a result of: 
- The sender tried to solicit money from her.
- The sender requested a response from her.","Pick the more likely continuation to the following sentence:
The woman deleted the email.  as a result of: 
- The sender tried to solicit money from her.
- The sender requested a response from her.</s></s>The sender tried to solicit money from her.","Pick the more likely continuation to the following sentence:
The woman deleted the email.  as a result of: 
- The sender tried to solicit money from her.
- The sender requested a response from her.</s></s>The sender requested a response from her.",0,"['The sender tried to solicit money from her.', 'The sender requested a response from her.']"
"Pick the more likely continuation to the following sentence:
The mother needed help looking after her children.  as a consequence: 
- She sent the children to daycare.
- She gave up custody of the children.","Pick the more likely continuation to the following sentence:
The mother needed help looking after her children.  as a consequence: 
- She sent the children to daycare.
- She gave up custody of the children.</s></s>She sent the children to daycare.","Pick the more likely continuation to the following sentence:
The mother needed help looking after her children.  as a consequence: 
- She sent the children to daycare.
- She gave up custody of the children.</s></s>She gave up custody of the children.",0,"['She sent the children to daycare.', 'She gave up custody of the children.']"
"Pick the more likely continuation to the following sentence:
The woman spotted her friend from across the room.  as a result of: 
- The woman waved.
- The woman escaped.","Pick the more likely continuation to the following sentence:
The woman spotted her friend from across the room.  as a result of: 
- The woman waved.
- The woman escaped.</s></s>The woman waved.","Pick the more likely continuation to the following sentence:
The woman spotted her friend from across the room.  as a result of: 
- The woman waved.
- The woman escaped.</s></s>The woman escaped.",0,"['The woman waved.', 'The woman escaped.']"
"Pick the more likely continuation to the following sentence:
The woman became famous.  as a consequence: 
- Photographers followed her.
- Her family avoided her.","Pick the more likely continuation to the following sentence:
The woman became famous.  as a consequence: 
- Photographers followed her.
- Her family avoided her.</s></s>Photographers followed her.","Pick the more likely continuation to the following sentence:
The woman became famous.  as a consequence: 
- Photographers followed her.
- Her family avoided her.</s></s>Her family avoided her.",0,"['Photographers followed her.', 'Her family avoided her.']"
"Pick the more likely continuation to the following sentence:
The secretary put the caller on hold.  as a consequence: 
- The caller's phone lost reception.
- The caller waited on the line.","Pick the more likely continuation to the following sentence:
The secretary put the caller on hold.  as a consequence: 
- The caller's phone lost reception.
- The caller waited on the line.</s></s>The caller's phone lost reception.","Pick the more likely continuation to the following sentence:
The secretary put the caller on hold.  as a consequence: 
- The caller's phone lost reception.
- The caller waited on the line.</s></s>The caller waited on the line.",1,"[""The caller's phone lost reception."", 'The caller waited on the line.']"
"Pick the more likely continuation to the following sentence:
The tenants were evicted from the apartment.  as a result of: 
- They neglected to pay their rent.
- They got along with their landlord.","Pick the more likely continuation to the following sentence:
The tenants were evicted from the apartment.  as a result of: 
- They neglected to pay their rent.
- They got along with their landlord.</s></s>They neglected to pay their rent.","Pick the more likely continuation to the following sentence:
The tenants were evicted from the apartment.  as a result of: 
- They neglected to pay their rent.
- They got along with their landlord.</s></s>They got along with their landlord.",0,"['They neglected to pay their rent.', 'They got along with their landlord.']"
"Pick the more likely continuation to the following sentence:
The woman lavished her friend with flattery.  as a result of: 
- She wanted to ask her friend for a favor.
- She was irritated with her friend's whining.","Pick the more likely continuation to the following sentence:
The woman lavished her friend with flattery.  as a result of: 
- She wanted to ask her friend for a favor.
- She was irritated with her friend's whining.</s></s>She wanted to ask her friend for a favor.","Pick the more likely continuation to the following sentence:
The woman lavished her friend with flattery.  as a result of: 
- She wanted to ask her friend for a favor.
- She was irritated with her friend's whining.</s></s>She was irritated with her friend's whining.",0,"['She wanted to ask her friend for a favor.', ""She was irritated with her friend's whining.""]"
"Pick the more likely continuation to the following sentence:
The girl desired her parent's approval.  as a consequence: 
- She ran away from home.
- She obeyed her parent's rules.","Pick the more likely continuation to the following sentence:
The girl desired her parent's approval.  as a consequence: 
- She ran away from home.
- She obeyed her parent's rules.</s></s>She ran away from home.","Pick the more likely continuation to the following sentence:
The girl desired her parent's approval.  as a consequence: 
- She ran away from home.
- She obeyed her parent's rules.</s></s>She obeyed her parent's rules.",1,"['She ran away from home.', ""She obeyed her parent's rules.""]"
