p0,p1,label
0.9770706324102015,0.11221201642772913,1
0.9179735488512281,0.04193675739416245,1
0.6593592330499938,0.664206624074866,0
0.5796840348553212,0.23779674363389183,0
0.06211336935834224,0.9661469869019209,0
0.11139709198152097,0.268516159645097,1
0.9719118055095456,0.03242078500974873,1
0.8779050219115347,0.19624265306099503,1
0.022747435674864355,0.28151135801542726,0
0.8051744850261784,0.309540197148375,1
0.010446316417164607,0.9839125597315324,0
0.9933216728138672,0.03834644618843035,1
0.8654893156872181,0.11238775248589235,1
0.17253069235902882,0.5849413977191524,0
0.0673520918612304,0.09867518446479696,0
0.9948969438721796,0.011991870162720198,1
0.01437119884761912,0.9704787828861982,0
0.6494434150782981,0.500937099037163,0
0.9350943316166719,0.09205840302166415,1
0.43066969442966685,0.5188101335642108,0
0.9033424704328036,0.1374481137871605,1
0.14009621510445772,0.5144434601598246,0
0.8324944105313372,0.09912387052416306,1
0.006107299961924591,0.9762373223680234,0
0.16786741898420682,0.5919560021775817,0
0.9897663727784688,0.1640553147826104,1
0.32304016463703156,0.7258910239489335,0
0.9811072135658513,0.002552339953132579,1
0.030683654542018934,0.8446349699712932,0
0.4832725043602173,0.2974683540971223,0
0.13294422076412557,0.8308959781268895,0
0.9513652715584356,0.11188244721918948,1
0.0029059670512484696,0.9732622437385601,0
0.7619837346586971,0.49386263124850033,1
0.8927587871179081,0.05344605492058844,1
0.009494542820367418,0.7244768900245504,0
0.4881405650361996,0.4596935860278068,1
0.3197092200140032,0.4885051663565093,0
0.006931061867438744,0.9937746723729117,0
0.608072886049875,0.00819029978209462,1
0.048643129930454256,0.9009621484804748,0
0.010203242264097733,0.9691479691868696,0
0.31458695291686495,0.8539516128526105,0
0.6557166171800535,0.06269716582501152,1
0.6480650479605797,0.34306607319894233,1
0.0372343244936374,0.9701341269960095,0
0.9420921302348152,0.007491883973133634,1
0.026307136874633107,0.9634634102509072,0
0.7064434497105456,0.7843135486893441,1
0.1087912404856704,0.17218186767396995,0
0.004861320864386379,0.8684535047345902,0
0.07607596940816855,0.819484559239631,0
0.08845722740906231,0.42555692235108417,0
0.7666690325478309,0.04934478235714684,1
0.00207556193016019,0.2933519042363988,0
0.009175312505277587,0.32942721854749596,0
0.24947011496424493,0.9433230243851032,0
0.020541911885855416,0.7730988823499655,0
0.028000661801730605,0.9659339916397172,0
0.06174785894969642,0.7183091022240589,0
0.04335700358955391,0.12963887796641183,1
0.30106417131183205,0.16224602022409154,1
0.9974883488359467,0.00474872801052602,1
0.0519430689217221,0.8723806907620292,0
0.07075797801961031,0.45786674934896987,1
0.6686341354092471,0.0418018775082005,1
0.25887208478082907,0.8444532372350612,0
0.02811698393019875,0.8555781534872392,0
0.003473211566306418,0.961245577212447,0
0.9662023103506707,0.07186204868224422,1
0.37879730709338294,0.21646172043356962,1
0.015956576696556483,0.981652645342932,0
0.9013898565772293,0.08768936271452081,1
0.12312064266583521,0.712759118936219,0
0.7853683072669814,0.10559864845320088,1
0.7130433557080939,0.6765201206236255,1
0.528086242952153,0.2779148832950973,1
0.08950808012385991,0.18442742987819397,0
0.9008979612213738,0.38462720864139,1
0.9035291684342242,0.40336551507140295,1
0.312271112937279,0.2095938126529265,1
0.01837540720195634,0.6463450310577264,0
0.010194957354550156,0.9766336277606463,0
0.03632382382503659,0.8531535753169941,0
0.9639498362751685,0.31642875517611774,1
0.31316352474208636,0.6728621295679417,0
0.6745750725370045,0.08331559355297635,1
0.8332097483226343,0.03773821149104904,1
0.9973698770866277,0.020003752029546483,1
0.3935135903729868,0.9525751704769858,0
0.1338274782087329,0.8381308040047816,0
0.015210286100296795,0.9331413753281349,0
0.03111345260841058,0.9293486563297609,0
0.01806355698347179,0.5260425854185345,0
0.4900063725814559,0.1191361218723824,1
0.022381576451258912,0.8912866403032605,0
0.4910916624983523,0.11483029156313485,1
0.5519348352487577,0.09175832876137463,1
0.6477423240988954,0.3795676182470326,1
0.01215522971977443,0.8833870115687668,0
0.6925524550899683,0.053988108186033126,1
0.12311387132346985,0.45648112682718645,0
0.9442357706996183,0.17597559466362117,1
0.031261488230828596,0.47007275002391913,0
0.02725658247536785,0.45575864426248475,0
0.10416876936860883,0.9208747578223875,0
0.0003657996063925569,0.974491625483985,0
0.5295252084460116,0.14801494573036877,1
0.9176497081014515,0.05021591027125222,0
0.9953611941723091,0.012735152613554306,1
0.6201080152584072,0.05423716807327197,1
0.8944753320128004,0.03424360370801533,1
0.04292341646661864,0.9450128852200048,0
0.9753274128409786,0.40078166974490975,1
0.9894273889366291,0.004587894572606654,1
0.03913458173578275,0.240005479080544,1
0.06824943314329374,0.9155029264141884,0
0.008729448639870817,0.7866524009386074,0
0.5711732878908974,0.8296604517285916,0
0.0292230982398322,0.9617681186727013,0
0.0020070005038031772,0.9666081627642159,0
0.9903995178105445,0.011807729392359566,1
0.06971785291902653,0.30600515596192907,0
0.9433922414789087,0.08868020696036238,1
0.28016788856636626,0.8960015446209993,0
0.9960853455638915,0.07729512701169951,1
0.25088560818020206,0.9679680230528621,0
0.39715564054366137,0.11940998253241464,1
0.9204816233412703,0.01585322842616932,1
0.5724344503232516,0.06876073891201982,1
0.46561592577040845,0.40466351309102616,1
0.4081165284296312,0.19258697564941976,1
0.30893684911067165,0.7997330435917036,0
0.36956930513405056,0.4657257926379588,1
0.09756086752848625,0.28244174664020233,1
0.9941728606882707,0.001919469777807449,1
0.07048786431675887,0.8779396972951897,0
0.1570449312786113,0.9631246703755877,1
0.0725046757816023,0.8178633618866199,0
0.8595780780128212,0.18244261688232524,1
0.030615145628463254,0.6500592656187467,0
0.12854049113615956,0.7813155600763824,0
0.9702982693400163,0.023995194497391074,1
0.049429081357621245,0.2867431460824295,0
0.03917114477765686,0.9863632896001333,0
0.10329754441703284,0.8782193419328826,0
0.9525052820208372,0.030026072416483345,0
0.12073725492087418,0.4949954256388,0
0.6272046078429884,0.3215326157523271,0
0.015456608760242855,0.7559818115803543,0
0.10671565272950245,0.9561416256610049,0
0.020978050942119294,0.9984622722091324,0
0.022312061363448182,0.9010627354336875,0
0.4449290296930947,0.39318615124038614,1
