log_prob_0,log_prob_1,higher_prob,label,calibrated
1.2584442,2.5079932,1,1,1
1.8440658,-0.64121115,0,0,1
1.4186084,1.6642796,1,0,0
1.364279,0.608937,0,0,1
0.27419487,2.4800243,1,1,1
0.5809022,2.126443,1,1,1
0.93328923,0.3770986,0,0,1
1.4199132,1.3033407,0,0,1
0.9454156,2.3740501,1,1,1
0.70293593,2.0784025,1,1,1
0.99779886,1.8970816,1,1,1
-0.3072955,1.0978234,1,1,1
2.1936734,-0.5694789,0,0,1
-0.26244637,1.4387224,1,1,1
2.8844237,2.9044442,1,0,0
1.7538738,2.4328477,1,1,1
1.730298,1.1384189,0,0,1
1.9661219,1.8308161,0,0,1
2.1550775,0.6338588,0,0,1
-0.051031798,1.3530836,1,1,1
1.4266346,1.147664,0,0,1
1.1461214,2.2499874,1,1,1
1.8768485,1.0993809,0,0,1
1.7291424,2.1365516,1,0,0
1.5242946,1.3007206,0,0,1
0.73167396,1.5617012,1,1,1
0.932855,0.2507624,0,0,1
1.9214587,1.6079214,0,0,1
1.3414962,1.7691182,1,1,1
0.53360355,1.722728,1,1,1
1.3594856,2.2679987,1,1,1
1.5987554,2.022739,1,0,0
1.5000452,2.4708343,1,1,1
1.5751972,2.1644928,1,1,1
1.6816207,1.5272496,0,0,1
0.15651871,-0.74780405,0,0,1
1.7541863,1.722854,0,0,1
0.38257545,1.9353602,1,1,1
2.1000934,1.023437,0,0,1
1.2343383,1.7176237,1,1,1
2.2966309,1.0361042,0,0,1
1.2673008,-0.4846729,0,0,1
2.31179,0.6871066,0,0,1
1.008019,1.0878828,1,0,0
1.1982286,0.8329685,0,0,1
1.6477572,1.4982884,0,0,1
1.7269418,2.5637498,1,1,1
2.1555657,2.150962,0,0,1
-0.6776063,2.465469,1,1,1
0.3542022,1.141668,1,1,1
1.3347964,2.892044,1,1,1
1.7237619,0.07350817,0,0,1
0.61613125,0.37738073,0,0,1
1.5182469,1.5031017,0,0,1
0.8971911,2.063745,1,1,1
0.28897518,2.2858183,1,1,1
0.18826026,0.70259273,1,1,1
1.3142903,0.34490085,0,0,1
1.0088017,1.9233084,1,1,1
0.52325314,2.4357781,1,1,1
1.7983749,1.5143352,0,0,1
1.5003765,0.91354203,0,0,1
0.26413882,1.6082888,1,1,1
1.0536066,1.925187,1,1,1
-0.17322746,1.0398482,1,1,1
-0.11499232,1.3961626,1,1,1
0.9724934,2.3206968,1,1,1
2.4236767,-0.39089078,0,0,1
1.5757204,1.9731311,1,1,1
1.327072,1.0129347,0,0,1
1.358554,0.025728166,0,0,1
0.91593957,-0.034017533,0,0,1
1.3644938,0.5770319,0,0,1
0.31057203,1.7060018,1,1,1
0.12838373,-0.2970286,0,1,0
1.4675798,1.644002,1,0,0
1.4699932,1.6968278,1,1,1
1.4638981,0.74276805,0,0,1
1.6644456,0.98616064,0,0,1
2.1433573,2.0794973,0,0,1
0.13691881,1.6142906,1,1,1
1.9341651,0.21891566,0,0,1
1.2118943,1.8750076,1,1,1
0.6358159,1.5744579,1,1,1
1.7083895,1.9831401,1,1,1
1.3790698,1.8579842,1,1,1
0.8639991,1.8776207,1,1,1
1.6122949,2.165521,1,1,1
2.0328782,-0.81510586,0,0,1
1.8990262,0.054618955,0,0,1
1.7893193,1.7103349,0,0,1
-0.8979162,1.0897518,1,1,1
2.112002,1.9693954,0,0,1
0.19932741,1.6902602,1,1,1
0.9477862,0.56089354,0,0,1
1.6355499,1.577121,0,0,1
1.2652609,1.5565755,1,1,1
1.9833682,1.9486759,0,0,1
0.973134,1.5705242,1,0,0
0.98464376,1.4516959,1,1,1
1.3345562,1.8871316,1,0,0
0.8160925,1.3089476,1,1,1
1.406362,0.8274776,0,0,1
-0.86488706,1.7126534,1,1,1
0.34740764,2.3311148,1,1,1
1.5417378,1.1401062,0,0,1
2.3878822,1.4010663,0,0,1
2.1903641,1.4168413,0,0,1
0.006240338,1.3144236,1,1,1
0.5570826,1.1619565,1,1,1
1.3155947,2.1300302,1,1,1
1.9052117,1.096869,0,0,1
0.8423292,1.6238443,1,1,1
2.134909,2.0510392,0,0,1
-0.6031564,2.7122867,1,1,1
1.6458327,1.7882733,1,0,0
1.6355308,1.0123191,0,0,1
-0.118137926,1.1468781,1,1,1
1.9465159,1.6953087,0,0,1
1.5907606,2.4288116,1,1,1
1.6223843,1.4849983,0,1,0
1.6944182,0.76785725,0,0,1
1.712654,2.7657337,1,1,1
1.6280118,1.5192783,0,0,1
-0.43560407,1.7716887,1,1,1
0.9993118,0.52349734,0,1,0
0.33868507,0.28161472,0,0,1
1.6253182,0.8606041,0,0,1
1.6897383,0.21993914,0,0,1
1.7484634,2.2102213,1,0,0
1.1072459,2.4033513,1,1,1
1.0950724,1.5568432,1,1,1
1.0925612,2.0099592,1,1,1
1.3480134,2.2602682,1,1,1
0.6562398,1.7485653,1,1,1
1.4746408,1.0733068,0,0,1
0.7081796,1.5470147,1,1,1
1.6696782,1.2417494,0,0,1
0.6527393,2.4537659,1,1,1
0.5336209,2.242953,1,1,1
0.8854385,2.3975215,1,1,1
2.2339213,2.083807,0,0,1
0.5949074,1.030549,1,0,0
2.0171275,1.6909163,0,0,1
0.9684765,0.46169776,0,1,0
1.0151081,1.8626963,1,1,1
0.4865393,3.3626475,1,1,1
1.0209589,2.1430848,1,1,1
1.6371446,2.389783,1,1,1
2.0055027,0.98084575,0,0,1
1.4615738,0.87264794,0,0,1
1.3019414,2.2553878,1,1,1
1.7679697,1.148504,0,0,1
2.1714325,1.4407537,0,0,1
1.4131234,1.5283611,1,0,0
1.7124851,1.5608624,0,0,1
0.08808172,0.1978916,1,0,0
0.6419045,0.6403031,0,1,0
2.233411,2.765933,1,1,1
-0.04495895,1.8243475,1,1,1
1.7411253,1.4957632,0,1,0
-0.013600469,1.0390742,1,1,1
1.9669445,1.5674236,0,0,1
1.5030534,2.3950434,1,1,1
0.16288838,1.6944385,1,1,1
1.7782385,1.917788,1,0,0
0.5194645,2.6163366,1,1,1
1.6618593,0.92323804,0,0,1
0.5892807,0.63736767,1,0,0
1.433252,1.8522902,1,1,1
-0.2057907,1.4894911,1,1,1
0.9122033,1.6870645,1,1,1
0.7757133,2.6245801,1,1,1
2.70931,1.0693865,0,0,1
2.2389064,2.7351115,1,1,1
1.5220041,0.38687712,0,0,1
0.891927,1.5296602,1,1,1
2.3994875,2.5072963,1,1,1
1.4640601,0.6210592,0,0,1
-0.20223585,1.8030796,1,1,1
0.0073324144,1.6313679,1,1,1
0.5927321,2.4887347,1,1,1
1.5355954,1.8202982,1,1,1
1.1830399,1.6508019,1,1,1
1.0469077,0.8880307,0,1,0
-0.5054719,1.9891896,1,1,1
0.89555466,1.0817637,1,0,0
1.6876872,1.6204503,0,0,1
0.7012398,1.9638386,1,1,1
-0.056409687,2.129987,1,1,1
2.0340002,1.1717408,0,0,1
2.0690422,-0.49563402,0,0,1
1.6208999,0.8383479,0,0,1
0.9299607,1.9293892,1,1,1
1.7661655,1.3047596,0,0,1
0.52219474,1.5826114,1,1,1
0.7720823,1.4493442,1,1,1
-0.006087616,2.166675,1,1,1
