log_prob_0,log_prob_1,higher_prob,label,calibrated
-0.807894,-0.7318071,1,1,1
-1.1876934,-0.45728666,1,1,1
2.492107,-1.6288046,0,0,1
0.64050037,-2.660161,0,0,1
-1.5732818,-1.7929533,0,0,1
-3.6750312,0.31899294,1,1,1
0.2820211,-0.7228587,0,0,1
-0.66710544,-2.0394762,0,0,1
-0.040996313,-0.9133973,0,0,1
0.9767497,-1.0046436,0,0,1
-4.0819473,2.3272896,1,1,1
-1.3625581,-0.55428064,1,1,1
-2.0479324,-1.4497077,1,1,1
-0.62871546,-0.9426125,0,0,1
1.5126344,-2.5296023,0,0,1
0.63985264,-2.2196424,0,0,1
-3.9552774,-4.450145,0,0,1
-1.6795541,0.24696726,1,1,1
1.7957635,-2.7302732,0,0,1
-0.0824638,-1.0010774,0,0,1
1.1510319,-0.40599266,0,0,1
-1.4763896,-0.12167835,1,1,1
-3.048349,-3.7417307,0,0,1
-1.8672574,-1.2269471,1,1,1
-2.273093,-0.39866066,1,1,1
-2.8842525,1.0056424,1,1,1
-0.5947731,0.9785196,1,1,1
1.0312153,-3.8309212,0,0,1
-0.86410713,-2.237383,0,0,1
-0.07994646,-1.7375183,0,0,1
-0.44033778,-0.5264134,0,0,1
3.5268397,-3.707704,0,0,1
-3.2336407,0.5035986,1,1,1
1.0534971,-1.0197585,0,0,1
-4.0226955,-3.9988823,1,1,1
-3.1529768,-3.5174186,0,0,1
-3.410619,-0.38312128,1,1,1
2.3558547,-1.2585957,0,0,1
-2.3790226,0.6269568,1,1,1
-3.04642,1.2678418,1,1,1
-1.2694204,-0.7697666,1,1,1
0.049666375,-0.20982473,0,1,0
-0.4221544,-0.54086906,0,0,1
-0.73337257,0.2955094,1,1,1
-1.6921299,1.4522727,1,1,1
-2.2121253,-1.3797315,1,1,1
-1.0742201,1.311456,1,1,1
0.9679886,-1.9436665,0,1,0
-2.8048747,-2.1262395,1,1,1
-0.6205756,-0.956105,0,1,0
-2.328383,-2.6570525,0,0,1
-3.41644,-3.4730115,0,1,0
-3.2271917,0.8729383,1,1,1
-1.8186035,-0.97844654,1,1,1
3.1611753,-2.534927,0,0,1
0.21026641,-2.527998,0,0,1
-1.7082642,-0.1311633,1,1,1
1.369796,-1.5392053,0,0,1
1.7357111,-1.2148182,0,0,1
1.0780323,-0.9778612,0,0,1
1.6819968,-3.6510742,0,0,1
-0.011222005,-1.7081589,0,0,1
-2.8943172,1.365518,1,1,1
0.6309509,0.74076235,1,1,1
-3.4626045,0.39031622,1,1,1
-3.5143237,-0.7899977,1,1,1
-3.8668008,-3.6299243,1,1,1
-2.6102664,-0.05513996,1,1,1
-2.774324,-2.8383892,0,1,0
-1.2944536,-0.93665814,1,1,1
-0.73016465,-2.1751583,0,1,0
0.03486812,0.100272655,1,0,0
3.0422688,-3.140716,0,0,1
1.1218579,-1.3973112,0,0,1
-4.408208,2.3039725,1,1,1
0.91752917,-3.1071525,0,1,0
1.8390633,-2.3321996,0,0,1
-0.25456253,-0.12554118,1,1,1
0.678704,-1.0974404,0,0,1
-0.10106695,0.099326015,1,1,1
-2.3887122,0.78849995,1,1,1
-1.5015643,-0.094789386,1,1,1
2.499033,-2.05205,0,0,1
-0.09079546,-1.5549448,0,1,0
0.59687185,-1.4126784,0,0,1
-3.217924,-3.1778355,1,1,1
-2.0052524,0.9061212,1,1,1
-3.5761669,-3.4968042,1,1,1
-2.659274,-2.309989,1,1,1
-3.4877167,1.300992,1,1,1
-1.2815757,-1.3362457,0,0,1
