log_prob_0,log_prob_1,higher_prob,label,calibrated
-1.1747214,-1.0506583,1,1,1
-2.3275352,-1.0933375,1,1,1
1.8353281,-2.2868853,0,0,1
-0.49206352,-2.616232,0,0,1
-2.0274553,-2.1357899,0,0,1
-4.508415,1.6577929,1,1,1
-1.5295811,-1.1539019,1,0,0
-1.5556287,-2.0168521,0,0,1
-0.27437997,-1.120846,0,0,1
0.6851732,-1.6376233,0,0,1
-4.6004887,2.3757,1,1,1
-1.9295706,-0.29588494,1,1,1
-2.557984,-1.1082454,1,1,1
-0.6146761,-1.1404642,0,0,1
0.87418246,-3.256764,0,0,1
-0.35045996,-2.6939788,0,0,1
-4.0403676,-4.5281563,0,0,1
-3.1117766,0.90534866,1,1,1
1.9339546,-2.6260326,0,0,1
-0.26109302,-1.4104054,0,0,1
0.9655912,-0.76473296,0,0,1
-2.2254345,-0.46572864,1,1,1
-3.083025,-3.7796628,0,0,1
-2.916995,-1.018194,1,1,1
-3.1686685,-0.19376814,1,1,1
-4.1832304,2.084076,1,1,1
-1.4652954,1.2805111,1,1,1
0.1708821,-4.0325556,0,0,1
-0.7662401,-2.3377037,0,0,1
-0.37011874,-2.2429972,0,0,1
-1.5969086,-1.4265176,1,0,0
3.7852023,-3.9473817,0,0,1
-4.0578203,0.2953515,1,1,1
0.7455902,-2.2449574,0,0,1
-4.161216,-4.0490203,1,1,1
-2.9396107,-3.6605308,0,0,1
-3.8827748,0.07038057,1,1,1
2.3996122,-1.5311031,0,0,1
-1.8457692,1.9835219,1,1,1
-3.815806,1.5259362,1,1,1
-1.6876547,-0.75271297,1,1,1
-0.41860875,-0.37287104,1,1,1
-0.86224085,-0.772002,1,0,0
-1.4304576,0.29809207,1,1,1
-2.376794,1.5644803,1,1,1
-2.7106338,-1.8750129,1,1,1
-1.6334226,1.2659883,1,1,1
-0.44232857,-2.059536,0,1,0
-3.2341275,-2.0899034,1,1,1
-1.5312448,-1.5744251,0,1,0
-2.1118977,-2.6800325,0,0,1
-3.718655,-3.7372124,0,1,0
-4.2825627,2.0026908,1,1,1
-2.0403671,-0.95339197,1,1,1
1.6490533,-2.8595605,0,0,1
-0.4801557,-3.089582,0,0,1
-2.5141883,0.25836504,1,1,1
0.8663612,-2.400413,0,0,1
1.7612708,-2.6147983,0,0,1
0.39450788,-1.4238073,0,0,1
0.09375143,-3.7675405,0,0,1
0.6153983,-1.9748819,0,0,1
-3.5730593,1.2376295,1,1,1
0.30646902,0.6319959,1,1,1
-3.831096,1.1162227,1,1,1
-4.2657433,-0.21680284,1,1,1
-4.1408734,-3.6518567,1,1,1
-2.9576664,-0.6505281,1,1,1
-3.138805,-3.3147461,0,1,0
-1.7989818,-0.7412372,1,1,1
-0.55811954,-2.326574,0,1,0
-0.10428196,0.04783541,1,0,0
2.0481129,-2.9995284,0,0,1
0.8316983,-2.2612984,0,0,1
-4.977901,2.8293307,1,1,1
-0.71432644,-2.7597854,0,1,0
1.9564402,-2.2991319,0,0,1
-1.0995456,-0.5369188,1,1,1
-0.5229373,-1.8607996,0,0,1
-0.6727725,-0.10670185,1,1,1
-3.4032183,0.28931057,1,1,1
-1.79054,0.33924502,1,1,1
2.4838815,-2.4644194,0,0,1
-0.038981736,-1.7569429,0,1,0
0.15993571,-2.6261523,0,0,1
-3.4014254,-3.239755,1,1,1
-3.2994883,1.3523861,1,1,1
-3.5839581,-3.461386,1,1,1
-3.0882335,-2.7457914,1,1,1
-3.4622476,3.0885434,1,1,1
-1.7568655,-1.626827,1,0,0
-3.0687761,-3.7313619,0,0,1
0.24404967,-2.2703938,0,1,0
-3.0763729,-2.4667456,1,1,1
-2.3440127,-2.7890255,0,0,1
-1.3775365,-1.535187,0,0,1
-1.9718785,0.29792297,1,1,1
-0.7179245,-2.1368332,0,0,1
-0.6330723,-1.1661958,0,1,0
-0.20687759,-0.36840534,0,1,0
0.26131734,-2.3173347,0,0,1
-2.4135275,0.56574726,1,1,1
-1.3802215,-0.35176948,1,1,1
-2.3841777,-1.0740522,1,1,1
-3.4263208,-2.1042683,1,1,1
-1.9425633,-1.5213544,1,1,1
-1.9892349,-2.3903413,0,1,0
0.4489354,-3.825118,0,0,1
0.78298753,-1.546713,0,0,1
1.42527,-1.5301114,0,0,1
-0.70787704,-1.0607551,0,1,0
-1.0226421,-0.1653238,1,1,1
-1.9573545,-2.0542216,0,0,1
