p0,p1,label
0.4495461960840189,0.19694674546888272,0
0.35693224195692136,0.5592055809882308,1
0.31826942596017316,0.4059826323372667,0
0.6225377253717114,0.23118386985453424,1
0.4892473218415204,0.20646199676444701,1
0.2946021673471956,0.586171861307946,1
0.2445025567141292,0.7805423195650655,0
0.30115532736288975,0.3087984259214011,0
0.2546366023147324,0.5106252969032848,1
0.35118794924180763,0.5027457237250059,0
0.6654016923994153,0.19422421486688746,0
0.5090417905899312,0.5684362986536081,1
0.2104764808785328,0.23406414608081424,0
0.5811818706147204,0.49380623130438883,1
0.8078814484461098,0.15338203909637627,0
0.46360794782001236,0.5454115116062644,0
0.20448750731532797,0.48645181171145174,1
0.7555526010393345,0.5059637624150983,1
0.6369992929114187,0.299340937837695,0
0.4664900384370286,0.6674396453932959,1
0.6856135868929684,0.4629001818442214,0
0.720729971838692,0.4525873025292106,1
0.15857178113516582,0.703217101101546,0
0.08650923416564188,0.27993960852230904,0
0.38586490918528354,0.20604646082334052,1
0.5300319591961271,0.6691233839886938,0
0.37876269375003174,0.45486960045303143,1
0.5383206871330848,0.6633642536155452,1
0.5053461819915047,0.5119695388090573,0
0.4008444386783049,0.3156608009484801,1
0.2546439828718709,0.3776584340133415,1
0.6920393622902348,0.2470501839881419,0
0.7260149497706035,0.4384639670375581,0
0.058482543616871926,0.39983792608769514,1
0.7527254095200548,0.6614256882182804,0
0.31444987870347874,0.6366959809846754,1
0.3486977411968058,0.44040572359661984,0
0.2928991132429795,0.3435263513119788,1
0.2335623882034779,0.4712942043926158,0
0.3673323194689594,0.6140648397492409,1
0.46257837688929615,0.2561278818474144,1
0.8143608647008823,0.4800505594419162,0
0.693173064618496,0.2046844033553008,0
0.5897443184039529,0.6652159651342101,1
0.41992940220518876,0.33237309978800517,0
0.5790583126944632,0.13092815988341563,1
0.7321114507818703,0.5814807847025268,1
0.7231949103539341,0.3878415130817687,1
0.5339612080419296,0.37341016549475625,0
0.6316955030257391,0.40647375249011025,1
0.3833566422454055,0.19356044710957715,1
0.22423821622068962,0.3505094997018812,1
0.210270127952361,0.8101342207307641,1
0.12648609863574325,0.7370877888258898,0
0.5428029208700241,0.558254044021116,0
0.43889955904541894,0.39529945012300527,1
0.1664682378752245,0.4350975620197142,1
0.553244671595779,0.8030456819052432,1
0.5676017830755586,0.4701585296518866,0
0.28250298086962994,0.48254841554179123,1
0.3598278686233364,0.6872530853923631,1
0.2802433660619631,0.10660757755240445,0
0.6371713123276221,0.4349092891297014,1
0.27747087145531313,0.37618492285501814,0
0.620048563709817,0.3541975433965304,0
0.46479738836755036,0.5197070646357503,0
0.20168882724771905,0.2685244912647163,0
0.4217751360319941,0.36525178824234933,0
0.797825295130702,0.14166712155872768,0
0.19084098615828865,0.8162158177825212,0
0.3385049221390194,0.312406333322478,1
0.44631500937105717,0.6014851415260929,1
0.7666904414412813,0.13218743431682412,0
0.7555625057003447,0.3587920055663692,0
0.3004262025998084,0.6425383077880285,1
0.5622903170838619,0.3433545537094675,0
0.24391664777108132,0.11858772668473477,1
0.1393866412604085,0.3359204676183408,1
0.5967120729292595,0.2626927803826325,1
0.5134255793442383,0.2647944266863283,0
0.2186348447642776,0.29430903703788713,0
0.5928968429313943,0.3906486347688647,0
0.457164208227161,0.18264306348736073,0
0.40727735414540267,0.6852820646197634,0
0.6338147107995542,0.34151842175843566,1
0.16557643894291577,0.07981181791665809,0
0.6824379565282658,0.3663513920197006,0
0.09137188881544606,0.837501145853925,0
0.30821063291208106,0.6049231600182718,1
0.392038009947945,0.17617891340855335,0
0.15779118208412823,0.5276827519410264,1
0.4425194302363368,0.22738672427599413,1
0.5025942566608145,0.2356502250093643,0
0.5549138388566319,0.3913159180377115,1
0.3734287240567726,0.268327812789434,0
0.6415503090429053,0.15716047031830968,0
0.610200335033553,0.33217913975332264,0
0.5925194125418319,0.7379710858766035,0
0.41022770439729106,0.27674857981140444,1
0.7551970427490069,0.27229420317787456,1
0.39751219002644256,0.2654066598861095,1
0.4510917990824602,0.3779559525885874,0
0.5443148560512472,0.44446295125010826,1
0.22103304829741022,0.9285836371883055,1
0.5881729940007082,0.46770637453272357,0
0.15353043851088616,0.5171680123512135,1
0.3844359016625912,0.41767112405744067,0
0.3915889657862164,0.6703902601369206,0
0.3834694979730251,0.4144779822095873,0
0.6510119965690931,0.16865578041380086,0
0.6865230655862224,0.5531786067439098,0
0.31413646369156906,0.6085911132162529,1
0.25311442903140075,0.84329344181846,1
0.26933403644016984,0.2505743208484818,0
0.43304345840510633,0.297251996676839,1
0.7560916790446047,0.3171088520888889,0
0.559400569915287,0.2913971305460363,0
0.5479551951076083,0.26306114827204075,1
0.4597774215796532,0.47494559120026403,0
0.38005874852414157,0.23512202793382025,1
0.6503728107980848,0.5319386155008942,1
0.08151572391521991,0.6038747423943717,0
0.16825416727427694,0.542583825965659,1
0.18465696651758046,0.24339851994279055,0
0.30233130363745886,0.3567368703107928,0
0.38250591121310595,0.47402210134046613,1
0.3641028239842816,0.7137554225049794,0
0.2119160184195697,0.26327367175475774,1
0.7120050193000028,0.7071333113931083,0
0.3919833157943155,0.4640000581095843,1
0.47143467171215364,0.42908186822748906,1
0.5632961032058913,0.2850959860483206,1
0.7657420215272603,0.5595890202691888,0
0.4206258902345322,0.3794751997830794,0
0.5978303147419197,0.3235418075333435,1
0.610763371217849,0.1502356768606308,0
0.7938407072765021,0.14751369545796109,0
0.42614510299559166,0.34512593850647766,0
0.2377787489282377,0.291632374532898,1
0.3389045346632264,0.6198622292077577,0
0.4494689561382168,0.24880333751528347,1
0.33061130826930796,0.5677655213091715,0
0.4879577605415556,0.15319026711058356,0
0.25771223040177826,0.7926346748060402,1
0.3356301469222469,0.6065026177943401,1
0.36393726352319594,0.19870408802304812,1
0.3581073614437275,0.19508798643450906,0
0.44745142926399994,0.5613494336589573,1
0.37740861118313507,0.7028375586122216,0
0.5281491680672462,0.6367208337574558,0
0.2403188743066639,0.6237677434984675,0
0.366333127466812,0.2384930845854655,0
