null,0,1,label,selection
"Goal: To pour hot fudge over ice cream before serving,

Which is the correct ending?
- pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl.
- pour the hot fudge over ice cream that has been pulled out of the freezer and softened for fifteen minutes, then scooped out of it's container with an ice cream scoop into a bowl.

Answer:","Goal: To pour hot fudge over ice cream before serving,

Which is the correct ending?
- pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl.
- pour the hot fudge over ice cream that has been pulled out of the freezer and softened for fifteen minutes, then scooped out of it's container with an ice cream scoop into a bowl.

Answer:</s></s>pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl.","Goal: To pour hot fudge over ice cream before serving,

Which is the correct ending?
- pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl.
- pour the hot fudge over ice cream that has been pulled out of the freezer and softened for fifteen minutes, then scooped out of it's container with an ice cream scoop into a bowl.

Answer:</s></s>pour the hot fudge over ice cream that has been pulled out of the freezer and softened for fifteen minutes, then scooped out of it's container with an ice cream scoop into a bowl.",0,"[""pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl."", ""pour the hot fudge over ice cream that has been pulled out of the freezer and softened for fifteen minutes, then scooped out of it's container with an ice cream scoop into a bowl.""]"
"Goal: how to measure liquids

Which is the correct ending?
- Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.
- Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the bottom of the line

Answer:","Goal: how to measure liquids

Which is the correct ending?
- Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.
- Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the bottom of the line

Answer:</s></s>Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.","Goal: how to measure liquids

Which is the correct ending?
- Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.
- Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the bottom of the line

Answer:</s></s>Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the bottom of the line",1,"['Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.', 'Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the bottom of the line']"
"Goal: Remove hair from hair brush.

Which is the correct ending?
- Cover brush head with pantyhose, use a pen to push down and collect hair.
- Cover brush head with saran wrap, use a pen to push down and collect hair.

Answer:","Goal: Remove hair from hair brush.

Which is the correct ending?
- Cover brush head with pantyhose, use a pen to push down and collect hair.
- Cover brush head with saran wrap, use a pen to push down and collect hair.

Answer:</s></s>Cover brush head with pantyhose, use a pen to push down and collect hair.","Goal: Remove hair from hair brush.

Which is the correct ending?
- Cover brush head with pantyhose, use a pen to push down and collect hair.
- Cover brush head with saran wrap, use a pen to push down and collect hair.

Answer:</s></s>Cover brush head with saran wrap, use a pen to push down and collect hair.",0,"['Cover brush head with pantyhose, use a pen to push down and collect hair.', 'Cover brush head with saran wrap, use a pen to push down and collect hair.']"
"Goal: To smooth a wooden rod so that you can drill into it, you can

Which is the correct ending?
- Heat the edges of the rod
- Sand the edges of the rod

Answer:","Goal: To smooth a wooden rod so that you can drill into it, you can

Which is the correct ending?
- Heat the edges of the rod
- Sand the edges of the rod

Answer:</s></s>Heat the edges of the rod","Goal: To smooth a wooden rod so that you can drill into it, you can

Which is the correct ending?
- Heat the edges of the rod
- Sand the edges of the rod

Answer:</s></s>Sand the edges of the rod",1,"['Heat the edges of the rod', 'Sand the edges of the rod']"
"Goal: bath tub

Which is the correct ending?
- can hold a car easily.
- can hold a bowling ball easily.

Answer:","Goal: bath tub

Which is the correct ending?
- can hold a car easily.
- can hold a bowling ball easily.

Answer:</s></s>can hold a car easily.","Goal: bath tub

Which is the correct ending?
- can hold a car easily.
- can hold a bowling ball easily.

Answer:</s></s>can hold a bowling ball easily.",1,"['can hold a car easily.', 'can hold a bowling ball easily.']"
"Goal: How can I check and see if cupcakes are done?

Which is the correct ending?
- Use a toothpick to poke the center it should come out gooey.
- Use a toothpick to poke the center it should come out clean.

Answer:","Goal: How can I check and see if cupcakes are done?

Which is the correct ending?
- Use a toothpick to poke the center it should come out gooey.
- Use a toothpick to poke the center it should come out clean.

Answer:</s></s>Use a toothpick to poke the center it should come out gooey.","Goal: How can I check and see if cupcakes are done?

Which is the correct ending?
- Use a toothpick to poke the center it should come out gooey.
- Use a toothpick to poke the center it should come out clean.

Answer:</s></s>Use a toothpick to poke the center it should come out clean.",1,"['Use a toothpick to poke the center it should come out gooey.', 'Use a toothpick to poke the center it should come out clean.']"
"Goal: how do you open a wrapped present?

Which is the correct ending?
- tear off all the wrapping.
- cut off the wrapping paper.

Answer:","Goal: how do you open a wrapped present?

Which is the correct ending?
- tear off all the wrapping.
- cut off the wrapping paper.

Answer:</s></s>tear off all the wrapping.","Goal: how do you open a wrapped present?

Which is the correct ending?
- tear off all the wrapping.
- cut off the wrapping paper.

Answer:</s></s>cut off the wrapping paper.",0,"['tear off all the wrapping.', 'cut off the wrapping paper.']"
"Goal: slow cooker

Which is the correct ending?
- can melt butter 
- can melt copper 

Answer:","Goal: slow cooker

Which is the correct ending?
- can melt butter 
- can melt copper 

Answer:</s></s>can melt butter","Goal: slow cooker

Which is the correct ending?
- can melt butter 
- can melt copper 

Answer:</s></s>can melt copper",0,"['can melt butter', 'can melt copper']"
"Goal: shampoo

Which is the correct ending?
- cleans hair from dirt
- cleans clothes from dirt

Answer:","Goal: shampoo

Which is the correct ending?
- cleans hair from dirt
- cleans clothes from dirt

Answer:</s></s>cleans hair from dirt","Goal: shampoo

Which is the correct ending?
- cleans hair from dirt
- cleans clothes from dirt

Answer:</s></s>cleans clothes from dirt",0,"['cleans hair from dirt', 'cleans clothes from dirt']"
"Goal: To toast a hamburger bun, you can

Which is the correct ending?
- Place it on the grill for a few minutes
- Place it in the freezer for a few minutes

Answer:","Goal: To toast a hamburger bun, you can

Which is the correct ending?
- Place it on the grill for a few minutes
- Place it in the freezer for a few minutes

Answer:</s></s>Place it on the grill for a few minutes","Goal: To toast a hamburger bun, you can

Which is the correct ending?
- Place it on the grill for a few minutes
- Place it in the freezer for a few minutes

Answer:</s></s>Place it in the freezer for a few minutes",0,"['Place it on the grill for a few minutes', 'Place it in the freezer for a few minutes']"
