label,prediction
1,0.9478786196249455
1,0.9855859896022833
1,0.6010927547732484
0,0.005234584905919387
0,0.0005783633402381196
0,0.007144882073675536
0,0.08848080300630322
0,0.04007606309538023
1,0.9965622083724619
0,0.01005156730180545
0,1.8673463624137903e-05
0,0.7378412157029898
1,0.9645990866521604
0,0.02174743774290443
0,0.011233101696560787
1,0.009572221193808605
1,0.9851157407731643
0,0.15902352769201414
0,0.17057398678083593
0,0.9111557940642716
1,0.39870019384554584
1,0.9863570940575557
1,0.8451097169065689
1,0.4513077924744569
1,0.9666810574511217
0,0.006876596005145247
0,0.1501028235348164
1,0.994764462298755
1,0.7071476247287272
0,0.09818725509225822
1,0.9953145766587328
0,0.049752421339835214
1,0.5217539227595088
1,0.9825485471971647
1,0.9999999293188947
1,0.9900573082890445
1,0.9999520546494769
1,0.9990112363526331
1,0.9965316673400478
1,0.9984313112032943
0,0.0045535094285212695
1,0.9606981983740293
1,0.9999874504276787
1,0.9999893673922857
0,0.0005447376789020004
0,0.03347807447457928
0,0.0001641693289793793
0,0.05448526231076638
1,0.9850020029112777
1,0.8791113871919425
0,0.09617969740609171
1,0.995988630494984
1,0.9902954779823306
1,0.9999427240310982
0,0.0018935555247149643
0,0.12602772272845963
0,0.008292796227527252
1,0.9956551349813477
0,0.013496219977924476
1,0.7722318296971664
1,0.9875713762302256
1,0.9998288429435336
1,0.9720230096421373
1,0.9995057380236084
1,0.9982232423540891
0,0.0028058293831731136
1,0.9999850516256557
1,0.9078316986727294
0,0.01677590920713103
1,0.6380764211914695
0,0.037859540733141746
1,0.9858015302856291
1,0.9999139351630841
0,0.0447796661655782
1,0.147293790475744
0,0.007078094533727238
0,0.9779477442685055
1,0.9601785035859783
1,0.9036797668282498
0,0.02720962548617715
0,6.510810762168918e-06
1,0.9535358468654099
0,0.0007528574258445879
1,0.9967152428934978
0,0.038601455691976094
0,0.008511824426228708
1,0.9946296429976925
1,0.9929727009907897
1,0.9880985332252139
0,4.1736435510297376e-05
1,0.9952442691413355
1,0.992316821785428
0,0.10709686067625185
0,0.02018617944469849
0,3.240028601168241e-06
1,0.8681923097701623
0,0.387856505367522
0,0.016085480541474607
0,0.083662510968986
1,0.930771001598351
0,0.03488257302106195
0,0.0008121956418191514
0,0.0002558248480447306
1,0.9907410255239882
1,0.9957180987216296
0,5.84138250774781e-06
0,0.02660824430430932
0,0.0002635520140383206
1,0.9479594831321887
0,0.24497680354449589
1,0.9997219547342651
1,0.9994183570418674
0,0.007248457319551169
0,0.25338612314488923
0,9.62064641965027e-05
0,0.1346021550429372
0,0.05392717988339457
0,0.009775829236339907
0,0.0015806536996412982
1,0.9980064518046436
0,0.0008153458641982442
1,0.9989403666198943
0,0.029907940217400123
1,0.9851847231182657
0,0.08214359816333207
1,0.9999701538420972
0,0.0013377475739401058
0,0.46514046337943504
1,0.9968764662598636
0,2.2483564938288897e-05
0,0.2586109163992524
0,0.6285969957871556
0,0.0009003557395884755
0,0.001121036342884518
1,0.9998410201365816
1,0.7806452062679813
1,0.9994589822173209
0,0.002043955916695589
0,0.2655513195015151
0,0.7713656562131318
0,0.025008856219235903
0,5.3050334647440234e-05
1,0.6779068966727492
1,0.9880024635654494
0,0.004536616012416369
0,0.018085541722650714
0,0.014071628747035287
1,0.9994621509261795
0,0.008922223284797868
1,0.8027483988902918
0,0.0006358224738605973
1,0.9976821837561055
0,0.23091487356140863
0,1.7324590828061024e-06
0,0.5104213195089171
0,0.07538212307997764
0,0.0490424624008263
1,0.9944347371177211
0,0.3868414158924466
0,0.0003458195466146892
0,0.04529656928686672
1,0.10592903348620283
0,0.01162822671335694
0,0.0001213584684320822
0,0.0004396321038639828
0,0.03726120095190319
0,0.015255278971917115
0,0.0004600199488725247
0,0.0021481179279157834
1,0.9849932459254449
1,0.9622952859881544
1,0.9999712866466078
0,0.13428187752952178
0,0.051417642292621926
0,0.8489740784803115
0,0.9616442810193226
1,0.9363085207652461
1,0.9866641655097727
1,0.9785210194068248
1,0.9879352353221523
0,4.898616751204461e-05
1,0.9997132869621671
0,0.028213971241181218
1,0.9872036341279858
1,0.9984356317231307
0,0.03342308940897019
0,0.8864731037744377
0,0.3021267788773759
1,0.41081051913432903
1,0.9163161087745261
1,0.9575430862519304
1,0.8056243984045093
0,0.0006915475016269929
1,0.9536123784932818
1,0.9998833542495884
0,0.12931172688394119
0,0.00012989528914309495
0,0.02826069569933156
0,0.0645078124166729
1,0.9997218834720224
0,0.0006605190109371539
1,0.3915904817314011
1,0.9977751221046961
1,0.11147616780629638
1,0.9930328184391306
0,0.01648097214399028
1,0.9996046424730998
1,0.9776196396610012
0,0.008958783820425748
0,0.0006419776208423822
0,0.1226768800541044
1,0.9997195071080147
0,0.5837105218355976
0,0.004961348508147762
0,0.012323259458638823
1,0.9461679692901609
1,0.9999889109043791
0,7.935035725285774e-05
1,0.4324007611100986
1,0.9996969873918126
0,0.0008368898061060477
1,0.999363490002438
0,0.0006586437728218529
0,0.00020029094690345722
0,0.010177086165293864
0,0.6096847822186839
0,0.0005569547601741217
0,0.007921858924804986
1,0.9126558919231554
1,0.9992522340540563
0,0.003495318163742107
1,0.7801087325531009
0,0.0752715125286244
1,0.4006156731609134
0,0.09644953788431845
0,0.12690628113123095
0,0.9880625536223261
1,0.9992980426849616
0,0.3296033766325396
0,0.0013808691549921357
0,0.0004955474902524899
1,0.9845022709909117
1,0.9999350632805064
0,0.6703303196493439
0,0.001634023817064742
0,0.010666216956505032
0,0.02625997973829703
0,0.021584001404341923
0,0.05953858549192523
1,0.9989494115666102
0,0.08841438364584919
1,0.9996902463249377
0,0.004441456889596465
1,0.8417280640115803
1,0.9813838542450515
1,0.7548293184500149
0,0.002024370093931897
0,0.008411041180968295
0,0.004743114432923317
1,0.9707645346493238
1,0.7254363316185117
1,0.9818509619423749
0,3.2594568912555086e-05
0,8.337440549321276e-05
1,0.9992783695686486
1,0.9998469392325252
1,0.9932853920536426
1,0.999979999352082
1,0.9997303215443986
1,0.9995875626650483
0,0.012717004996537563
0,6.447240862373554e-05
1,0.9999772303699125
1,0.9937189869990498
0,0.0022281950614340797
1,0.94125623252686
1,0.9488859978162866
0,0.04719281007616799
1,0.9374384697718559
1,0.8039335076198184
1,0.9995448390573479
0,0.0230878276799365
1,0.9999995892661717
1,0.9985899580456341
1,0.9946895427109048
0,0.2437570761079187
1,0.9998307089590743
0,0.006579997599842576
1,0.797903402013953
1,0.9996760369787845
0,0.033493217550439006
1,0.994116436221316
0,0.010658256802448472
0,0.003094759982403606
0,0.2191036793207923
0,0.1879231129059131
0,0.087122241684016
1,0.8636774235229299
0,0.0005206594852339086
0,0.8302023346752437
1,0.9998621910053035
0,0.10116838032133599
0,0.8871254544957536
