label,prediction
1,0.4985813583966428
1,0.4982072789135888
0,0.4985786890045287
0,0.4986846062433614
0,0.4985985393067115
1,0.49858903031599977
1,0.4986222665934203
1,0.4986045228717563
0,0.49872013773096785
1,0.49865799629582686
0,0.4985898399133157
1,0.4985693572967547
1,0.49850878270901716
0,0.4986173339284383
0,0.4985634740842712
1,0.4985053643435997
0,0.4985900228878969
0,0.4985938750507304
1,0.4985529131330303
0,0.4986187418563334
1,0.4985976477001226
0,0.4985936110294256
1,0.49859644396838465
0,0.4985921050547854
0,0.49860563670302455
1,0.4986173151617753
0,0.49857777282019966
1,0.49865134177413384
0,0.4986199214253217
0,0.4986499996983081
0,0.4985900661982036
1,0.4986158345955158
0,0.49857563507300506
1,0.49860652562504765
1,0.49857830880125126
0,0.498632394991307
1,0.49859059703232433
0,0.498624235308123
0,0.4986013022817426
1,0.4986314815141866
0,0.49861824873657534
0,0.4986110435410472
0,0.49862544918583407
1,0.49860359370764834
1,0.4986317188338967
0,0.4988061089254186
1,0.4985827953683043
0,0.49861067340090603
1,0.4985555191239691
0,0.4985875361473385
0,0.49860114837484815
0,0.49860293456775845
0,0.49865434809175213
1,0.4993285001496923
0,0.4985692524426882
0,0.4985911969988603
0,0.49860732669083024
0,0.4985836413948015
0,0.4985737076181085
0,0.49856582260957605
1,0.498604770488328
1,0.49859875608255105
1,0.49859178660932724
0,0.4986281051764321
1,0.49860916596929694
1,0.4985958179499362
0,0.49867289475704324
0,0.4987321255995028
0,0.49859650404316425
1,0.49864623287054904
1,0.49856777100984456
0,0.4985777398606698
1,0.49841147853568163
0,0.4986015294129669
1,0.4985625417330152
1,0.49863962691744473
1,0.49859525531676163
0,0.4986337279013876
1,0.4986001226754398
1,0.49857595597802873
1,0.498592203280629
0,0.4985629165499093
0,0.498628849825368
0,0.49859161454717593
1,0.4986042517987785
0,0.4985976724247097
1,0.4987979182825142
1,0.49855058759453397
1,0.4985343960913108
0,0.4989587857681363
0,0.49860591540815397
0,0.4985603110463166
0,0.49860338659702114
0,0.49857263268116986
1,0.4985093922382318
0,0.49863684993721397
1,0.4985722830940095
1,0.49861527644786957
1,0.49861595781094936
0,0.4985850862489537
1,0.49859791056387054
0,0.4985993958183608
1,0.49860881744358954
0,0.49870496380353646
0,0.49848961807299363
0,0.49858802562622573
0,0.498592245831481
1,0.49858151761961017
0,0.49855619205480195
1,0.49856778315209643
1,0.4985959623513686
1,0.4986163624120501
0,0.4986110293902689
1,0.49859215943654017
1,0.4986374173406492
1,0.4985877488532709
0,0.49861383906373213
0,0.49857865734379314
0,0.498595462236155
0,0.4986037199206668
0,0.49863120486010054
1,0.49858912909967734
0,0.4985907090821521
1,0.49866884159785274
0,0.4986170505264758
1,0.49860265394413367
0,0.4985690559919159
1,0.49866269935903523
1,0.4985889760833253
1,0.49862106858029914
1,0.4985667628154803
1,0.49856018288190995
0,0.4985722739001091
1,0.4985924244319967
1,0.49862916846878264
1,0.49859612856074276
0,0.49863328197912005
1,0.49857875649645417
0,0.49859757415427375
1,0.49858712827215196
0,0.498651762642624
0,0.4985811077313683
1,0.49856939639635295
0,0.49855661084045627
0,0.4986075158510492
0,0.4985988080334582
0,0.498636350730163
0,0.4986344696561453
0,0.4986125502611365
0,0.4985716400507716
0,0.4985857027094545
0,0.49868261015446
0,0.49859938992489883
1,0.4987281506636982
0,0.498588251668123
1,0.49861064809303624
1,0.49858369066208963
0,0.4986142109365199
1,0.4986004316250465
0,0.4986419861114139
0,0.4986004934740846
0,0.4986050264229989
0,0.4988297133754373
0,0.49907311011518835
0,0.4986196701380902
0,0.4985038792118342
0,0.4985874525172665
1,0.4985813660678842
0,0.49859705315480024
0,0.4986051352503172
0,0.49874576578890384
1,0.49861603751659955
1,0.4986100677593182
1,0.4986052444113944
1,0.49859841034601604
0,0.49862431659966633
0,0.49859744987027776
0,0.49858862589778224
1,0.4986477785082354
1,0.4985382032410275
0,0.4986070595389717
1,0.49858045102216086
1,0.49860637448547473
1,0.49861530372782936
0,0.498605538128041
0,0.4985860150799751
0,0.4985387782915605
1,0.49861806750982934
1,0.49864711026631986
0,0.4986150966054847
1,0.49858480893545537
1,0.49858867088584613
0,0.4985944891744231
1,0.4985960126247545
0,0.49871453720456965
1,0.49863580109448546
1,0.4985942849294311
0,0.4985152954037345
1,0.49858120897528224
0,0.49859107780380807
0,0.4985895205575726
0,0.49859737396995596
0,0.4985642009266263
0,0.4983643111557144
0,0.4986235484893693
0,0.4985688928495792
1,0.4985821620292878
1,0.4985405459574395
0,0.49861658245447976
0,0.4985885802830222
1,0.49863953768687
1,0.49862160264598115
0,0.49860183306327865
0,0.4986176930608431
1,0.4985535639802694
1,0.49864955109060394
1,0.4986449484416755
1,0.4986347125057795
1,0.4985828310307878
1,0.4987165154645691
0,0.4986018652976375
0,0.49859453867570824
1,0.4986237337238618
1,0.4986034156605242
1,0.4986294678173646
1,0.4986065145679299
0,0.49857055128098676
1,0.49863168512867817
1,0.49855564500276933
1,0.49870947166757423
0,0.49858099350716034
0,0.49857507037734977
1,0.49863421898292104
0,0.49865756195709093
1,0.4986078272019008
0,0.4986372268036877
1,0.4986220955167881
1,0.4985751147161405
0,0.49874197699109996
1,0.49870998261229765
1,0.49857824781361815
1,0.4985655110971335
1,0.4985702929345849
1,0.49859911941809226
1,0.4986121107465411
1,0.4985909003716039
1,0.49858237183504533
1,0.49856467462672677
1,0.4985554811274713
1,0.49857121840183727
0,0.4986222170787243
0,0.49865950049711427
0,0.4986184098310117
0,0.49860147143586736
1,0.49856648988533064
1,0.4985727735584974
0,0.49861393979601243
1,0.49861137268498373
0,0.4986017489095429
0,0.4986248872959685
0,0.49857975059919024
1,0.4986131823906325
0,0.49856568931569245
1,0.4987578175880913
1,0.4985866152750583
0,0.4985631914202143
1,0.4987819340110779
1,0.498612081276011
1,0.4986271691352231
1,0.498605429065575
1,0.4985684824680725
0,0.498572742733078
0,0.4986831251695472
0,0.49856517934648764
0,0.4985644257295021
1,0.4985946403144408
1,0.4986546746324931
0,0.49859612571848333
1,0.49856840224966936
1,0.49863721523479665
0,0.49854492003978723
1,0.49862423933564204
1,0.4986078548815986
0,0.49857308747604306
0,0.4985990386818882
0,0.4985850815089245
1,0.4985445252628327
0,0.49859249637603925
0,0.4986392489459353
1,0.49855547784157284
1,0.49861827079914045
0,0.4984440064627099
1,0.49857907737128465
1,0.4985732860963652
1,0.49858641121449393
1,0.49862373955058553
0,0.49862125255333567
1,0.49859710945315905
1,0.49860178920456133
1,0.4986186103184074
1,0.4986091897249228
0,0.4986530344493824
0,0.49846822612711705
1,0.4986446908397218
0,0.49865427061270673
1,0.4989964812562828
1,0.49858818730561066
0,0.4985924656134065
1,0.4985758598390768
1,0.49858545300927654
1,0.49862293995051066
0,0.498587684725848
1,0.4986368821614734
0,0.4985993576436057
0,0.4985963297536758
1,0.49860703936846634
0,0.4986393892311132
1,0.4985892973053942
1,0.498623006961107
1,0.4986021358805414
1,0.4985898520278874
0,0.498596506639658
0,0.4986135945580162
1,0.498584660925288
1,0.4986435305663982
1,0.49858216015891704
0,0.4986836158812283
0,0.49869185567339785
0,0.49862698057034266
0,0.4987591321475596
1,0.4986255514220531
1,0.49860157346406203
0,0.4985905452896182
0,0.49855798952503655
0,0.4986311501130461
0,0.49857656350130536
0,0.49857579477819836
1,0.49859187085699286
1,0.4986013827542322
1,0.4986048388167493
1,0.49860091916857957
1,0.49858367601483605
1,0.4985868999293549
0,0.4986094850714377
1,0.49861385259782204
1,0.49866055501974627
1,0.4986630236084077
1,0.4986146523171691
0,0.49857752024976887
1,0.49861521181180657
1,0.4985362194057375
0,0.4986229595668437
0,0.49857154294875766
1,0.4985990242799653
0,0.4985428220654479
0,0.49856821428751413
1,0.49862123509243755
1,0.49861523940412067
1,0.498620990518838
0,0.49856389348736324
0,0.49864070685804995
0,0.4986819511889384
0,0.49861318745202776
0,0.4985654363335342
1,0.49852495244552936
1,0.49875483096830814
1,0.49866628693561926
1,0.4985808054109776
0,0.49859585104499493
1,0.4986854593013645
0,0.4986227294317033
0,0.4985833507849096
1,0.498595155961502
1,0.49858561004726637
0,0.4985837569159115
0,0.4986078894217473
0,0.49867655477362094
0,0.4985840226572591
0,0.4985458432143003
0,0.49847141539622286
0,0.4986138631815501
0,0.498571428497398
1,0.4985634827557342
1,0.4986071211068869
0,0.4985769750674633
1,0.49860196429601034
0,0.49859359573461326
0,0.4985968678133937
1,0.4986164832305909
1,0.4986259969623097
1,0.4986362039706674
0,0.49863177457796803
1,0.49860217041294247
0,0.49850712874106584
1,0.4985200005747092
1,0.4986211227638506
1,0.49864445866368784
1,0.49861929699581325
0,0.4985943384320945
0,0.4985976126793348
