log_prob_0,log_prob_1,higher_prob,label,calibrated
1.4835172,0.60225475,0,0,1
1.0179207,-0.16432008,0,1,0
1.8613603,0.90368867,0,1,0
0.9483501,-0.21237838,0,0,1
1.7285862,0.5197745,0,1,0
0.69232327,0.08040926,0,1,0
1.6674869,0.5495261,0,1,0
1.6112925,0.7322817,0,0,1
1.4230686,0.6717696,0,0,1
0.6904373,0.005309008,0,1,0
1.7949094,0.5765083,0,0,1
1.4191432,0.8396658,0,1,0
0.86229,0.12373589,0,1,0
0.920532,0.67907566,0,0,1
1.7111456,0.527048,0,0,1
2.124298,-0.18777558,0,0,1
1.8009946,0.49473044,0,1,0
0.93895453,0.43766737,0,1,0
1.1796592,0.95675606,0,1,0
1.042453,0.36531863,0,1,0
0.7094028,-0.1499429,0,1,0
1.3666039,0.026629359,0,1,0
0.29994124,-0.81892407,0,0,1
1.6723168,0.7572944,0,0,1
1.883208,0.92462456,0,0,1
1.433848,1.0202571,0,1,0
1.63023,0.77247304,0,0,1
2.2473116,0.2789985,0,0,1
0.8851501,0.1504887,0,1,0
1.2672001,0.4795751,0,0,1
0.9211663,0.7009331,0,1,0
0.52456486,0.27480724,0,1,0
1.114583,-0.63407254,0,0,1
0.4045777,0.20241344,0,0,1
1.3355138,0.15328124,0,0,1
1.6085923,0.56337744,0,1,0
1.6491665,1.0340859,0,1,0
2.2697449,0.12087679,0,0,1
0.93622684,-0.1908463,0,1,0
0.8586391,0.7090022,0,1,0
1.0764792,0.29596692,0,0,1
1.514602,1.06399,0,1,0
0.7879805,-0.25615415,0,0,1
0.24944082,-0.98809445,0,0,1
1.5961692,-0.9067095,0,1,0
1.2999198,-0.5310739,0,0,1
1.0843713,0.2619146,0,1,0
1.3536279,-0.13352695,0,1,0
1.5234003,0.07928257,0,1,0
1.2862785,0.55411744,0,1,0
1.4370477,0.49882203,0,1,0
0.8471331,0.257711,0,1,0
1.9084959,0.2775157,0,1,0
1.0234258,-0.41579214,0,0,1
1.7652414,0.78038305,0,0,1
1.0649526,0.02346766,0,0,1
1.208941,-0.308148,0,1,0
1.3252997,0.5741123,0,0,1
1.7282851,0.96019524,0,1,0
0.6909262,-0.7921785,0,1,0
1.2869318,-0.35139608,0,0,1
1.0544004,0.96686804,0,1,0
1.0316045,0.3963831,0,1,0
2.127852,0.38276523,0,0,1
1.33948,0.511799,0,1,0
1.9545392,0.42092758,0,0,1
0.73582584,-2.1026485,0,0,1
1.4022143,0.43581313,0,0,1
1.0124694,0.039672017,0,0,1
1.5956764,0.9065994,0,1,0
1.2389398,-0.05381462,0,1,0
1.27792,-0.005300522,0,0,1
1.1767865,-0.18190964,0,0,1
1.30128,1.2646673,0,1,0
2.034797,0.6392548,0,0,1
1.235613,0.48449656,0,1,0
1.0193872,0.93826056,0,1,0
0.86160874,0.18413153,0,1,0
1.0308399,-0.21260564,0,1,0
0.8254016,0.27116194,0,1,0
1.3343308,-0.29806697,0,0,1
1.9250705,1.0631566,0,0,1
1.6554368,0.369126,0,0,1
2.6102548,0.3035347,0,1,0
1.4271953,1.3766463,0,1,0
1.3658369,0.030121505,0,1,0
1.482186,0.63242245,0,0,1
1.7126093,0.2536595,0,0,1
1.351271,0.28168744,0,0,1
-0.18814954,-0.7847229,0,1,0
1.8254619,0.8205909,0,0,1
1.1545664,1.1456349,0,1,0
0.87504834,-0.05582571,0,1,0
1.2366788,0.94694245,0,0,1
0.7560946,0.25303423,0,0,1
2.0319347,0.09479526,0,1,0
2.3044262,0.7810143,0,1,0
1.4495515,0.7864741,0,1,0
1.0952775,-0.6411065,0,0,1
1.2737474,0.11684489,0,0,1
1.5776441,-0.34126902,0,1,0
1.1546414,0.57062966,0,1,0
1.5889409,1.0257139,0,1,0
1.2173556,0.19310106,0,1,0
1.3056314,0.73459125,0,1,0
1.4732461,0.08866152,0,1,0
1.0663357,0.56762636,0,1,0
1.7143819,0.39049092,0,0,1
1.9222783,0.77894163,0,0,1
1.6818279,0.6659845,0,1,0
1.7031333,0.70727813,0,1,0
1.0919917,0.0908601,0,1,0
1.587177,0.28745311,0,0,1
1.5878736,0.29136825,0,0,1
1.8459629,0.8085867,0,1,0
2.051735,-0.12296447,0,0,1
1.7349213,0.48243657,0,1,0
1.3012578,1.0453303,0,1,0
2.1242096,0.6574951,0,0,1
1.9922928,-0.30130452,0,0,1
0.6926812,-0.64803195,0,1,0
