log_prob_0,log_prob_1,higher_prob,label,calibrated
0.053108156,0.18720114,1,1,1
0.8454747,-0.818853,0,0,1
0.9278662,0.70677173,0,0,1
0.799385,0.014603615,0,0,1
-0.6609254,-0.016361594,1,1,1
0.16043219,0.8437451,1,1,1
0.006153375,-0.5041227,0,0,1
0.8497481,0.45419726,0,0,1
-0.0015504062,0.49425405,1,1,1
0.567181,0.9215664,1,1,1
0.78049767,0.9641932,1,1,1
-0.45716837,-0.39712733,1,1,1
1.3784671,0.0072470903,0,0,1
-0.8931924,0.33248535,1,1,1
0.873027,0.32083833,0,0,1
0.18994337,0.263875,1,1,1
0.8802527,-0.31577125,0,0,1
0.6207336,-0.5128511,0,0,1
1.6662412,0.4825002,0,0,1
0.23484278,0.26047072,1,1,1
0.66387975,-0.46932238,0,0,1
0.28500217,0.5775239,1,1,1
0.96094537,-0.43584865,0,0,1
0.6846931,0.4267083,0,0,1
1.0889076,-0.12175113,0,0,1
0.4522009,0.7432689,1,1,1
0.25414795,-0.39133936,0,0,1
0.68163604,-0.14578414,0,0,1
0.86838746,0.7385276,0,1,0
0.09570512,0.5371351,1,1,1
0.17930886,0.4224739,1,1,1
0.5115235,0.23561528,0,0,1
0.099232554,0.35094783,1,1,1
0.3961779,0.1411809,0,1,0
0.9476886,0.22449154,0,0,1
-0.6890807,-1.4235684,0,0,1
0.42906278,-0.32705608,0,0,1
0.22055072,0.39910313,1,1,1
1.0018239,-0.38396508,0,0,1
0.70338815,0.76116925,1,1,1
1.2546175,-1.0248221,0,0,1
1.0150908,-0.34857926,0,0,1
1.6081568,-0.6036388,0,0,1
0.35547054,-0.3009814,0,0,1
0.046851784,-0.71486044,0,0,1
1.0502189,0.45494872,0,0,1
-0.092606574,0.124646455,1,1,1
0.94789535,-0.45094913,0,0,1
-1.569937,0.862366,1,1,1
-0.4317652,0.22849822,1,1,1
0.10635507,0.32092026,1,1,1
0.95829374,-0.87420905,0,0,1
-0.3848008,-0.7989998,0,0,1
0.83793503,0.3742833,0,0,1
0.22994947,0.023532033,0,1,0
-0.04746467,0.83826363,1,1,1
-0.16401571,-0.31803286,0,1,0
1.1499454,0.37504697,0,0,1
0.051047713,0.08417365,1,1,1
-0.009822339,0.9708597,1,1,1
1.031643,0.09535617,0,0,1
1.487953,0.888728,0,0,1
-0.58409846,0.16926807,1,1,1
1.099136,0.8670251,0,1,0
-0.48161942,-0.43404508,1,1,1
-0.46412134,0.78752255,1,1,1
-0.16402423,0.059642494,1,1,1
1.1935315,-0.4455486,0,0,1
0.27074373,0.23057777,0,1,0
0.21194428,-0.4170783,0,0,1
0.2951229,-0.935977,0,0,1
0.10992542,-1.0424263,0,0,1
0.838294,-0.29984075,0,0,1
0.4876457,0.6499316,1,1,1
-0.7765793,-1.0938753,0,1,0
0.51883185,0.101181924,0,0,1
0.32768252,0.086891085,0,1,0
1.4325764,0.8450093,0,0,1
1.483772,0.3285529,0,0,1
1.2986258,0.6108447,0,0,1
-0.6449034,0.36654258,1,1,1
1.2231774,0.16441098,0,0,1
-0.022154212,-0.074721575,0,1,0
-0.39770603,-0.107500315,1,1,1
1.0738912,0.42746633,0,1,0
0.3172234,-0.020164669,0,1,0
0.4755187,0.68292725,1,1,1
0.74615127,0.47435915,0,1,0
1.2765675,-1.1796733,0,0,1
1.1009898,-0.14922908,0,0,1
0.90308636,0.19248006,0,0,1
-1.671495,-0.4333824,1,1,1
0.73664874,-0.18950376,0,0,1
-0.06523648,0.32021397,1,1,1
0.7067602,0.66728187,0,0,1
0.82236695,-0.5168243,0,0,1
0.8586137,0.737237,0,1,0
0.7164871,0.20717987,0,0,1
-0.044508725,-0.4213812,0,0,1
-0.05101329,-0.118116915,0,1,0
0.7192483,0.59645116,0,0,1
0.017184347,-0.22415042,0,1,0
-0.04139602,-1.0919968,0,0,1
-0.97234774,-0.0796662,1,1,1
-0.003747791,0.37686372,1,1,1
0.818021,-0.29906458,0,0,1
1.7575369,0.1377142,0,0,1
1.3517872,0.34329903,0,0,1
-0.034918845,0.30786687,1,1,1
-0.20753914,0.19952685,1,1,1
0.21593726,0.22255147,1,1,1
1.6845229,0.03299305,0,0,1
0.088445485,0.31624308,1,1,1
1.0781182,0.50684386,0,0,1
-0.9929231,0.46352077,1,1,1
1.1239434,0.26992416,0,0,1
