log_prob_0,log_prob_1,higher_prob,label,calibrated
1.678709,0.79142666,0,0,1
2.0470977,0.68777406,0,0,1
1.4998866,1.0123688,0,1,0
0.3926602,-0.25984317,0,1,0
1.542058,0.07796979,0,0,1
1.188556,-0.26880032,0,0,1
0.7957547,-0.3557974,0,1,0
1.4498434,0.6736493,0,0,1
0.022255123,-0.09596508,0,1,0
1.6957579,1.5345901,0,1,0
0.6218504,0.80362785,1,1,1
1.3584707,0.84438837,0,1,0
1.6449027,1.097221,0,1,0
0.4747585,0.35803556,0,1,0
1.6360197,0.7643968,0,0,1
1.7312913,0.64058757,0,0,1
1.2826151,0.5659725,0,0,1
0.8273982,0.69465375,0,1,0
1.3053396,-0.11816451,0,0,1
1.394167,0.75357723,0,1,0
0.822808,0.50542146,0,0,1
1.5271626,-0.033412695,0,1,0
1.1553149,1.6501637,1,1,1
1.930301,-0.08848928,0,0,1
1.6160368,0.8675408,0,1,0
1.8857135,0.8583243,0,0,1
1.383771,0.40590888,0,1,0
-0.13902691,0.34635484,1,1,1
1.1843256,0.10091813,0,1,0
-0.0983236,-0.18411157,0,1,0
1.1655679,1.0513992,0,1,0
1.5402734,1.0072957,0,1,0
1.8953832,0.0749518,0,0,1
0.8579825,-0.54608655,0,0,1
0.73706436,0.011643276,0,0,1
0.4962568,-0.15885001,0,1,0
1.3881521,-0.19480684,0,0,1
2.3262131,0.79652804,0,0,1
1.6931992,-0.3779382,0,0,1
1.1471088,0.31474036,0,1,0
0.5611864,-0.20407464,0,0,1
0.42403895,-0.023003653,0,1,0
1.0347035,1.1128783,1,1,1
-0.8253486,-0.670764,1,1,1
1.1134572,0.5358067,0,1,0
1.6560743,0.8702154,0,1,0
1.4958751,0.08906746,0,0,1
0.719779,-1.1072829,0,0,1
2.4890542,0.44653374,0,0,1
0.1649859,0.19461022,1,1,1
1.990638,0.15638067,0,0,1
1.8261232,0.47787514,0,0,1
0.7333305,-0.9463236,0,0,1
2.0924215,0.29336688,0,0,1
1.0156512,1.5536975,1,1,1
1.2676066,-0.32296807,0,0,1
0.48209566,-0.9107261,0,0,1
1.6691008,0.7567028,0,0,1
1.2465613,0.26764676,0,0,1
1.2916033,0.66948915,0,1,0
2.054296,0.82585776,0,0,1
1.5167782,0.9665921,0,1,0
1.306376,0.14907166,0,1,0
1.1366308,-0.8595846,0,0,1
1.5878105,-0.5389243,0,0,1
1.8157786,-0.03148088,0,0,1
1.6424217,-0.04067716,0,0,1
-0.31306893,-0.48943233,0,1,0
1.5540111,-0.9335271,0,0,1
0.8117004,0.78135574,0,1,0
1.564596,0.7573285,0,1,0
1.6969454,0.19278128,0,0,1
0.5836383,-0.37915948,0,0,1
1.7873387,0.39811435,0,0,1
0.9930074,0.34538954,0,1,0
1.0077294,-0.40092355,0,0,1
0.5574969,0.67762107,1,1,1
0.6207804,1.0863746,1,1,1
0.28018048,-1.949955,0,0,1
0.8079219,0.68335307,0,1,0
0.7049844,-0.22533421,0,1,0
1.2084808,-0.9136552,0,0,1
1.4583111,1.2256248,0,1,0
1.4207622,-0.13309017,0,0,1
0.6659214,0.8686297,1,1,1
0.3299819,0.16373625,0,1,0
1.7020726,-0.6527133,0,0,1
1.5325696,0.11885006,0,1,0
1.3102405,-0.6038877,0,0,1
1.9145644,-0.22700688,0,0,1
1.6307832,0.5287855,0,1,0
1.4314319,1.4257094,0,1,0
1.509995,0.09653382,0,0,1
1.8460519,0.7086046,0,0,1
0.8927978,-0.05764371,0,1,0
1.1427822,0.41541654,0,1,0
1.7770045,1.1884835,0,0,1
1.7862494,0.010126084,0,0,1
1.2485896,0.9167649,0,1,0
1.684474,1.2233908,0,1,0
1.0592254,-0.2442758,0,1,0
1.5569986,0.67964745,0,0,1
0.40065342,-1.1138697,0,1,0
0.7209497,0.4485306,0,1,0
1.8707643,0.48505414,0,0,1
2.117114,0.11791738,0,0,1
-2.2318516,-1.1564462,1,0,0
1.075504,0.32195407,0,1,0
-0.11807844,0.02739741,1,1,1
-0.08840133,-0.34331542,0,1,0
1.6161578,0.20145798,0,0,1
1.7773179,0.74902165,0,1,0
1.1051688,0.4534608,0,0,1
1.8196186,-0.6468803,0,0,1
1.3234355,0.8948068,0,1,0
1.5741191,0.91440797,0,1,0
0.64375865,-0.13780104,0,1,0
1.1793537,1.0169976,0,1,0
0.9507955,0.3068983,0,1,0
0.7817528,-0.9892175,0,0,1
0.5099399,0.32257116,0,1,0
0.6634456,0.21933621,0,1,0
0.66424984,0.14220127,0,1,0
1.1561606,0.627143,0,1,0
0.85111344,0.5131023,0,1,0
0.852789,0.07704961,0,1,0
0.8398318,0.7796923,0,1,0
1.4051814,0.9812745,0,0,1
-0.41131973,0.0123128,1,0,0
1.6688521,0.6422913,0,0,1
0.0020290613,-0.8034693,0,0,1
2.0138385,-0.6654703,0,0,1
0.50390726,0.15944299,0,1,0
1.3586662,0.3210838,0,1,0
1.1627705,0.7093829,0,1,0
0.8337339,-1.3280058,0,0,1
1.4834411,-0.29457134,0,0,1
2.0027862,0.22534835,0,0,1
2.5613925,0.41607356,0,0,1
1.5305574,1.034728,0,1,0
0.84840524,0.015570909,0,1,0
0.5031978,0.91680056,1,1,1
2.0552964,-0.5338859,0,0,1
1.5067263,0.41504532,0,1,0
0.6851921,0.6793433,0,1,0
1.7071664,-0.825728,0,0,1
1.3021184,0.46524385,0,1,0
1.725528,0.22705536,0,0,1
1.9521405,1.3211397,0,1,0
0.70039517,0.04695139,0,0,1
1.2462652,-0.3599059,0,1,0
0.9975891,-0.07595065,0,1,0
1.7732084,0.13660252,0,0,1
