,log_prob_0,log_prob_1,higher_prob,label,calibrated
993,0.7390029,0.7725861999999999,1,0,0
859,-1.8801994,-1.2284133,1,1,1
298,-1.3678763,1.7073319,1,1,1
553,2.7974164,-3.2884087999999996,0,0,1
672,1.8755096999999998,-3.7608366,0,0,1
971,-1.9626161,2.6738806,1,1,1
27,0.94871587,0.8846835,0,0,1
231,-0.9829450000000001,1.398087,1,1,1
306,-1.462905,-3.824304,0,0,1
706,0.5833304,-0.9107881999999999,0,0,1
496,-2.6446403999999997,1.514883,1,1,1
558,-1.8970683000000002,1.9085922,1,1,1
784,0.8825786,-1.2741753999999998,0,0,1
239,1.4205416000000002,-2.8569422,0,0,1
578,-2.6640115,-3.7413906999999997,0,1,0
55,-0.9504851999999999,2.1918259,1,1,1
906,-0.09784105,-0.013673931,1,0,0
175,1.090017,-1.0108953,0,0,1
14,0.83380777,2.2807622000000003,1,0,0
77,-1.4811594,-3.5566477999999995,0,0,1
31,-0.9722094000000001,1.7658167000000002,1,0,0
481,-0.71500903,2.6952853,1,1,1
310,1.054632,0.24562626,0,0,1
311,0.6751549,0.973309,1,0,0
883,-1.8304011000000002,0.3249038,1,1,1
788,-0.45081896,2.2588735,1,1,1
45,0.35939616,0.13743614,0,0,1
103,-3.6889207,0.20965463,1,1,1
760,-0.16804692,0.14488308,1,0,0
1,0.7268237,-3.6653037000000004,0,0,1
823,1.7347403000000001,0.6937418000000001,0,0,1
710,-3.3022400000000003,1.8156401000000002,1,1,1
614,-0.22145247,1.3851345,1,0,0
790,0.63858247,1.2594388,1,0,0
408,-2.6089672999999998,1.5500703000000002,1,1,1
736,0.56911874,2.2187042000000003,1,1,1
957,1.1426024,-0.50011855,0,0,1
366,-1.164784,2.298192,1,1,1
918,1.7555497,-1.6786442,0,0,1
267,-1.3038821000000003,1.6542438000000002,1,1,1
230,-3.1079072999999995,2.5040139999999997,1,1,1
996,-1.6809424,1.9434042,1,1,1
635,0.5275456000000001,1.7271731,1,1,1
698,1.9164796000000002,-2.8379138,0,0,1
251,0.6481832,2.0961156,1,0,0
783,-0.80680275,1.5411673000000001,1,1,1
819,0.3167467,-0.11958215400000001,0,0,1
141,0.58789325,0.4741599,0,0,1
316,0.64236164,-1.7193026999999999,0,0,1
587,0.61146486,2.2117784,1,1,1
331,1.3336941999999998,-2.1400769,0,0,1
295,-1.9896307,2.2778384999999997,1,1,1
262,1.6874521,1.2935067,0,0,1
432,0.16451252,1.6556667,1,0,0
862,-1.7400944,0.87063855,1,1,1
582,0.21620032,1.2331685,1,1,1
272,-0.9849488999999999,2.6015987000000003,1,1,1
270,-1.7840200000000002,1.0565867,1,1,1
987,-1.5495799,1.4663171999999998,1,1,1
