,log_prob_0,log_prob_1,higher_prob,label,calibrated
993,-0.10709189999999999,-0.7913584,0,0,1
859,-1.1731215,-1.1117743,1,1,1
298,-2.5473742,-2.1192512999999997,1,1,1
553,1.5523193000000002,1.1157631000000001,0,0,1
672,1.2513785,0.6942206999999999,0,0,1
971,-1.7248013999999998,-1.5240358,1,1,1
27,1.8347147000000001,0.27498102,0,0,1
231,-2.4549239,-1.9353546999999998,1,1,1
306,0.27177298,0.39450250000000003,1,0,0
706,1.8571887999999999,1.5150566,0,0,1
496,-1.4768043,-0.88228077,1,1,1
558,-3.1121886,-2.7254009999999997,1,1,1
784,1.9449214,1.5607941,0,0,1
239,1.6183754,0.34632385,0,0,1
578,-0.83435875,-0.58553123,1,1,1
55,-2.6753776,-2.0324619999999998,1,1,1
906,-0.442636,-0.808291,0,0,1
175,-0.7336496,0.0864194,1,0,0
14,-1.280813,-1.5390612,0,0,1
77,1.5946368999999998,0.50838685,0,0,1
31,-1.1715785,-1.552348,0,0,1
481,-1.5780855,-1.3736806000000001,1,1,1
310,1.4152,0.4188193,0,0,1
311,1.8376215,0.79885393,0,0,1
883,-2.2797952,-1.7871887999999998,1,1,1
788,-2.7889060000000003,-2.5748272,1,1,1
45,-0.19364357,-0.22230208,0,0,1
103,-3.6844968999999996,-2.5226464,1,1,1
760,-1.1365445,-1.5983703000000002,0,0,1
1,2.3137462,1.4645909,0,0,1
823,0.39780453,3.070063,1,0,0
710,-2.5254228,-1.9475307000000002,1,1,1
614,-1.4426333999999998,-1.2675856,1,0,0
790,1.2432667,0.07622677,0,0,1
408,-1.2840534,-0.9254811,1,1,1
736,-1.9067836,-1.853121,1,1,1
957,-0.988691,2.5822043,1,0,0
366,-2.4602547,-1.8038322,1,1,1
918,1.1591354999999999,1.6345598999999997,1,0,0
267,-2.3275162999999996,-2.0839423999999998,1,1,1
230,-2.0613914,-1.6798034,1,1,1
996,-3.0790145,-1.9239198,1,1,1
635,-1.6751863999999999,-1.4944273000000001,1,1,1
698,1.9538471999999998,2.0962810000000003,1,0,0
251,-0.39133084,-0.4021281,0,0,1
783,-2.2579687,-2.3259702,0,1,0
819,-0.35256892,-0.62137014,0,0,1
141,2.0983259999999997,1.517021,0,0,1
316,1.0852286,0.92477566,0,0,1
587,-0.34196386,-0.38520232,0,1,0
331,0.6922889,0.17371312,0,0,1
295,-3.2327156,-2.2136445,1,1,1
262,0.21565336,-0.059098214,0,0,1
432,1.9200785,1.630527,0,0,1
862,-0.9613457000000001,-0.8229173000000001,1,1,1
582,-0.77623063,-0.74504566,1,1,1
272,-2.5578156,-1.9259653,1,1,1
270,-2.3356377999999998,-1.6666484000000001,1,1,1
987,-2.4487188,-2.1653580000000003,1,1,1
319,0.93333274,0.13491133,0,0,1
569,1.2047274,0.27206367,0,0,1
643,2.8451896,1.6449956000000001,0,0,1
142,-3.0207791,-2.958566,1,0,0
202,-2.4804516,-1.6260725,1,1,1
413,-1.8442327,-1.6724205,1,1,1
196,-2.0613465,-1.0284619000000002,1,1,1
264,1.567892,-0.73365706,0,0,1
531,-1.503702,-1.5096438,0,1,0
252,-3.7434199999999995,-3.268353,1,1,1
576,-3.2052982000000005,-2.4213642999999996,1,1,1
738,0.6383127,-0.20716423,0,0,1
299,-1.2205056,-1.7633708,0,1,0
740,0.034324348,0.09694733,1,0,0
247,-2.7038374,-2.3635316000000004,1,1,1
926,1.024025,1.0334626,1,0,0
412,1.0668436000000001,0.8922228999999999,0,0,1
389,-1.6118771,-1.7439857,0,1,0
796,-0.6766260000000001,-0.57283795,1,1,1
601,-0.04761064,-0.66606164,0,0,1
654,-2.8051150000000002,-2.3326674,1,1,1
261,-2.0661483,-1.7176924,1,1,1
456,0.5301176,-0.13706344,0,0,1
386,-2.747736,-2.1212334999999998,1,1,1
982,-1.0922896999999998,-1.0615039,1,0,0
909,1.2407069,-0.4348245,0,0,1
693,1.1007563,0.734561,0,0,1
236,-0.8827792,-0.74036866,1,0,0
501,-1.9456244999999999,-1.7078767,1,1,1
497,0.047574103,0.3033027,1,0,0
874,0.13506159,-0.19049346,0,0,1
452,-2.66713,-2.0297556,1,1,1
494,1.9626213,0.9140585999999999,0,0,1
923,-2.4642935,-1.7527679,1,1,1
279,1.633111,0.3960788,0,0,1
638,1.5294566,0.7429923,0,0,1
485,-0.15111107,-0.7151626,0,0,1
568,2.1993560000000003,0.6108752,0,0,1
108,-2.4236767,-2.0984540000000003,1,1,1
367,-1.7747356,-1.6089516000000001,1,1,1
644,-2.7915928,-2.5195415,1,0,0
785,-1.7296058,-1.8260203999999998,0,0,1
873,1.6286530000000001,1.1354501000000001,0,0,1
65,-2.113589,-1.8371468,1,1,1
902,0.414562,0.071425855,0,0,1
317,1.6850197,1.1018819,0,0,1
636,-1.7201672,-1.6036588,1,1,1
666,-2.330141,-1.9019843,1,1,1
789,-2.4623115,-1.9176962,1,0,0
958,-0.388678,-0.745801,0,0,1
214,-2.6421056,-2.4227722000000003,1,1,1
97,0.66098404,-0.19785678,0,0,1
583,1.0526328999999999,0.23133597,0,0,1
466,0.65648425,0.5854245,0,0,1
523,-0.48573315,-0.7216316999999999,0,1,0
255,-2.1791593999999996,-1.9526575000000002,1,1,1
385,-2.5366545,-2.0097303,1,1,1
545,-2.0029979,-1.9432311000000002,1,1,1
382,-0.53475314,0.41198927,1,0,0
489,-2.0438259999999997,-1.4456949,1,1,1
513,-1.1293296,0.6724876999999999,1,0,0
780,-0.47476286,-1.0577313,0,0,1
904,-2.5238123,-2.3102777000000003,1,1,1
122,-1.7382189,-2.098284,0,1,0
946,1.9200153000000002,-0.050650626,0,0,1
60,1.9968298999999998,1.9261956000000002,0,0,1
844,0.22844544,-0.007322833000000001,0,0,1
372,-1.6976721000000001,-1.2609165,1,1,1
283,-0.7608779999999999,0.3490991,1,0,0
939,1.6773354999999999,0.77387154,0,0,1
608,2.3908810000000003,1.2547188,0,0,1
495,0.14627579,-0.985035,0,0,1
630,-2.617013,-2.060258,1,1,1
596,1.8359487,1.5791837,0,0,1
713,-1.5251776000000001,-1.4825108,1,1,1
753,-3.0024652,-2.0320807,1,1,1
624,-2.072034,-2.1447995,0,1,0
312,-2.5510545,-2.103795,1,1,1
8,-2.7519897999999996,-1.9974026999999999,1,1,1
529,-1.9625298,-1.8350015,1,1,1
876,-1.9892676999999999,-1.759414,1,1,1
101,-1.8054080000000001,-1.7267575000000002,1,1,1
615,0.7002822,0.26697916,0,0,1
520,1.7045223999999999,0.39121890000000004,0,0,1
249,-0.47714627,-1.0490761999999998,0,0,1
278,-1.5638177,-1.9752221999999997,0,0,1
424,-2.3505924,-1.4769423000000002,1,1,1
384,2.198286,1.4654021000000002,0,0,1
395,-3.4459288,-2.435694,1,1,1
54,-0.80432254,-0.44556952,1,1,1
34,0.6357914000000001,0.23990008,0,0,1
271,1.3982508,0.48637006,0,0,1
30,-2.4705777,-1.8639181,1,1,1
403,-2.7034059,-2.3840822999999998,1,1,1
757,-1.3525459999999998,-1.5198007,0,1,0
975,-0.36901572,-1.8275974999999998,0,1,0
990,-1.887663,-1.8191811999999998,1,1,1
457,2.476948,0.7796624,0,0,1
362,1.7585235000000001,0.70553905,0,0,1
860,-3.0958799999999997,-2.1719747000000003,1,1,1
483,-0.15669024,-1.2648791000000001,0,0,1
580,-1.0026115,-0.98540115,1,1,1
986,-0.4242816,-0.20300476,1,0,0
688,-3.242053,-2.8787002999999998,1,1,1
864,-1.7078311000000002,-1.8583779999999999,0,1,0
927,-2.8196472999999997,-1.810471,1,1,1
378,1.8114921999999998,1.1386589,0,0,1
320,2.4864414,0.5075893,0,0,1
942,1.7327955000000002,0.99206173,0,0,1
351,-0.8002269000000001,-0.8054836,0,1,0
418,1.5219018,1.7410900000000002,1,0,0
945,0.80530965,0.50393736,0,0,1
795,-1.448642,-1.3743026000000003,1,1,1
145,-1.5084863000000002,-1.6798624,0,1,0
826,-1.8921633000000002,-1.427034,1,1,1
492,-2.8299894,-2.6553771,1,1,1
751,-3.0165157000000002,-2.3788848,1,1,1
240,-1.9951154999999998,-1.5631186000000001,1,1,1
648,-2.627586,-2.25905,1,1,1
886,0.55828905,-0.08299354,0,0,1
144,-1.4567291999999998,-1.2879635,1,1,1
767,-2.307664,-1.6679509,1,1,1
999,-1.0378428,-0.66315144,1,0,0
467,1.7889951000000002,0.3156812,0,0,1
315,-2.7106442000000004,-2.6033647,1,1,1
989,-2.8381822,-3.0322204,0,1,0
922,-1.9221311,-1.7950849999999998,1,1,1
717,1.47558,0.67344993,0,0,1
458,-2.265282,-1.8029585,1,1,1
773,0.18877119,-0.87102413,0,0,1
204,-1.6006616000000002,-1.1491921,1,1,1
834,-0.32755816,-1.0795397,0,0,1
832,0.74267554,0.13970149,0,0,1
435,1.134664,1.2900438,1,0,0
5,-2.4032287999999995,-1.8976448000000001,1,1,1
769,-1.3153549999999998,-1.4099194,0,1,0
679,2.239082,2.1011542999999997,0,0,1
722,1.0566378,2.1406636000000003,1,0,0
215,0.21312904,-0.5046603000000001,0,0,1
653,-1.5591705,-1.4646382,1,1,1
150,0.9562135,0.18929043,0,0,1
687,0.49999183,-0.39352822,0,0,1
500,-3.0220296,-2.7077317,1,1,1
332,-0.09604263,-0.87230974,0,0,1
979,-1.3429593999999998,-0.94993335,1,1,1
817,-1.7489653000000003,-1.8128463,0,1,0
620,-2.6763656000000005,-2.6125792999999997,1,1,1
814,-2.2396013999999997,-1.8194778999999999,1,1,1
516,0.46352023,-0.33003790000000005,0,0,1
518,-2.291492,-2.05012,1,1,1
940,-1.1377176000000002,-1.4549139,0,0,1
113,1.596692,1.2839899,0,0,1
612,2.3268476000000002,1.8613006999999997,0,0,1
37,-2.082024,-1.8994093,1,1,1
894,-0.36271137,-1.5811998999999999,0,0,1
895,-2.7138647999999996,-2.1993217,1,1,1
992,2.1999362000000002,-0.28053259999999997,0,0,1
158,-2.3288393,-1.4948703,1,1,1
154,-0.17192876,-0.9771472999999999,0,0,1
40,1.6234645,1.323366,0,0,1
585,-2.856818,-2.5136876,1,1,1
805,-1.5923245000000001,-1.7584765,0,1,0
