,log_prob_0,log_prob_1,higher_prob,label,calibrated
993,0.5188918,-0.18778133,0,0,1
859,0.7292689,0.5923987,0,1,0
298,-0.21856666,-0.36980087,0,1,0
553,1.1483883,-0.48804849999999994,0,0,1
672,1.291666,0.24356404,0,0,1
971,0.4444595,0.5517746,1,1,1
27,0.68163604,-0.14578414,0,0,1
231,-0.70272493,0.016240805,1,1,1
306,-0.3874101,-1.0375299999999998,0,0,1
706,0.885871,-0.7152531,0,0,1
496,0.41998374,-0.14648199,0,1,0
558,-0.41806975,0.5932621,1,1,1
784,1.3764058000000001,0.36192298,0,0,1
239,0.42743580000000003,-0.16651028,0,0,1
578,0.36689168,0.45635232,1,1,1
55,-0.04746467,0.83826363,1,1,1
906,1.2969034,1.0202773,0,0,1
175,0.45199057,-0.43630886,0,0,1
14,0.873027,0.32083833,0,0,1
77,1.4325763999999999,0.8450093000000001,0,0,1
31,0.5115235,0.23561528,0,0,1
481,0.3536058,0.5357843000000001,1,1,1
310,0.1941604,-0.10625219,0,0,1
311,0.55253416,-0.32148388,0,0,1
883,0.56738955,0.9321013000000001,1,1,1
788,0.5442758000000001,0.9665995999999999,1,1,1
45,1.0502189,0.45494872,0,0,1
103,-0.97234774,-0.07966619999999999,1,1,1
760,-0.19638461,0.20499152,1,0,0
1,0.8454746999999999,-0.8188529999999999,0,0,1
823,0.8695801,-0.1591534,0,0,1
710,0.09834945,0.3640075,1,1,1
614,0.011034161,-0.07877171,0,0,1
790,0.7446278000000001,0.70624554,0,0,1
408,-0.44812807,0.66417897,1,1,1
736,0.8748026,0.8107126,0,1,0
957,0.6469409,0.208406,0,0,1
366,0.6482821999999999,0.7980010000000001,1,1,1
918,1.3694218,0.18978193,0,0,1
267,0.5106228,-0.22710443,0,1,0
230,-1.3320829,-0.06193638,1,1,1
996,-0.49410954,-0.012082696,1,1,1
635,0.33197308,0.2935561,0,1,0
698,1.6876378,-1.2556323999999999,0,0,1
251,0.37940890000000005,0.33864152,0,0,1
783,-0.5714592,-0.5688958000000001,1,1,1
819,-2.0086513,-2.6592537999999997,0,0,1
141,0.8152505999999999,-0.035052717000000004,0,0,1
316,0.8439969,-0.22774076,0,0,1
587,0.7420399000000001,0.31170195,0,1,0
331,0.71996254,-0.2789067,0,0,1
295,-0.09822273,0.5612507,1,1,1
262,0.81482184,0.49316454,0,0,1
432,0.56304705,0.052727103,0,0,1
862,0.7736489000000001,0.12260312,0,1,0
582,0.9402440999999999,-0.11017448,0,1,0
272,0.19891837,0.42495698,1,1,1
270,-0.08895582,0.36750720000000003,1,1,1
987,-0.5397528,-0.120762825,1,1,1
319,-0.066774964,-0.31424344,0,0,1
569,0.91410303,-0.193441,0,0,1
643,1.5293453000000001,0.08440933,0,0,1
142,-0.11575642,-0.39183533,0,0,1
202,-0.647313,0.37997794,1,1,1
413,0.09198251,0.05120659,0,1,0
196,-0.20923683,0.27804762,1,1,1
264,0.45158127,-0.5932305,0,0,1
531,0.63294554,0.731849,1,1,1
252,0.07525593,-0.1621995,0,1,0
576,-0.3657127,-0.24582845,1,1,1
738,0.92553234,0.061460376,0,0,1
299,0.10348502,-0.16945148,0,1,0
740,0.24857599,-0.93007743,0,0,1
247,0.18628967,0.21050107,1,1,1
926,1.2202876,0.71542186,0,0,1
412,0.51890075,-0.8525769,0,0,1
389,0.1637739,0.08324677,0,1,0
796,0.41138387,-0.08217576,0,1,0
601,0.8165591999999999,-0.43921795,0,0,1
654,0.08282146,0.53306407,1,1,1
261,0.7004762,0.6737137,0,1,0
456,1.1317264,0.6313574000000001,0,0,1
386,0.3757003,0.918942,1,1,1
982,1.0091370000000002,0.76754177,0,0,1
909,0.8907008,-0.27517090000000005,0,0,1
693,1.3166116,-0.3563221,0,0,1
236,0.5402933000000001,0.074293554,0,0,1
501,0.3444256,0.21733952,0,1,0
497,0.6555503,0.20779562,0,0,1
874,0.7735960999999999,-0.4845291,0,0,1
452,0.07517296,-0.028087199,0,1,0
494,0.8165833,-0.24256271,0,0,1
923,-0.11049324,0.08927518,1,1,1
279,0.6160813,-0.81286895,0,0,1
638,0.90623516,-0.19612479,0,0,1
485,1.0518086000000002,0.25966585,0,0,1
568,1.6084536,0.07640886,0,0,1
108,-0.034918845,0.30786687,1,1,1
367,-0.8028053,1.0021033000000001,1,1,1
644,0.012392878500000001,-0.063474,0,0,1
785,0.22582662,-0.23174876,0,0,1
873,1.4095984,-0.12166041,0,0,1
65,-0.46412134,0.78752255,1,1,1
902,1.0311912,0.25396228,0,0,1
317,1.472468,0.92857665,0,0,1
636,0.36774054,0.20960754,0,1,0
666,0.92204225,0.5613184,0,1,0
789,-0.54000306,-2.336502e-05,1,0,0
958,0.71648645,-0.031830817000000004,0,0,1
214,-0.025938838999999998,0.021033138,1,1,1
97,0.7164871,0.20717987,0,0,1
583,0.8291126,-0.26058089999999995,0,0,1
466,0.62418634,-0.55986476,0,0,1
523,1.433598,0.21364564,0,1,0
255,0.16297805,0.30575013,1,1,1
385,-0.07735348,0.24058545,1,1,1
545,-0.8304516,0.10023242,1,1,1
382,0.21857691,-0.6048081,0,0,1
489,-0.99339366,0.5725621,1,1,1
513,-1.9933453999999997,-2.1254187,0,0,1
780,0.35489625,-0.08306652,0,0,1
904,0.29211113,0.56676996,1,1,1
122,0.46034658,0.50460464,1,1,1
946,0.8227234,-0.31095907,0,0,1
60,1.031643,0.09535617,0,0,1
844,0.85382974,-0.7170791999999999,0,0,1
372,0.6276487,0.9995407,1,1,1
283,0.49965343,0.5442559,1,0,0
939,1.2913964,0.86697966,0,0,1
608,1.0929022,-0.12576681,0,0,1
495,0.48992179999999996,-0.9043536,0,0,1
630,0.037497163,0.15683189,1,1,1
596,1.4418805000000001,-0.31476447,0,0,1
713,1.2103872,-0.29011416,0,1,0
753,0.09841621,0.55072737,1,1,1
624,0.32043618,-0.05716729,0,1,0
312,0.2944865,0.62444776,1,1,1
8,-0.0015504062,0.49425405,1,1,1
529,0.38566864,0.395828,1,1,1
876,-0.15228269,-0.18226695,0,1,0
101,0.017184347,-0.22415042,0,1,0
615,1.2747627000000001,0.7047467,0,0,1
520,1.7784506999999998,0.04129523,0,0,1
249,1.0731239,-0.115002155,0,0,1
278,0.068357766,-0.04658878,0,0,1
424,0.68818796,0.44120425,0,1,0
384,1.0779633999999998,-0.4866032,0,0,1
395,-0.90755135,0.33271426,1,1,1
54,0.22994947,0.023532032999999997,0,1,0
34,0.9476886,0.22449154,0,0,1
271,0.7775826,-0.42457604,0,0,1
30,0.17930886,0.42247390000000007,1,1,1
403,0.15984955,0.26043979999999994,1,1,1
757,0.44139254,0.13899218,0,1,0
975,-0.060519934000000004,0.33065155,1,1,1
990,0.11965129,0.098862916,0,1,0
457,1.3098011,0.31489834,0,0,1
362,0.7164520000000001,-0.04664886,0,0,1
860,0.48501933,0.7404291000000001,1,1,1
483,-0.17630047,-0.7123659000000001,0,0,1
580,0.3598618,0.030255914,0,1,0
986,-0.07987252,-0.6830542,0,0,1
688,-3.1277497000000003,-0.87046695,1,1,1
