,log_prob_0,log_prob_1,higher_prob,label,calibrated
993,1.6998129000000002,0.90426075,0,1,0
859,1.4411062,0.57425493,0,0,1
298,2.2687974,0.9817239999999999,0,0,1
553,1.613527,0.8227110000000001,0,1,0
672,1.7903947,-0.11600804,0,0,1
971,2.0223777,0.33713531,0,0,1
27,2.4556967999999997,1.0983322,0,0,1
231,1.9254153000000003,0.58517885,0,1,0
306,2.5028892000000003,1.4927306,0,1,0
706,2.1445174,0.80684656,0,0,1
496,2.1561953999999997,0.080613196,0,0,1
558,3.0349779999999997,0.6174838,0,0,1
784,1.4091566999999998,-0.25958127,0,0,1
239,1.4473424,0.4597701,0,1,0
578,2.0195675,0.54251224,0,0,1
55,1.43524,0.8961363000000001,0,1,0
906,2.5915985,1.4520152,0,0,1
175,2.9672625,1.4192846000000001,0,0,1
14,1.086021,1.0135851,0,1,0
77,1.4964148000000002,0.83272016,0,0,1
31,2.0208602,-0.16316807,0,0,1
481,0.5057638,1.4547431,1,1,1
310,2.0314028000000004,0.52946925,0,1,0
311,0.7233507,0.400696,0,1,0
883,2.1355478999999997,0.28786209999999995,0,0,1
788,1.9413996,0.57989043,0,0,1
45,2.0640680000000002,0.51246387,0,0,1
103,2.119739,0.094542325,0,0,1
760,1.8422672999999998,1.2476652,0,1,0
1,1.7174947,0.9688167,0,0,1
823,2.1289096,0.38132298,0,0,1
710,1.4825523,1.1683595,0,1,0
614,0.7849475,-0.44085923,0,1,0
790,0.8704703000000001,-0.10736818,0,1,0
408,1.8721368000000003,-0.39768672,0,1,0
736,2.7546017000000003,0.19850278,0,0,1
957,2.4219832,1.0280505,0,1,0
366,2.725397,0.85724694,0,1,0
918,2.46942,0.66546625,0,0,1
267,2.0188022,1.4650061,0,1,0
230,1.9797384999999998,-0.02987665,0,0,1
996,1.4032159,-0.19837797,0,1,0
635,1.6805813000000003,1.5494535,0,1,0
698,1.6334517,1.0289546,0,1,0
251,1.9718282999999999,0.114908576,0,0,1
783,1.5384611000000001,0.2953635,0,0,1
819,1.8175044999999999,0.22106591,0,0,1
141,1.3539106,1.6075301000000002,1,1,1
316,1.4128284,-0.20366794,0,1,0
587,1.7577279,0.5567548000000001,0,0,1
331,2.7121456000000004,0.44321322,0,0,1
295,1.4674191,0.2949982,0,0,1
262,1.063739,-0.26929796,0,0,1
432,1.3741963,0.55565983,0,1,0
862,1.623658,-0.41895193,0,0,1
582,0.40148032,0.25823307,0,1,0
272,1.4454428999999998,0.60788256,0,0,1
270,1.7977618999999998,0.20505302,0,1,0
987,1.3854643999999998,0.46509176,0,1,0
319,2.0048835,-0.52392507,0,0,1
569,1.6437681,0.23961523,0,0,1
643,0.41697925,0.7845382,1,1,1
142,2.0174608,0.15804605,0,0,1
202,1.7258646,0.664325,0,1,0
413,2.7613225,1.0998181999999999,0,0,1
196,0.8247353000000001,0.33638644,0,0,1
264,1.6678921999999998,0.89221466,0,0,1
531,1.7489061000000001,0.47106552,0,0,1
252,2.384213,1.0414091,0,0,1
576,2.6310467999999996,0.42948815,0,0,1
738,2.8034773,0.67793345,0,0,1
299,2.385436,0.15864448,0,0,1
740,2.5225863,1.3924854,0,1,0
247,2.4928633999999996,1.0091903,0,1,0
926,1.8475486,1.1710942,0,1,0
412,1.5431828,0.14136672,0,0,1
389,2.7306467999999997,0.9842837,0,1,0
796,2.0804353,0.5724779000000001,0,0,1
601,2.4542669999999998,0.8614775,0,1,0
654,1.8600823,0.80988765,0,0,1
261,2.3267307,0.7077943,0,0,1
456,2.4312153,0.9562011,0,1,0
386,1.1806583000000002,0.70545024,0,1,0
982,1.6498741000000001,0.096205056,0,0,1
909,2.656227,0.2561502,0,0,1
693,1.8231734,0.60115427,0,0,1
236,0.7878666999999999,-0.3305464,0,1,0
501,2.82547,0.8093859999999999,0,1,0
497,1.0278211,0.37387574,0,1,0
874,2.6735594,0.90807843,0,1,0
452,2.5424477999999997,0.9486909,0,1,0
494,2.0616293000000003,0.56969243,0,1,0
923,2.4936833,1.1170546000000001,0,0,1
279,1.0714542999999999,0.29662985,0,1,0
638,2.3028297,0.29575998,0,0,1
485,1.9028633000000001,0.56392103,0,1,0
568,2.3421187000000003,0.46057945,0,1,0
108,2.6198025,0.60753286,0,1,0
367,2.4785414,0.32385078,0,0,1
644,2.4686012,0.82708156,0,0,1
785,1.5283313,0.6432949,0,0,1
873,0.6924193000000001,0.18677244,0,1,0
65,2.3061093999999995,0.9104595,0,1,0
902,2.5377104,1.0485446,0,1,0
317,2.312406,0.8811401,0,1,0
636,2.3050303,1.4291688999999999,0,1,0
666,1.2833261,0.011709958000000001,0,0,1
789,1.3870502,-0.27488917,0,1,0
958,0.91874146,0.5674627,0,1,0
214,1.5716965,0.06013459,0,0,1
97,1.8224652,0.8409773000000001,0,1,0
583,1.1418526000000002,0.27463812,0,0,1
466,1.9727303,0.61070246,0,0,1
523,2.7718225,0.45112407,0,0,1
255,1.771781,0.91885614,0,0,1
385,2.614166,1.2796949,0,1,0
545,2.0323396000000002,0.92679244,0,0,1
382,1.5661445,-0.48040912,0,0,1
489,2.0392253,0.76497304,0,1,0
513,1.514082,0.36822549,0,0,1
780,1.9858488,0.88880104,0,1,0
904,1.6473255,0.84992373,0,1,0
122,2.5706333999999997,-0.17407817,0,1,0
946,1.3049498,-0.029652536,0,1,0
60,1.9042238999999999,0.108126044,0,1,0
844,1.3836941999999999,1.2874299999999999,0,1,0
372,1.1051791000000002,0.597372,0,1,0
283,2.1161993,0.7168269,0,0,1
939,1.3186393,0.26849997,0,0,1
608,1.0793681999999998,0.6066391999999999,0,1,0
495,1.6304433,0.85702646,0,0,1
630,2.6643262,0.12828034,0,0,1
596,1.8083003,-0.3319881,0,0,1
713,2.8953345,0.90103847,0,0,1
753,-0.5067267,0.24004,1,0,0
624,2.1908307000000002,0.7873924,0,0,1
312,1.7283060000000001,0.621801,0,0,1
8,2.2349625,1.2167968999999998,0,0,1
529,1.7981957,0.25324804,0,0,1
876,2.074319,1.1703993000000001,0,0,1
101,2.3632417,0.7821964,0,1,0
615,1.7383566000000004,1.0494219999999999,0,1,0
520,2.3761558999999997,-0.12680128,0,0,1
249,2.1143112,0.72774863,0,1,0
278,1.4562348999999999,0.70728064,0,1,0
424,2.7068796,0.023601502000000003,0,0,1
384,1.7890091000000001,1.2553881000000002,0,1,0
395,1.9566982,0.32004958,0,1,0
54,2.7332408,0.23649782,0,0,1
34,1.7730211999999999,0.9431276,0,1,0
271,1.3614518999999998,-0.08928873,0,0,1
30,1.3189441000000002,0.72596776,0,0,1
403,2.6872964,1.0008774,0,1,0
757,2.212518,0.07753506,0,1,0
975,1.0177388,0.15046784,0,1,0
990,1.5854579,0.5204835,0,1,0
457,1.6839403999999998,0.9810305,0,1,0
