,log_prob_0,log_prob_1,higher_prob,label,calibrated
993,1.1771791999999999,0.085496545,0,0,1
859,0.0018779039,-1.0677662,0,0,1
298,0.88870066,0.41107455,0,1,0
553,0.018155723999999998,0.32546026,1,1,1
672,-0.15825568,0.18183678,1,1,1
971,-1.5977213,-1.0970483,1,1,1
27,1.5178593,-0.24572515,0,0,1
231,1.0190803,-0.56992984,0,0,1
306,-2.5435054,-2.5982467999999996,0,1,0
706,1.7721622,0.36694720000000003,0,0,1
496,0.3783749,-0.7903107,0,0,1
558,-0.79631484,-0.23076427,1,1,1
784,-0.6199258000000001,-1.0402605999999999,0,1,0
239,-1.7469107,-2.0237583999999997,0,1,0
578,0.37009633,-0.14886063,0,0,1
55,-0.11146814,0.80387175,1,1,1
906,-4.466348,-4.691801,0,0,1
175,-0.7517451,-0.7879659000000001,0,1,0
14,1.3552932,-0.009164989,0,0,1
77,0.009779632,-0.22131318,0,0,1
31,-0.3410321,0.37413153,1,1,1
481,-2.8560562000000003,-3.2279869999999997,0,0,1
310,-0.12604123,0.5400959,1,1,1
311,0.52035606,-0.76499474,0,0,1
883,-0.7553687,-1.8564534,0,0,1
788,0.37411892,0.52088964,1,1,1
45,-0.4015515,0.07729924,1,1,1
103,0.9692799999999999,-1.1624303999999999,0,0,1
760,-0.052116632,0.18903834,1,1,1
1,-0.28328186,-0.3114407,0,1,0
823,0.1206803,1.6052091999999998,1,1,1
710,1.5616837,1.6740541000000002,1,1,1
614,-1.2335805,-1.7070994,0,1,0
790,0.47375500000000004,0.3233993,0,1,0
408,0.24660137,0.53235745,1,1,1
736,-2.0514195,-2.107164,0,1,0
957,1.4176068000000002,-0.28268132,0,0,1
366,-0.7899056,-0.76054937,1,1,1
918,0.35772038,-0.32371405,0,0,1
267,1.0373793,0.23968959,0,0,1
230,-0.21901312,-0.055201917999999996,1,1,1
996,0.53597236,0.28751332,0,0,1
635,1.5382276000000001,0.118867785,0,0,1
698,-3.8594410000000003,-4.035196,0,1,0
251,1.1494688,-0.72142553,0,0,1
783,-0.47006625,-0.8486389999999999,0,0,1
819,0.27877235,-1.4024336000000002,0,0,1
141,0.7897753000000001,0.6521885999999999,0,1,0
316,0.6041850999999999,0.56175107,0,1,0
587,-0.29219908,-1.2714181999999998,0,0,1
331,0.111426234,-0.44417313,0,1,0
295,0.34366447,0.48699528,1,1,1
262,1.461981,0.10658041,0,0,1
432,1.1193188,0.37496,0,0,1
862,0.63729185,0.315212,0,0,1
582,1.0882626,0.38168958,0,0,1
272,-0.43890893,0.16983002,1,1,1
270,-0.45576364,0.068736315,1,1,1
987,1.3547208,-0.2555229,0,0,1
319,1.0236317,0.69817233,0,0,1
569,1.5291332,-0.29210567,0,0,1
643,1.877262,0.7625307,0,0,1
142,1.1822885,-0.25789994,0,0,1
202,0.35304922,0.39566225,1,0,0
413,1.204051,-0.3950833,0,0,1
196,-1.8224953000000002,-1.8078251,1,1,1
264,0.35179195,0.65524626,1,1,1
531,1.1089741000000002,0.60736525,0,1,0
252,-0.38597608,-0.1442827,1,1,1
576,-3.439335,-3.7257017999999995,0,0,1
738,0.793586,-0.49430805,0,0,1
299,-4.3868529999999994,-4.572938,0,0,1
740,-0.40892890000000004,-1.0027595,0,0,1
247,-0.41482154,-1.0153883,0,0,1
926,-0.53187734,-0.54147065,0,1,0
412,-0.86004883,-1.463498,0,0,1
389,-0.62826467,-0.0978753,1,1,1
796,0.8247766,-0.7238493,0,0,1
601,0.6942891999999999,1.1038841000000001,1,1,1
654,-1.2901579,-1.2881633,1,1,1
261,-3.8881078000000002,-3.9018194999999998,0,1,0
456,-4.239358,-4.4009595,0,0,1
386,0.5503511999999999,-0.06044495,0,1,0
982,0.8413620999999999,-0.3107949,0,0,1
909,0.70724934,0.5717747,0,1,0
693,1.0810266000000002,-0.63215935,0,0,1
236,0.41066090000000005,0.6054647,1,1,1
501,0.7451935000000001,0.8313065999999999,1,1,1
497,-1.827319,-1.9882334,0,1,0
874,1.5894816,0.9351482,0,0,1
452,0.28285432,0.13433203,0,1,0
494,0.05009895599999999,0.5437423000000001,1,1,1
923,-3.368462,-3.3125079,1,1,1
279,-1.910205,-2.1869466,0,1,0
638,0.5383725,-0.22552750000000002,0,0,1
485,0.6940425,0.00622046,0,0,1
568,-1.1743968,0.0868969,1,1,1
108,-2.014509,-2.146092,0,1,0
367,-2.1137187,-2.557466,0,1,0
644,1.082084,0.0893639,0,0,1
785,1.584825,0.82100475,0,0,1
873,-2.4659996,-2.7552369999999997,0,0,1
65,-0.0019907951,-0.7166208000000001,0,0,1
902,0.6731862,-0.33078307,0,0,1
317,-0.025595486,-0.12309748,0,1,0
636,-2.0572183,-2.0742483,0,1,0
666,-0.03607264,0.47206452,1,1,1
789,2.2259035,2.0845232,0,1,0
958,0.57964724,0.047655105999999996,0,0,1
214,-0.8978357,-1.3294046,0,0,1
97,-0.044011235,0.43450555,1,1,1
583,-1.9475653999999998,-1.7224793,1,1,1
466,0.06555623,0.47808590000000006,1,0,0
523,-1.1987687,-1.9870963,0,0,1
255,0.7166621,0.668555,0,1,0
385,0.91100776,-0.98970824,0,0,1
545,0.17522222,0.71670175,1,1,1
382,-0.608524,-0.8657559000000001,0,1,0
489,0.16937199,0.123066485,0,1,0
513,0.9090855999999999,-0.5498415,0,0,1
780,-0.34316945,0.113175035,1,1,1
904,1.3616694999999999,-0.47376838,0,0,1
122,1.0088768,-0.6047939,0,0,1
946,1.3587444,-0.49179608,0,0,1
60,-0.0878008,1.0844388,1,1,1
844,-0.5268054,-0.36303073,1,1,1
372,0.99742365,0.055722713,0,0,1
283,0.7649996,0.0031937957,0,0,1
939,1.3148732,0.47648296,0,0,1
608,-0.2617136,0.080329716,1,0,0
495,-0.058892547999999996,0.30333924,1,0,0
630,1.5825868,-0.14457002,0,0,1
596,1.0717878,0.066393584,0,1,0
713,1.2943094,0.4645275,0,0,1
753,0.12442911,-0.42667740000000004,0,0,1
624,0.09523922,0.42167443,1,1,1
312,0.17769557,0.5142034000000001,1,1,1
8,-0.97800684,-1.2813493,0,0,1
529,0.77370393,-0.1482378,0,0,1
876,0.11647451,-0.48112340000000003,0,0,1
101,0.88056254,1.1353178,1,1,1
615,-1.7504863000000002,-1.6473575,1,1,1
520,-4.018248000000001,-4.004498,1,0,0
249,-2.3769248,-2.590634,0,1,0
278,-2.4444382,-2.678371,0,0,1
424,0.16231692,0.26379317,1,1,1
