,log_prob_0,log_prob_1,higher_prob,label,calibrated
993,1.4870117,0.96082735,0,0,1
859,0.6866281999999999,0.30679247,0,1,0
298,1.6129417,1.1403458,0,0,1
553,1.1627891000000001,0.6222715,0,1,0
672,1.683171,1.0302582,0,1,0
971,0.90603113,0.93712693,1,1,1
27,0.5405058,0.9470564,1,0,0
231,1.1828246,-0.87709916,0,0,1
306,1.0403953000000001,0.55747825,0,1,0
706,1.3001790000000002,-0.16139892,0,0,1
496,1.2503924,-0.90681255,0,0,1
558,0.5463644,0.018438324,0,1,0
784,1.3412211,0.94762295,0,1,0
239,1.4262313999999998,1.3971579,0,0,1
578,1.2708783000000001,0.19160798,0,0,1
55,1.2596059,0.47808367,0,1,0
906,0.81322426,0.87992734,1,1,1
175,1.4282548000000002,-0.26834035,0,0,1
14,1.6721177,1.1691672,0,0,1
77,0.48476964,1.2188108,1,1,1
31,2.1512065,1.324969,0,0,1
481,0.7157818,0.38005063,0,1,0
310,0.24583897,-0.18278354,0,1,0
311,-0.0023745298,0.77305126,1,1,1
883,1.1571565000000001,1.3099723,1,1,1
788,2.1852927,1.7658825,0,0,1
45,1.6537694,1.3052326,0,1,0
103,0.3876325,0.7064835999999999,1,1,1
760,0.9735187,0.7322543,0,1,0
1,1.4678545,1.2095256,0,1,0
823,1.9029505000000002,-0.2549035,0,0,1
710,2.3405112999999997,1.2228408000000002,0,1,0
614,0.33347709999999997,0.3580487,1,1,1
790,1.341974,-0.10108507,0,0,1
408,0.019943617,0.7319979999999999,1,1,1
736,1.4582677,0.9694549000000001,0,0,1
957,2.0011063,1.0848982,0,0,1
366,-0.3002871,0.27459383,1,1,1
918,1.0262469,-0.23842354,0,0,1
267,1.6212598,-0.56273854,0,0,1
230,1.3639438,0.19335639999999998,0,0,1
996,0.6545977,0.16972962,0,1,0
635,2.4419873,1.4872708000000001,0,0,1
698,1.1185100000000001,0.34093565,0,1,0
251,1.2940948,-0.36870426,0,0,1
783,1.5063418,0.051194727,0,0,1
819,0.32797125,-0.34774238,0,1,0
141,1.044946,1.4671174,1,1,1
316,1.180051,0.8120978,0,1,0
587,1.5245028,0.6442210999999999,0,0,1
331,2.171929,1.1458654,0,1,0
295,1.3064015,0.1370782,0,0,1
262,1.0187464,-0.35880342,0,0,1
432,1.3439008999999997,-0.7636626999999999,0,0,1
862,1.8238136999999999,-0.091489986,0,0,1
582,1.7263389,-0.499092,0,0,1
272,0.8231687,0.75657135,0,1,0
270,1.1965058000000002,1.0981154,0,1,0
987,0.95904696,-0.051172167000000005,0,1,0
319,1.0879376,0.9999996999999999,0,0,1
569,1.667573,-0.47562719999999997,0,0,1
643,1.2768768999999998,0.6257616,0,1,0
142,1.7591715,-0.8356689,0,0,1
202,0.86373484,0.846482,0,1,0
413,0.19498463,0.55598027,1,1,1
196,1.8312827,0.43760502,0,0,1
264,0.46071392,0.8627113000000001,1,1,1
531,0.8785603000000001,0.9063055,1,1,1
252,-0.47271794,-0.21603584,1,1,1
576,0.65498984,0.5245156,0,1,0
738,1.8212306,0.88089967,0,0,1
299,2.0313158,0.8039706,0,0,1
740,1.6714942,1.8111966,1,1,1
247,1.3136497,0.50758815,0,0,1
926,0.56873065,1.8290686999999999,1,1,1
412,1.6735735,-0.12776037,0,0,1
389,1.5022185,0.35672283,0,0,1
796,0.6049730999999999,-0.5853498,0,0,1
601,0.8887956,1.0944227,1,1,1
654,2.320898,-0.33012965,0,0,1
261,0.9071663000000001,-0.17207606,0,0,1
456,1.9948735,0.881426,0,0,1
386,1.072476,-0.19819587,0,1,0
982,0.92428625,0.60583264,0,1,0
909,-1.0352174,-0.18486165,1,1,1
693,1.5515846000000002,0.93189776,0,0,1
236,1.6728083999999999,0.25807154,0,0,1
501,0.6670984000000001,-0.8979794,0,1,0
497,0.8445993,0.61888444,0,1,0
874,1.9082601000000003,-0.92195517,0,0,1
452,0.9856849,0.27403829,0,1,0
494,0.87846655,0.3165436,0,0,1
923,-6.061204,-4.2176647,1,0,0
279,0.5432824,1.1647682,1,1,1
638,1.4473636,0.7235265999999999,0,0,1
485,1.29987,-0.11286318,0,0,1
568,1.3042479999999999,0.3895833,0,0,1
108,0.1786375,0.6543892,1,1,1
367,1.2860228999999999,1.3633784,1,1,1
644,1.4195280000000001,-0.45214194,0,0,1
785,0.7521539,-0.30377057,0,1,0
873,0.6968557,1.3094697,1,1,1
65,1.8619912,-0.14576492,0,0,1
902,1.1227171,0.12689608,0,0,1
317,2.0248663000000002,-0.18766895,0,0,1
636,1.3380023,-0.080992535,0,0,1
666,0.7251363000000001,0.025776802999999997,0,0,1
789,1.3780375,0.46653438,0,1,0
958,1.5491891000000002,-0.35458207,0,1,0
214,0.34145149999999996,0.5986459,1,1,1
97,0.20598155,0.7537279,1,1,1
583,0.78955346,1.38726,1,1,1
466,1.3059686000000001,-0.62215877,0,0,1
523,1.0921098,1.3296506000000001,1,1,1
255,0.25090632,-0.7979653,0,0,1
385,1.3489966,0.5994741,0,0,1
545,1.2492673,0.5938518,0,1,0
382,0.78864634,0.82031035,1,0,0
489,1.6272229999999999,-0.66140324,0,0,1
513,0.5461252,0.7842849000000001,1,1,1
780,1.4209473,0.69219065,0,1,0
904,1.6992924999999999,0.22137648,0,0,1
122,0.59633344,0.6020403,1,1,1
946,1.172582,-0.19845079,0,1,0
60,1.8812380000000002,1.0275655000000001,0,1,0
844,2.2788126,0.11442208,0,0,1
372,1.2507981000000001,0.58088386,0,1,0
283,1.2655216,-0.09134644,0,0,1
939,1.0825393,0.16031769,0,1,0
608,0.93711925,0.57373655,0,0,1
495,1.5506656,-0.013965458,0,0,1
630,0.66792715,-0.026960716000000003,0,1,0
596,1.1314549999999999,0.13582924,0,0,1
713,1.756462,0.6925020000000001,0,0,1
753,1.0720775,0.33366978,0,0,1
624,1.016458,-0.01626344,0,0,1
312,0.6936269,0.20009285,0,1,0
8,-0.35267648,0.33448192,1,1,1
529,1.6379556999999998,0.6629797,0,1,0
876,0.9048697,-0.058277487999999995,0,1,0
101,0.84587073,1.1136447,1,1,1
615,0.71731246,-0.32369602,0,0,1
520,1.9062215,0.035252742000000004,0,0,1
249,0.86136436,1.2307566,1,1,1
278,1.9900349999999998,0.90225196,0,1,0
424,1.4997088,-0.04693207,0,0,1
384,1.9066372999999999,1.9851140999999999,1,1,1
395,1.831016,0.6075338,0,0,1
54,1.9874678,0.67992586,0,0,1
34,1.1733784999999999,0.23840618,0,0,1
271,1.8571718999999998,1.0842593,0,1,0
30,1.19349,1.3911664,1,1,1
403,1.8573732,0.89093447,0,1,0
757,0.73678863,0.6354948,0,1,0
975,1.9845939,1.1109089,0,0,1
990,1.0170732,-0.18185697,0,0,1
457,2.3680856,0.136007,0,0,1
362,0.6459125,0.5958936,0,1,0
860,0.3992766,0.16197392,0,1,0
483,0.6721672,1.1245205,1,1,1
580,0.76623183,0.8371890999999999,1,1,1
986,1.7285278999999998,0.12718263,0,0,1
688,1.3520352,0.4342385,0,0,1
864,-0.42944068,1.0924473,1,1,1
927,1.1326213,-0.1913103,0,1,0
378,1.1798921,1.2076094,1,1,1
320,1.0800431000000001,0.88284874,0,1,0
942,2.190115,0.4383554,0,0,1
351,1.7619151999999998,0.2264525,0,0,1
