,log_prob_0,log_prob_1,higher_prob,label,calibrated
993,1.2635953000000002,1.4998722,1,1,1
859,-0.58579755,1.0692582,1,1,1
298,-1.7792385,0.01866728,1,1,1
553,-1.3971323,-0.93987936,1,0,0
672,0.33398098,-0.26522416,0,0,1
971,-2.4689514999999997,-3.4825826,0,0,1
27,-0.28747475,-1.4120687,0,0,1
231,-0.9960699000000001,-0.6508425999999999,1,0,0
306,-4.1182976,-3.933032,1,1,1
706,-0.6105228,-0.9119526,0,0,1
496,0.47256643,0.33868465,0,0,1
558,-0.2478446,-0.8810379,0,0,1
784,-2.1836033,0.007998645,1,1,1
239,-1.7393707999999999,1.1351993,1,1,1
578,-2.0595675,-0.98343736,1,1,1
55,-1.8531868000000002,-2.260796,0,0,1
906,-1.10686,1.5281138,1,1,1
175,0.6505164999999999,0.50566345,0,0,1
14,0.7274305999999999,-1.2324224,0,0,1
77,-0.26002407,0.3516922,1,1,1
31,1.3515803999999998,-0.7593022,0,0,1
481,0.5499541,-0.095620096,0,0,1
310,2.3984772999999997,0.24639615,0,0,1
311,-2.1117778,1.5275745,1,1,1
883,2.0568168,0.07553163,0,0,1
788,-2.4959542999999997,1.1622528,1,1,1
45,-1.9191265,-1.2181667,1,1,1
103,-1.0160787,0.17339113,1,1,1
760,1.3202437,-0.38213992,0,0,1
1,-1.7913593,-0.55961394,1,1,1
823,1.3690461999999999,-0.20019907,0,0,1
710,-2.7743474999999997,-1.739834,1,1,1
614,-0.46497488,0.99393654,1,1,1
790,-0.020884693,0.79243684,1,1,1
408,2.0265543000000004,0.29802892,0,0,1
736,-1.3990803,0.58074814,1,1,1
957,-0.915853,0.59602976,1,1,1
366,0.16416389,1.3200892,1,0,0
918,-1.2260888,1.242893,1,1,1
267,0.5108758,0.045166045,0,0,1
230,-3.6440954,0.7028416999999999,1,1,1
996,-2.7365088,1.5060053999999998,1,1,1
635,-1.1048121000000002,0.10654545,1,1,1
698,1.2388709,0.469746,0,0,1
251,-2.9115415000000002,-0.57795775,1,1,1
783,-1.3112006999999999,0.49362057,1,1,1
819,-3.0596464,0.7865139,1,1,1
141,-1.0785214,1.1410946000000002,1,1,1
316,-2.4815278,-0.029407382000000003,1,1,1
587,0.22314727,0.869941,1,0,0
331,-1.12676,-0.47102934,1,0,0
295,0.95091,1.7366206999999998,1,1,1
262,0.35159358,-1.1208699,0,0,1
432,0.43333197,0.31604266,0,0,1
862,-0.7274411999999999,-0.5112559,1,1,1
582,1.6319379999999999,0.04797253,0,0,1
272,0.4408856,0.5770525,1,0,0
270,-0.9971656999999999,-0.19667661,1,1,1
987,-0.97526765,2.191279,1,1,1
319,0.08656037,0.36467934,1,0,0
569,-1.0926483999999999,-0.03035897,1,0,0
643,-0.6852274,-0.12351295,1,0,0
142,-2.8703096,0.86632514,1,1,1
202,-1.3281247999999999,-0.12102639999999999,1,0,0
413,0.8065375,0.07637632,0,0,1
196,1.1123011999999999,0.5721575,0,0,1
264,-3.3277984,-1.6830165000000001,1,1,1
531,1.0848645000000001,0.04033965,0,0,1
252,-0.076794535,0.6604744,1,0,0
576,0.64150834,-0.068959355,0,1,0
738,-0.696821,0.06706715,1,0,0
299,-3.0353281,1.0221803,1,1,1
740,-1.5149219999999999,1.7026308,1,1,1
247,-1.7031168999999997,-1.5819758999999998,1,0,0
926,0.019188016999999998,0.61304235,1,0,0
412,1.5672559,-0.57169014,0,0,1
389,-2.6390564,2.247291,1,1,1
796,-2.3640828,-0.9736630999999999,1,1,1
601,-0.44139034,0.02619633,1,0,0
654,1.4307319,-0.08678372,0,0,1
261,0.15081652,-0.77911425,0,0,1
456,-2.5831854,-1.9496005,1,1,1
386,0.79981124,0.3813924,0,0,1
982,-0.15554637,0.49614695,1,0,0
909,0.7661923,-0.15109698,0,0,1
693,-2.3622517999999997,-1.9145237000000002,1,0,0
236,-0.400957,0.22941303,1,0,0
501,1.6659540000000002,-0.40735486,0,0,1
497,1.040686,0.32273504,0,0,1
874,-2.3250064999999998,-2.2721891,1,1,1
452,-1.9371443,1.1668965,1,1,1
494,-0.27996734,-0.09545815,1,0,0
923,-0.51235634,-0.633133,0,0,1
279,0.27327270000000004,-0.40218124,0,0,1
638,-1.3354253,-0.35841864,1,1,1
485,-0.41657895,-1.1651844,0,0,1
568,-0.12640154,1.3069612,1,1,1
108,0.34116474,-0.39812946,0,0,1
367,-1.3029331,-1.1362795,1,0,0
644,-1.8181717,-1.2493522,1,1,1
785,-2.4723651,-1.9962165,1,0,0
873,-1.4008247999999999,0.19858935,1,1,1
65,-3.1689305,1.5717671,1,1,1
902,0.3181111,-0.9189671999999999,0,0,1
317,-2.6932150000000004,1.1379125,1,1,1
636,-3.554582,-3.3548379999999995,1,1,1
666,-2.6990933,-1.3049064,1,1,1
789,-0.28917253,1.1532034,1,1,1
958,-0.32684177,-0.30481488,1,0,0
214,-1.4868378999999998,0.7632475999999999,1,1,1
97,-1.115194,-1.0726166000000001,1,0,0
583,-0.3006773,0.026208892,1,1,1
466,-3.0059728999999997,0.82427466,1,1,1
523,-2.248859,-4.2296066,0,0,1
255,0.34791213,-0.49821025,0,0,1
385,-3.259184,-0.89246196,1,1,1
545,-1.5361214,1.4871876,1,1,1
382,0.8570174999999999,-0.98434055,0,0,1
489,-1.4291738,-0.18471253,1,0,0
513,1.3945573999999998,0.63807034,0,0,1
780,0.12658060000000002,0.05534196,0,0,1
904,0.7377909,-0.5506624,0,0,1
122,-0.66016006,1.3978447,1,1,1
946,-1.3325431,-0.035809994,1,1,1
60,-0.6451601,-0.8658214,0,0,1
844,-2.0727762999999997,1.4835450000000001,1,1,1
372,0.8643491,0.96889377,1,0,0
283,-0.92548335,0.4618488,1,1,1
939,-3.6693711,-4.478372599999999,0,0,1
608,0.029182315,0.08796841,1,0,0
495,-0.23598653,-0.6862483,0,0,1
630,0.059758484,2.2670527000000003,1,1,1
596,-4.289274,-4.3256063,0,0,1
713,-2.1466922999999998,-0.28534922,1,1,1
753,-1.4371881000000002,-1.0898411,1,0,0
624,-1.5010476000000001,-0.52301604,1,1,1
312,1.1523601,0.01461044,0,0,1
8,-0.30979029999999996,-0.43310416,0,0,1
529,-1.8710145,-2.6029717999999997,0,0,1
876,1.8348213,1.5555689,0,0,1
101,-0.7330183000000001,1.421314,1,1,1
615,-0.9947739,1.3650274,1,1,1
520,-1.1334643,1.7506166,1,1,1
249,-1.7997252000000001,-1.2834635,1,0,0
278,-2.6470463,-2.3600272999999996,1,1,1
424,0.5967965000000001,0.6546046,1,0,0
384,-2.0949345,0.025476098,1,1,1
395,0.44105855,-1.2698811,0,0,1
54,0.998649,-0.47790608,0,0,1
34,-4.2061176,-4.0642276,1,1,1
271,0.768887,0.30365992,0,0,1
30,-0.851138,0.4144085,1,0,0
403,-2.9248729,0.5435565,1,1,1
757,1.3095716999999998,-0.9910033000000001,0,0,1
975,-3.2591987000000002,-3.3568763999999995,0,0,1
990,-0.41854095,-0.6755848000000001,0,0,1
457,-2.099639,-1.923675,1,0,0
362,-1.0501341999999998,-1.3361541000000001,0,0,1
860,-2.9667697,-2.4114866000000004,1,1,1
483,-0.5196895,0.16748211,1,0,0
580,-1.1319003,0.47154295,1,1,1
986,0.06277406,1.3255837,1,1,1
688,0.9037805,-1.7139868000000003,0,0,1
864,-1.2663631000000002,1.3456796,1,1,1
927,-2.319223,1.5383568,1,1,1
378,0.02921158,-0.052906454000000006,0,0,1
320,-1.4335766,0.59216356,1,1,1
942,-4.5309954,-4.2742767,1,1,1
351,2.9592626,1.0138271,0,0,1
418,-1.714721,-1.1202803,1,0,0
945,-0.17818624,1.2628447,1,1,1
795,0.16044389999999997,-0.29309922,0,0,1
145,-3.5102305,-0.9930568000000001,1,1,1
826,1.8373886000000001,0.44211012,0,0,1
492,-0.57536364,-0.44585168,1,0,0
751,-0.46373457,-1.4819543,0,0,1
240,-3.956704,-3.7487626000000005,1,1,1
648,0.9364394,-1.4020877,0,0,1
886,1.4521267,-1.1093796,0,0,1
144,-3.8633897000000004,-3.3549504,1,1,1
767,1.2957703999999999,1.7382398000000001,1,1,1
999,-3.8148186,-3.7233059999999996,1,0,0
467,0.09391111,0.26441857,1,1,1
315,-1.9118083,-0.06900728,1,1,1
989,1.4735833,1.1269403,0,0,1
922,-0.48786458,0.61073095,1,1,1
717,-2.7299613999999996,1.868263,1,1,1
458,-2.3391767000000003,1.3332883999999998,1,1,1
773,1.7056388999999998,1.5040332,0,0,1
204,-2.4093614,-2.2756119999999997,1,0,0
834,-0.6873311,-0.8655440999999999,0,1,0
832,-0.44048400000000004,-0.9274278,0,0,1
435,0.21375918,1.3120381,1,1,1
5,-3.3553195,1.1707618,1,1,1
769,-2.9881449,-3.2503808,0,0,1
679,-2.4926779999999997,-0.5112021999999999,1,1,1
722,-3.2956982000000004,-1.8092201,1,1,1
215,-1.9107717,-1.7395777,1,0,0
653,0.47011346,0.20088139,0,0,1
150,-1.6336328000000002,-0.8912556,1,0,0
687,-0.6178861999999999,0.13001123,1,0,0
500,0.86157084,1.0891593000000002,1,0,0
332,-2.5836158,-2.489944,1,0,0
979,-3.3714132000000006,-3.262274,1,1,1
817,0.5768893,-0.1825552,0,0,1
620,-2.0059254,-1.8857457999999998,1,0,0
814,-4.0174693999999995,-3.2499435,1,1,1
516,0.92818314,1.6706881999999998,1,0,0
518,0.97692704,-1.6752798999999998,0,0,1
940,0.6705635,-0.61144704,0,0,1
113,-2.428769,-2.2191513,1,0,0
612,-1.7129533,2.063552,1,1,1
37,1.3351209,0.23621477,0,0,1
894,0.91091347,2.1524205000000003,1,1,1
895,-1.5798682,2.637089,1,1,1
992,-0.85704935,0.17089465,1,1,1
158,0.9725284,1.2693207,1,1,1
154,-2.1431117000000004,1.3099094999999998,1,1,1
40,-1.4336944999999999,-0.7032706999999999,1,1,1
585,1.4890666000000001,0.533833,0,0,1
805,-0.9730844000000001,-0.35064092,1,1,1
592,0.6231369000000001,-0.5285006999999999,0,0,1
964,-0.8429232,2.244793,1,1,1
266,-1.8008096999999998,1.9827796999999998,1,1,1
406,0.5363634,-0.0902701,0,0,1
294,-1.9555879,1.2247716,1,1,1
604,-0.32397562,0.87666655,1,1,1
522,-2.0356095,-0.9230921000000001,1,1,1
18,0.79179925,-1.0528274,0,0,1
425,0.8095982,0.35870168,0,0,1
527,-0.023810506000000002,0.08205378,1,1,1
308,-2.5327479999999998,0.7126906999999999,1,1,1
622,-2.723336,-0.23829412,1,1,1
794,0.16110152,-0.09920657,0,0,1
62,-1.0024867,1.6499443999999999,1,1,1
79,0.082372725,0.48232692,1,1,1
680,-0.8066691999999999,-0.8083431,0,0,1
193,0.055460304,-2.3632824,0,0,1
750,-2.2159228,1.4442968,1,1,1
181,-0.762696,-1.6544944,0,0,1
535,-0.86461484,2.2641014999999998,1,1,1
484,-1.4569887,-0.042966604000000005,1,1,1
200,1.1213174,0.6357408,0,0,1
364,-0.8519365,-0.8477372,1,0,0
991,-1.8274063999999999,1.2782878,1,1,1
462,-3.4944010000000003,-3.5073495,0,0,1
356,-0.34200728,0.2521279,1,1,1
2,2.0504881999999998,0.14556319,0,0,1
478,0.36175638,0.19072139999999999,0,0,1
695,1.4651428,1.6034784,1,1,1
253,-1.2378612,-0.48170078,1,0,0
667,0.67730063,-0.56572807,0,0,1
85,-3.2356977000000002,-2.7365265,1,1,1
969,-0.23088503,0.34143567,1,1,1
75,0.30181924,0.96625715,1,1,1
786,-3.8536089999999996,-3.5782266000000003,1,1,1
658,1.5397124,-1.2080499,0,0,1
465,0.17172015,-1.1387688999999999,0,0,1
920,-0.07692033,-1.0382116,0,0,1
38,1.421967,2.0327832999999997,1,1,1
944,1.9897916000000002,0.30825642,0,0,1
725,-1.8134241000000002,-1.3834729,1,0,0
436,-1.9744338,-1.2486799,1,1,1
140,0.74117124,1.8446504000000001,1,1,1
818,-2.1826077,0.7352856,1,1,1
602,-1.4758798999999998,-1.5815936000000002,0,0,1
745,1.0045333,0.17805114,0,0,1
471,0.51133215,1.6000928,1,1,1
342,-2.5412886,-0.21461892,1,1,1
416,-0.95238304,-0.14669836,1,1,1
711,-0.48361403,0.087792814,1,1,1
557,0.039322882999999996,-1.1631366,0,0,1
50,-2.442471,-2.5043762000000003,0,0,1
162,0.5389244000000001,-0.30665886,0,0,1
765,-2.8428667,-1.8575473999999998,1,1,1
856,-1.2795866000000002,1.9321169999999999,1,1,1
867,2.0244221999999996,2.157764,1,1,1
524,-5.013496400000001,-4.86437,1,0,0
443,-0.6638725999999999,1.5954939,1,1,1
172,0.24476853,-0.5763262,0,0,1
956,-2.4098458,0.78210485,1,1,1
330,0.22541869,-0.43677494,0,0,1
352,-0.39388347,1.180383,1,1,1
857,-0.5679382,0.78115505,1,1,1
766,-1.7962949000000001,-1.4318706,1,1,1
39,-2.5638018,2.4458447,1,1,1
852,-0.2608187,0.59866345,1,1,1
875,-3.175358,-2.7999867999999997,1,1,1
156,-0.66995376,0.29672575,1,1,1
222,-1.4233414,1.3567646999999998,1,1,1
641,-0.7249946999999999,-0.43536615,1,0,0
210,-2.041071,1.5208073999999998,1,1,1
746,-2.9244463,-2.8462563,1,1,1
960,-0.93879247,-1.1910436000000002,0,0,1
700,-3.4986486000000006,-3.1099904,1,1,1
167,-0.6073434,1.6791183999999997,1,1,1
998,0.42598242,-0.354394,0,0,1
984,-3.2545528,-3.492634,0,0,1
491,-1.2609375,-0.8709747999999999,1,1,1
10,-3.3046265,1.8350917000000002,1,1,1
105,-1.6805466,-1.4967482,1,1,1
68,-2.698141,-2.3072014,1,1,1
479,1.2353914,-0.34091854,0,0,1
399,0.9908792,-0.0048426986,0,0,1
434,-0.25753760000000003,0.4547733,1,1,1
258,-1.0899106,-1.1658323999999998,0,0,1
827,1.8002747,0.782333,0,0,1
884,0.8301516999999999,-0.42730674,0,0,1
304,-2.6422536,-2.723112,0,0,1
811,-2.1333554,-1.8397717,1,1,1
938,-0.5285616999999999,-1.52795,0,0,1
924,-0.80288905,-0.67575145,1,0,0
526,0.09160647,-0.6387241,0,0,1
20,0.2565074,-0.009419143,0,0,1
905,-3.07369,0.1260904,1,1,1
380,-1.8071758000000002,-1.6089284,1,1,1
420,-0.29732529999999996,-0.14555067,1,0,0
285,-0.75188166,-1.5143212,0,0,1
71,-0.20073485,0.044133723,1,0,0
49,0.036275804,0.65451866,1,1,1
179,-0.081959516,-0.36201274,0,1,0
506,-0.30625343,0.4627405,1,0,0
929,-2.5417113,-1.7941439,1,1,1
116,0.19803998,-0.11993265,0,0,1
293,0.8588485,-1.4573339,0,0,1
76,1.2835888,0.53685045,0,0,1
48,-2.8716106,-2.2506082000000003,1,1,1
503,-0.79698443,-0.31206423,1,0,0
263,-1.9432125,1.5849502,1,1,1
808,1.4367552,0.060129404000000004,0,0,1
863,0.23773533,-0.25735563,0,0,1
748,-0.47986904,-0.65436256,0,0,1
64,-1.0962139,1.180882,1,1,1
798,1.429686,-0.90744853,0,0,1
52,-3.3184275999999997,1.0639094,1,1,1
440,0.04712829,0.6409873,1,1,1
124,0.029803187000000002,1.0199907,1,1,1
650,-1.7005165,0.26414615,1,1,1
409,1.4271473999999997,0.8394415000000001,0,0,1
752,1.9392979,-0.6543542,0,0,1
952,1.7396813999999998,1.1136358,0,0,1
477,0.77891386,0.92748964,1,0,0
118,-2.3288105,-1.4787136,1,1,1
12,-1.9440625,0.8031788000000001,1,1,1
157,-2.0258408,-1.9947046000000002,1,0,0
337,-2.4961896,-0.88213766,1,1,1
127,0.57119834,0.59061116,1,0,0
46,-0.42410590000000004,1.6401036,1,1,1
235,-2.9898336,-2.1514213,1,1,1
538,0.75063473,-1.020224,0,0,1
241,-0.7196395999999999,1.3521459999999998,1,1,1
590,-0.4218295,2.7657552000000005,1,1,1
358,1.0084056000000001,0.6625853,0,0,1
959,-0.3743059,0.8924818000000001,1,1,1
848,-2.5443747,-2.437185,1,0,0
792,-0.84648776,-0.9886997999999999,0,0,1
325,-1.0727758,-1.1197493,0,0,1
899,-2.445549,-1.2336862,1,1,1
809,0.6252392,1.761955,1,1,1
350,0.35842347,0.6287062,1,0,0
363,-0.5100942,0.8883200000000001,1,1,1
17,-0.6069187,2.4246297,1,1,1
186,-1.255691,-1.5891228000000002,0,0,1
402,-1.5785751000000001,0.14276677,1,0,0
338,0.9149443000000002,-0.20959568,0,0,1
206,-0.58033574,0.5083926,1,1,1
963,1.0744871,-1.7988172999999998,0,0,1
345,0.7509518000000001,-1.0395280999999998,0,0,1
313,-0.63926506,-0.5362444000000001,1,1,1
242,-2.7409765999999998,-2.1229868,1,0,0
913,2.37086,0.95911324,0,0,1
170,1.1319336000000002,-0.07903927599999999,0,0,1
187,1.642664,1.0550078,0,0,1
934,1.4708865,1.7355775000000002,1,1,1
133,-4.096787,-3.8133352,1,1,1
301,-0.23778349,2.1212091,1,1,1
731,-0.14977196,0.109514356,1,0,0
670,0.9184091000000001,-0.41784614,0,0,1
318,-1.684093,1.4892021,1,1,1
78,1.1340903999999998,-0.5878526999999999,0,0,1
521,-0.9409094000000001,0.6002271,1,1,1
346,-0.35373157,1.9764833,1,1,1
198,-2.3112058999999996,0.13518110000000003,1,0,0
865,0.3965515,0.21732244,0,0,1
548,-0.91497344,1.4319017,1,1,1
915,1.5189776000000001,-0.8561747,0,0,1
588,-0.14892018,1.6329626,1,1,1
447,-3.2683122000000004,-3.1535125,1,0,0
21,-0.5349858000000001,0.47146222,1,1,1
724,4.3692245000000005,-1.6903749,0,0,1
718,0.49200413,-0.33858865,0,0,1
250,-1.1087973,-1.4962271,0,0,1
243,-2.674162,-2.240709,1,0,0
571,-0.6587991999999999,-0.52365744,1,0,0
35,-3.5436335,-3.5746964999999995,0,0,1
81,-1.0355023,1.248558,1,1,1
159,-3.3654106,1.6187803,1,1,1
333,0.23222142,1.6129613999999999,1,1,1
837,-0.5929277,0.43513107,1,0,0
474,-0.13487285,-0.77291024,0,0,1
671,-0.07284546,-1.2325197,0,0,1
109,0.10086489,0.015454173,0,0,1
661,-0.06448102,-1.8030724999999999,0,0,1
379,0.10916120000000001,0.87774783,1,1,1
625,-1.7829023999999998,0.7427621999999999,1,1,1
603,-0.88124645,-0.87478644,1,0,0
92,0.25625473,-0.123034894,0,1,0
451,-1.7630255000000001,-0.2836389,1,1,1
652,-1.2438878,0.9881605,1,1,1
822,1.7656870999999998,-0.5780420999999999,0,0,1
855,-2.5032506000000003,-1.920922,1,1,1
390,-2.9306702999999996,1.6116211,1,1,1
577,-1.0317029,-1.2327044,0,0,1
985,-1.2766656,-0.74616015,1,0,0
422,-0.85343695,0.03308046,1,1,1
211,-2.0530386000000003,0.9644625,1,1,1
171,-1.2791971000000002,1.9247386000000002,1,1,1
165,-0.849475,-1.1976749,0,0,1
238,-1.2695411,-0.61643064,1,1,1
188,-1.5356898,-1.3398438,1,1,1
685,-2.904371,-1.309973,1,1,1
803,-0.33872408,-0.7272945,0,0,1
344,-2.2098548,-0.444445,1,1,1
741,-0.20254561,1.3491068000000002,1,1,1
453,-3.1264119999999997,-3.1021023,1,0,0
646,0.35611793,-0.08362394599999999,0,0,1
830,1.2596091,-0.10846016,0,0,1
155,-1.0790701,0.17134270000000001,1,1,1
487,-2.2870417,0.71267164,1,1,1
597,-4.5616803,-3.7078733,1,1,1
988,1.3692513000000002,-0.5939934,0,0,1
125,-0.48391014,-0.04825434,1,0,0
66,-3.9774828,-3.8143275,1,1,1
