,log_prob_0,log_prob_1,higher_prob,label,calibrated
993,3.3436885000000003,-2.6526952,0,0,1
859,-3.633225,4.1695185,1,1,1
298,-1.8044598000000003,2.0062889999999998,1,1,1
553,-1.4258815,-0.2629025,1,1,1
672,3.2444167,-2.6849163,0,0,1
971,0.56793123,-2.2752275,0,0,1
27,2.0975142000000004,-3.7191641000000004,0,0,1
231,-0.47647715,-1.1922965,0,0,1
306,-4.363664599999999,-3.7410337999999994,1,1,1
706,-0.21065351,0.6958333000000001,1,0,0
496,1.2130223999999998,-1.7433338,0,0,1
558,0.04355365,0.77168643,1,1,1
784,-2.1278029999999997,0.2569447,1,1,1
239,-3.3575730000000004,2.5468919999999997,1,1,1
578,1.522461,0.09355287,0,1,0
55,1.3071313999999998,-3.4412812999999995,0,0,1
906,-1.613687,-0.2471435,1,1,1
175,1.2859358,-1.7447715,0,0,1
14,2.705552,-3.3131719,0,0,1
77,-1.1018424,-0.45757073,1,1,1
31,4.205724,-3.3448352999999997,0,0,1
481,2.9573383,-2.4286485,0,0,1
310,5.3885879999999995,-3.7585704,0,0,1
311,-4.0562363,2.448195,1,1,1
883,4.921453,-4.320093,0,0,1
788,-0.80351186,-2.6148517000000004,0,0,1
45,-2.8261385,-1.4351993,1,1,1
103,-1.7590047999999998,-0.47849369999999997,1,1,1
760,3.5070772000000003,-4.8237084999999995,0,0,1
1,-2.3052616,1.2823448,1,1,1
823,-2.407093,-1.2463241000000003,1,1,1
710,-4.168817,3.1120799,1,1,1
614,0.077988654,-1.3936399,0,0,1
790,-0.15660042,-1.4871086000000002,0,0,1
408,3.5060572999999997,-3.6205752,0,0,1
736,2.7045562000000003,-3.233923,0,0,1
957,-0.67242455,0.19179739,1,1,1
366,0.7787125,-1.7281331999999998,0,0,1
918,3.1637022,-2.9725027,0,0,1
267,4.517459,-3.8888757000000007,0,0,1
230,-4.407173,1.7083177999999999,1,1,1
996,-0.4669528,-0.891884,0,1,0
635,-2.6525831,0.07439782,1,1,1
698,-0.3900991,-0.8473395,0,1,0
251,-4.1329308,-0.09642418,1,1,1
783,2.4434044,-2.4691104999999998,0,0,1
819,3.682589,-3.8123636,0,0,1
141,-4.059595,2.697619,1,1,1
316,-4.5206413,2.8398482999999994,1,1,1
587,2.63307,-2.5535645000000002,0,0,1
331,0.31278706,-3.3918333,0,0,1
295,-2.4958591,2.679679,1,1,1
262,3.659579,-4.35741,0,0,1
432,0.9036827,-0.19977802,0,0,1
862,-3.9849940000000004,1.9327395,1,1,1
582,-1.7011744999999998,-0.15147114,1,1,1
272,2.525892,-3.6447403,0,0,1
270,-1.4017556,-0.53583235,1,1,1
987,2.602902,-3.7615914,0,0,1
319,-0.6888536,-0.9513501,0,0,1
569,-3.6118660000000005,-2.6469975,1,1,1
643,-4.412937,3.4012964,1,1,1
142,-3.8425083,2.5904198,1,1,1
202,2.0987697,-3.5395076000000003,0,0,1
413,0.33774856,-0.8601681999999999,0,0,1
196,0.012072936000000001,0.17465009,1,0,0
264,-4.2171197,0.70264965,1,1,1
531,-0.6570118,0.5283051,1,0,0
252,0.38356206,-0.47330087,0,0,1
576,-2.9888601,2.0679212,1,1,1
738,-2.8003244,-1.9706133999999997,1,1,1
299,-4.0571410000000006,1.6696029,1,1,1
740,-2.4036517,-2.2310436,1,1,1
247,1.6246973,-3.5254235,0,0,1
926,0.7371956000000001,-1.4493639999999999,0,0,1
412,5.283222,-3.9355989,0,0,1
389,-3.9636167999999996,3.2860105,1,1,1
796,-1.9066932,-0.90297824,1,1,1
601,-0.78537756,-4.000093,0,0,1
654,-2.9065703999999997,-0.67821705,1,0,0
261,1.9873483,-1.7332897,0,0,1
456,-3.428344,-1.2329819,1,1,1
386,3.2630315,-2.1302123,0,0,1
982,2.6034772,-2.6330223,0,0,1
909,-4.0404344,3.2881922999999995,1,1,1
693,0.56249785,-2.5869741000000004,0,1,0
236,-2.0676744,0.42441875,1,0,0
501,-3.7977953,-3.4269178,1,1,1
497,2.0449564,-3.1355896,0,0,1
874,-4.7563143,-3.7884207,1,1,1
452,-2.932213,1.1171358,1,1,1
494,0.14422902,-1.7084076000000001,0,0,1
923,3.2921127999999995,-3.7657559999999997,0,0,1
279,3.2614492999999998,-4.052824,0,0,1
638,-3.1563032000000004,2.989816,1,1,1
485,2.7109296,-1.9199263999999998,0,0,1
568,-4.797015,1.7171299999999998,1,1,1
108,1.6882374,-2.2510357000000005,0,0,1
367,-1.175355,-1.09476,1,0,0
644,3.0006127,-2.079534,0,0,1
785,-0.61807793,-1.7954980999999999,0,0,1
873,-3.538042,-2.689876,1,1,1
65,-4.3410487,2.0046804,1,1,1
902,-2.5035572,-1.3502742,1,1,1
317,-1.8673501000000001,-0.21021694,1,1,1
636,-2.931641,-2.7800522,1,1,1
666,2.9901032,-2.6149347,0,0,1
789,-3.5259263999999995,-3.8036837999999995,0,1,0
958,2.0933688000000004,-3.1352648999999997,0,0,1
214,-3.711839,1.9046343999999997,1,1,1
97,-0.23438078,-1.9318313999999999,0,0,1
583,-0.22570851,0.6591094,1,0,0
466,-3.0608802,1.3547459,1,1,1
523,-2.0825848999999996,-1.2195236999999999,1,1,1
255,4.1058664,-3.707432,0,0,1
385,-3.9295568,-2.480713,1,1,1
545,1.9718064999999998,-1.0476142,0,0,1
382,3.834144,-4.0492973,0,0,1
489,0.1597636,-2.4139159,0,0,1
513,0.8415693999999999,-2.0854316,0,0,1
780,3.5691445,-3.9338260000000003,0,0,1
904,1.4501051999999999,-3.641468,0,0,1
122,-3.6974418,3.3704348,1,1,1
946,3.1154523,-3.607851,0,0,1
60,1.2546666000000002,-4.399941,0,0,1
844,2.7977414,-2.767249,0,0,1
372,1.098899,0.26196933,0,0,1
283,-1.2895596,-1.1535558000000001,1,1,1
939,-4.4879226999999995,1.8546265,1,1,1
608,-5.1498099999999996,1.321579,1,1,1
495,2.297669,-2.0513215,0,0,1
630,-0.7407428,-2.5711575,0,0,1
596,-2.2618793999999998,0.01944232,1,1,1
713,-1.6780658,-2.832143,0,1,0
753,-2.8671818,0.38762578,1,1,1
624,-1.2196853,-0.058776796,1,1,1
312,3.2815332,-4.8082519999999995,0,0,1
8,1.2043576,-1.3815558000000001,0,0,1
529,1.1590946000000002,-2.0386279999999997,0,0,1
876,-1.2422203,-1.4862977,0,1,0
101,-2.920404,1.9927008999999998,1,1,1
615,-5.127071,3.213453,1,1,1
520,-4.230792,1.8970314999999998,1,1,1
249,-1.3051363,-1.8295158999999999,0,0,1
278,-2.1893494,-1.9961745,1,1,1
424,3.3268584999999997,-3.856289,0,0,1
384,1.2159575,-3.4246072999999995,0,1,0
395,4.012348,-3.1651306,0,0,1
54,4.3990707,-3.2673197,0,0,1
34,-3.8857439,-3.8187550999999997,1,1,1
271,3.3475870000000003,-3.7558913,0,0,1
30,-1.5151682,-1.5087311,1,0,0
403,-4.233288,2.770322,1,1,1
757,-0.9160941999999999,-2.158011,0,0,1
975,-0.20386967,-2.574358,0,0,1
990,-1.7011311000000002,0.17783673,1,1,1
457,-0.6456504,-3.2250542999999996,0,0,1
362,-0.26527090000000003,-2.3736455000000003,0,0,1
860,-2.4784658,-0.56658113,1,1,1
483,-1.0974921999999998,-1.2601323,0,0,1
580,-2.6528244,-0.92013735,1,1,1
986,-0.38876534,-1.813632,0,0,1
688,-2.9558697,-0.8597370000000001,1,1,1
864,-4.3841980000000005,-2.9647918,1,1,1
927,1.6222041,-2.8446856,0,0,1
378,2.4286722999999997,-4.412334400000001,0,0,1
320,-2.6548222999999997,1.8898816000000003,1,1,1
942,-1.699211,-5.0486949999999995,0,0,1
351,2.0331135,-4.2910933,0,0,1
418,-1.1474046999999998,-1.4678818999999999,0,0,1
945,-4.327343,-3.6059875,1,1,1
795,-0.20452422,-1.9565637999999999,0,0,1
145,-3.7284245000000005,-0.9088175999999999,1,1,1
826,3.68086,-3.6165981,0,0,1
492,0.926392,-1.8164238000000001,0,0,1
751,1.3483559999999999,-1.7023438000000002,0,0,1
240,-3.2246778,-3.3394003,0,1,0
648,-3.8511386,1.4924853999999999,1,1,1
886,3.7459726000000004,-3.1232007,0,0,1
144,-3.7437901,-3.2288394,1,1,1
767,-3.7886157,-0.33173826,1,1,1
999,-2.914781,0.5021672,1,1,1
467,-0.04477954,-1.4835557,0,1,0
315,-0.18679765,0.98530746,1,1,1
989,-1.643127,-0.8109816,1,0,0
922,-1.2668518999999998,-0.7145884,1,1,1
717,-4.4597034,3.309591,1,1,1
458,-4.202941,3.8563385,1,1,1
773,1.1628208999999998,-2.1146631,0,0,1
204,-1.4459137,-2.7774568,0,0,1
834,-2.5287335,2.8280258,1,1,1
832,2.5641564999999997,3.2115436,1,1,1
435,-1.8284812,0.95651454,1,1,1
5,-4.525753,1.6362141000000001,1,1,1
769,-2.2859342000000002,-1.2134254999999998,1,1,1
679,-3.4112206,-1.9157332999999999,1,1,1
722,-4.0256615,3.3237848,1,1,1
215,0.09480697,-1.9263720000000002,0,0,1
653,-4.3310512999999995,1.1529856,1,1,1
150,-2.766387,-2.8402576,0,0,1
687,-0.13509464,0.12635309,1,1,1
500,1.3772697,-2.3014799999999997,0,0,1
332,-2.1098084,-3.5693292999999997,0,0,1
979,-3.2168813,-4.171723399999999,0,0,1
817,-4.185726,-3.2009194,1,1,1
620,-1.2055796,-0.7935653,1,1,1
814,-1.9549988999999999,-1.8944345,1,1,1
516,-0.22606847,-1.2813649,0,1,0
518,0.31653896,-1.9772537000000001,0,0,1
940,-1.6825988,-3.5254722000000003,0,0,1
113,-1.8864990000000001,-2.541809,0,0,1
612,3.8019662000000003,-4.051589,0,0,1
37,3.8320220000000003,-2.3901901000000003,0,0,1
894,-2.6599007,0.005518973000000001,1,1,1
895,2.9011313999999997,-3.7846797,0,0,1
992,4.2302322,-3.0686686,0,0,1
158,0.6096988,1.5254344,1,1,1
154,-3.2350745,2.3360715,1,1,1
40,-1.3643471999999999,-0.71784794,1,1,1
585,-1.0181495999999999,-0.8886721,1,1,1
805,1.3379421,-1.2766201000000001,0,0,1
592,-2.7610636000000004,2.3013437000000003,1,1,1
964,3.9036855999999998,-3.8723440000000005,0,0,1
266,-3.8832936,1.0027096,1,1,1
406,2.090984,-3.4661322,0,0,1
294,-2.4752781,1.5150603999999999,1,1,1
604,1.3255665,-3.2268004,0,0,1
522,-4.5597434,2.8144827,1,1,1
18,2.3669035,-3.3145046000000002,0,0,1
425,2.0285296,-3.2459892999999997,0,0,1
527,2.4216683,-3.4538345,0,0,1
308,-3.3666162,0.37042353,1,1,1
622,-3.7258042999999996,2.9042773,1,1,1
794,-2.3716202,0.9905274,1,1,1
62,-3.8239777000000004,3.9867287000000005,1,1,1
