,log_prob_0,log_prob_1,higher_prob,label,calibrated
993,2.0997807999999996,0.99677074,0,0,1
859,2.04187,2.257516,1,1,1
298,0.18259251,1.706475,1,1,1
553,3.2245619999999997,-0.7675319,0,0,1
672,2.8526998,0.6264236,0,0,1
971,-0.8899648000000001,2.314969,1,1,1
27,2.4884720000000002,1.0646079,0,0,1
231,0.73361313,2.1764669999999997,1,1,1
306,0.95317245,0.15002221,0,0,1
706,3.3139252999999997,-0.18470854,0,0,1
496,1.5362041000000002,1.7853298999999998,1,1,1
558,0.3828394,1.8519588,1,1,1
784,2.6182818,0.75493556,0,0,1
239,2.6190164,-0.37884963,0,0,1
578,1.866366,1.9808502000000001,1,1,1
55,-0.29641354,2.6404815,1,1,1
906,1.2869167,2.6482667999999996,1,0,0
175,1.1954774,-1.7184564999999998,0,0,1
14,2.010646,2.018889,1,0,0
77,3.5962669999999997,2.3501312999999997,0,0,1
31,1.2129883999999997,1.6655204,1,0,0
481,0.27787676,1.8590057,1,1,1
310,2.3215306,1.1521084,0,0,1
311,2.6980607999999995,1.8524108,0,0,1
883,1.3482506,2.3798952,1,1,1
788,-0.12168613,2.5751772,1,1,1
45,1.7817718999999996,1.3518963,0,0,1
103,-1.5949621,1.1749834,1,1,1
760,-0.6609704000000001,0.09150189,1,0,0
1,2.7956157000000004,0.15123433,0,0,1
823,2.2034235,0.58527267,0,0,1
710,-0.853184,2.040213,1,1,1
614,1.7984026999999998,1.8132162,1,0,0
790,2.2378666000000003,0.9224179,0,0,1
408,-1.832052,1.3633332,1,1,1
736,1.4242378,2.3049662,1,1,1
957,2.1607666,1.3505181,0,0,1
366,0.7175163,2.5025053,1,1,1
918,2.945793,1.5932667999999999,0,0,1
267,0.2333759,1.7068541000000002,1,1,1
230,-1.7224138,2.1258264,1,1,1
996,-0.23292658,2.128539,1,1,1
635,1.1140523,1.8925147,1,1,1
698,3.3612754000000002,0.7431643,0,0,1
251,1.3109133,2.020824,1,0,0
783,0.49817390000000006,0.8625096,1,1,1
819,1.2098346000000002,0.46690458,0,0,1
141,2.7311254000000003,1.6536729,0,0,1
316,2.8185372,1.5279855,0,0,1
587,2.0845852,2.4700644,1,1,1
331,2.232955,-1.3120891000000001,0,0,1
295,0.16590622,2.1156082,1,1,1
262,1.8464703999999998,1.81493,0,0,1
432,2.0568776,0.87400377,0,0,1
862,0.94120085,2.2889311,1,1,1
582,1.7031756999999998,1.5250223,0,1,0
272,1.185178,2.41625,1,1,1
270,-0.53328806,1.3482476,1,1,1
987,-0.32200120000000004,0.84513974,1,1,1
319,0.40712824,-0.3385424,0,0,1
569,3.1731255000000003,1.2713244,0,0,1
643,3.1137837999999998,1.0937274,0,0,1
142,-0.49749783,0.51734436,1,0,0
202,-2.5932927,1.4037461000000002,1,1,1
413,1.4217313999999999,2.1342247000000003,1,1,1
196,-2.5771990000000002,2.3701904,1,1,1
264,2.8218707999999997,-0.90174776,0,0,1
531,1.3468511,1.5277047,1,1,1
252,-2.3705163,0.5971509,1,1,1
576,0.14065549,2.1664634,1,1,1
738,2.1656685,1.1831912,0,0,1
299,0.102339625,1.335785,1,1,1
740,1.287234,-2.3310738,0,0,1
247,0.19212586,1.6885386000000002,1,1,1
926,2.805069,1.3830116000000001,0,0,1
412,2.318163,-1.7553493999999998,0,0,1
389,0.723783,2.3815992,1,1,1
796,1.5118927,2.4609685000000003,1,1,1
601,1.4726689,-0.15360528,0,0,1
654,-0.26247990000000004,1.8768768,1,1,1
261,0.7602669,2.0237377,1,1,1
456,2.169899,1.7459919999999998,0,0,1
386,0.15965447,2.2290653999999996,1,1,1
982,2.4668522,2.5614696,1,0,0
909,2.434227,1.2201593000000002,0,0,1
693,2.2719482999999996,0.91140777,0,0,1
236,1.5186746000000002,1.606614,1,0,0
501,1.6044761,1.7179099999999998,1,1,1
497,1.7728481,-0.008114696,0,0,1
874,2.2796783,0.8492280999999999,0,0,1
452,-0.3019019,1.9286164000000001,1,1,1
494,2.7941103,1.7894862,0,0,1
923,0.04892707,2.4857082000000004,1,1,1
279,2.1760347,1.4125593,0,0,1
638,3.0895936,2.0155916,0,0,1
485,1.900765,1.7152629000000001,0,0,1
568,3.0348346,1.2035465,0,0,1
108,-0.3629436,1.7053677,1,1,1
367,-2.3172789000000003,2.0708876,1,1,1
644,1.3712596000000001,2.0600686,1,0,0
785,0.39369768,1.1293911,1,0,0
873,2.901178,1.410872,0,0,1
65,-1.8792421000000001,2.1986272000000002,1,1,1
902,2.3374467,1.7566308999999998,0,0,1
317,3.0973325000000003,2.6770597,0,0,1
636,2.0772494999999997,2.7095656000000004,1,1,1
666,0.02929151,2.4453720000000003,1,1,1
789,0.33051544,2.1940708,1,0,0
958,2.1643295,2.021231,0,0,1
214,0.23749375,1.1363788000000001,1,1,1
97,2.3923360000000002,1.3226961000000002,0,0,1
583,2.52733,1.1572223999999998,0,0,1
466,2.0000653,0.5106206,0,0,1
523,-0.40934002,2.5199912,1,1,1
255,1.3001181999999998,2.1781203999999996,1,1,1
385,0.522679,2.025556,1,1,1
545,-1.4180151,1.1750538000000001,1,1,1
382,0.93374217,-1.8038721999999998,0,0,1
489,-1.386336,2.0889058,1,1,1
513,0.51134515,-3.0902164,0,0,1
780,1.2369151000000003,-1.4998521,0,0,1
904,0.84759456,2.0326393,1,1,1
122,1.0057962,2.462613,1,1,1
946,2.8902876,0.5394039,0,0,1
60,2.3069724999999996,1.6699324,0,0,1
844,1.8027412,-1.7546427,0,0,1
372,0.48280280000000003,1.6708394,1,1,1
283,1.8104448,1.2109405,0,0,1
939,2.7282347999999996,1.8975171000000002,0,0,1
608,3.173378,1.0714068,0,0,1
495,1.5647950000000002,-1.5262893,0,0,1
630,0.33033466,1.9147087,1,1,1
596,3.3416593,0.4286031,0,0,1
713,0.6541581,0.19071758,0,1,0
753,-0.45634973,1.9018126,1,1,1
624,0.4945935,1.7690947,1,1,1
312,0.52619016,2.0255704,1,1,1
8,-1.1067325000000001,2.0836005,1,1,1
529,1.1609530000000001,2.2255802000000005,1,1,1
876,0.1041539,1.9959848999999998,1,1,1
101,0.75886595,1.8425093000000001,1,1,1
615,2.866841,1.7863453999999999,0,0,1
520,2.9914622000000004,1.4725257,0,0,1
249,1.382227,1.1201565,0,0,1
278,0.4607465,0.9421298,1,0,0
424,0.73395485,2.2889266,1,1,1
384,2.7071033,1.1617851000000001,0,0,1
395,-0.98776865,2.1133237,1,1,1
54,0.9344386999999998,2.3836334,1,1,1
34,1.8042532999999998,-0.048108517999999996,0,0,1
271,2.5155492,1.5361603000000001,0,0,1
30,-0.23248920000000003,1.7345793,1,1,1
403,0.84181774,2.4925952000000002,1,1,1
757,1.1395632,1.3484121999999998,1,1,1
975,-0.85815305,1.6095669,1,1,1
990,1.4160726000000001,2.0986445,1,1,1
457,2.8862417000000002,0.6940594,0,0,1
362,2.656567,1.1400865,0,0,1
860,-0.8757964,2.0933870999999997,1,1,1
483,1.1367753,-1.0843258,0,0,1
580,1.8180873,2.1330485,1,1,1
986,0.48651350000000004,-0.39983547,0,0,1
688,-4.1375475,-0.06997329,1,1,1
864,1.3369133,2.1521133999999997,1,1,1
927,0.08016756,2.3510988,1,1,1
378,3.1778736000000003,1.0833688,0,0,1
320,3.3789562999999996,0.7276291,0,0,1
942,3.4707987,-0.029963791,0,0,1
351,0.5166922,0.6362158,1,1,1
418,3.7402034,2.3757517000000004,0,0,1
945,2.4031327,1.2606826,0,0,1
795,1.3513588,3.6289933,1,1,1
145,1.3325765,1.9803523,1,1,1
826,-1.6583756999999997,0.67672205,1,1,1
492,-1.0592351999999998,-0.76595116,1,1,1
751,-0.48318705,1.4575608,1,1,1
240,1.596578,1.7747529,1,1,1
648,-0.358298,1.6018541000000002,1,1,1
886,2.2031188,-0.5892409000000001,0,0,1
144,1.6805276999999998,1.2985193000000002,0,1,0
767,-0.40779662,2.3683183,1,1,1
999,-0.08850989,-0.9226392,0,0,1
