,log_prob_0,log_prob_1,higher_prob,label,calibrated
993,1.3919561000000003,1.1179646,0,1,0
859,0.9747615,0.11820839,0,1,0
298,1.7314777,1.1130189,0,1,0
553,1.6748185000000002,0.40592290000000003,0,0,1
672,1.8462782,1.3043338,0,1,0
971,0.9561988000000001,1.3113763,1,1,1
27,0.85570633,0.6322258000000001,0,1,0
231,0.91499984,-0.40193334,0,1,0
306,1.3200839,0.21013289999999998,0,0,1
706,1.0909786,-0.61015123,0,0,1
496,0.5991065999999999,-0.28835237,0,1,0
558,0.35361305,0.34573245,0,1,0
784,1.4338089,1.0012318999999998,0,1,0
239,1.290138,1.3397793,1,1,1
578,1.0607771000000001,0.78452384,0,1,0
55,1.5461072,0.22584054,0,0,1
906,1.0287124,0.41495699999999996,0,1,0
175,0.35549974,0.57126683,1,1,1
14,1.9043176,1.1318887,0,0,1
77,1.0619261,1.0781112,1,1,1
31,1.5341129999999998,1.5304554,0,1,0
481,0.7593901,0.44257575,0,1,0
310,1.0913923,-0.10812673,0,0,1
311,2.256078,0.41614988,0,0,1
883,1.2662403999999998,0.8260021000000001,0,1,0
788,2.1830206000000003,1.5826053999999998,0,0,1
45,1.5181386000000001,0.5195161,0,0,1
103,0.41697782,0.7300615,1,1,1
760,1.3540733,0.6572019,0,1,0
1,1.7039026999999998,1.6968164000000001,0,1,0
823,1.9915462,-0.43657953,0,0,1
710,2.2959497000000004,1.1240735,0,0,1
614,0.32822890000000005,0.54938656,1,1,1
790,1.2197617,-0.28277746,0,1,0
408,0.088464044,1.2146177,1,1,1
736,0.67414254,1.1632178,1,1,1
957,1.136724,1.403969,1,1,1
366,1.4441613000000002,-1.6723659,0,0,1
918,1.0064988000000001,-0.7136164,0,1,0
267,1.5505938999999997,-0.8639691999999999,0,0,1
230,0.88152516,0.8437228999999999,0,1,0
996,0.33442405,-0.11229791,0,1,0
635,1.34873,1.1805358999999997,0,1,0
698,0.6938204000000001,0.032810837,0,1,0
251,0.9725101999999999,-0.052249193,0,1,0
783,1.5352364,-0.16544834,0,0,1
819,0.97464085,-0.93889207,0,0,1
141,1.2620158000000001,1.0838732,0,1,0
316,1.0939558,0.74678135,0,1,0
587,1.8577398999999997,0.35940427,0,0,1
