,log_prob_0,log_prob_1,higher_prob,label,calibrated
993,1.0869870000000001,-0.8561553,0,0,1
859,1.5230488000000002,0.6001699,0,0,1
298,1.6472218,0.6592189,0,0,1
553,1.2762779,0.81621814,0,1,0
672,0.83314097,-0.30285978,0,1,0
971,1.2355053,0.40652916,0,1,0
27,2.2473116,0.27899850000000004,0,0,1
231,1.5528388000000002,0.038438707999999995,0,0,1
306,1.9030029999999998,0.7856687,0,0,1
706,1.9628055,0.82414484,0,0,1
496,1.6268194999999999,-0.46327305,0,0,1
558,1.0486191999999999,1.1837031999999998,1,1,1
784,0.9085209000000001,0.0637593,0,1,0
239,0.9075183000000001,0.14495999,0,1,0
578,1.4980868999999999,0.13087884,0,1,0
55,1.0649526000000002,0.02346766,0,0,1
906,1.4679803,1.4985973999999997,1,1,1
175,1.6855714,0.8165060000000001,0,1,0
14,1.7111456000000003,0.527048,0,0,1
77,0.86160874,0.18413153,0,1,0
31,0.52456486,0.27480724,0,1,0
481,2.1496058,-0.1086379,0,0,1
310,0.7337654,0.18406415,0,1,0
311,0.80753696,-0.34585659999999996,0,0,1
883,0.8689593000000001,0.6503593000000001,0,1,0
788,0.9825902,0.5722010000000001,0,1,0
45,1.2999198,-0.5310739000000001,0,0,1
103,1.2173556,0.19310106,0,1,0
760,2.0227265,1.0124013,0,0,1
1,1.0179207000000001,-0.16432008,0,1,0
823,1.6448523000000002,0.11690757,0,0,1
710,1.1923466999999999,0.66050357,0,1,0
614,0.23071094,-1.6408459999999998,0,1,0
790,0.91639996,-1.0407534,0,1,0
408,0.79650354,-0.93374425,0,0,1
736,1.9058741000000001,-0.51378435,0,0,1
957,1.638927,0.90472186,0,1,0
366,1.8661459999999999,0.54944843,0,0,1
918,0.98256993,0.5824574,0,1,0
267,1.2819413,0.6846484,0,1,0
230,1.061652,0.89078814,0,1,0
996,0.98084384,-0.98765695,0,1,0
635,0.88211215,1.1706116000000002,1,1,1
698,1.5524626,0.63937443,0,0,1
251,1.315896,-0.576897,0,0,1
783,1.0731882,0.14160328,0,0,1
819,1.5832899,0.24288905,0,0,1
141,1.7337928,0.83065414,0,0,1
316,0.89452875,-0.29747272,0,1,0
587,1.1223687,0.8325478000000001,0,1,0
331,2.2303853,0.5612322,0,0,1
295,1.0431647,1.0958767,1,0,0
