,log_prob_0,log_prob_1,higher_prob,label,calibrated
993,1.5147395000000001,1.080897,0,1,0
859,1.592562,-0.9246460999999999,0,0,1
298,1.706057,1.0581803,0,0,1
553,1.179714,0.40714285,0,1,0
672,1.5591516,1.2075803,0,1,0
971,1.7250704,-0.25912085,0,0,1
27,-0.13902691,0.34635484,1,1,1
231,1.4911656,-0.49728190000000005,0,0,1
306,1.4252235,0.12419651400000001,0,0,1
706,1.5276625,-0.5015430999999999,0,1,0
496,0.27783024,-0.3215943,0,1,0
558,1.9938083999999998,-1.0772715,0,0,1
784,1.7469584999999999,0.7321701999999999,0,0,1
239,1.5858152,1.1470432,0,0,1
578,1.3841938999999999,0.14690474,0,0,1
55,1.2676066000000001,-0.32296807,0,0,1
906,0.6351734,0.27781612,0,1,0
175,1.6222901,-0.25107747,0,0,1
14,1.6360197,0.7643968000000001,0,0,1
77,0.6207804,1.0863746,1,1,1
31,1.5402733999999998,1.0072957,0,1,0
481,1.6814401,0.43935597,0,0,1
310,0.83847743,-0.28958017,0,1,0
311,0.7288005,0.9318863000000002,1,1,1
883,1.1235001,0.19462228,0,0,1
788,1.7931311,1.9726491999999998,1,1,1
45,1.6560743000000002,0.8702154000000001,0,1,0
103,0.7209496999999999,0.44853059999999995,0,1,0
760,0.9697196,0.5677469,0,1,0
1,2.0470976999999997,0.68777406,0,0,1
823,0.91379225,0.6294725999999999,0,1,0
710,1.4493247999999999,0.8742274,0,1,0
614,0.9916488000000001,0.5744768,0,1,0
790,1.1812770000000001,0.36561728,0,1,0
408,1.4055066999999999,-0.584899,0,0,1
736,1.5026378999999999,0.62832487,0,0,1
957,2.2354112,0.32164407,0,0,1
366,0.49454090000000006,0.33417934,0,1,0
918,0.9479685999999999,-0.7785207,0,1,0
267,1.0387697,0.027410656000000002,0,1,0
230,0.47270644,0.35021845,0,1,0
996,1.0969478000000001,-0.7645769,0,0,1
635,1.863217,0.88239336,0,0,1
698,1.410255,-0.59053016,0,0,1
251,1.1520555000000001,0.50297594,0,1,0
783,0.042338237,0.92546874,1,1,1
819,0.48305172,-0.3777954,0,1,0
141,0.5031978,0.91680056,1,1,1
316,1.2134513999999998,0.61662066,0,1,0
587,1.6299348999999999,0.22844498,0,0,1
331,2.0311356,1.154633,0,0,1
295,-0.6371474,0.35533905,1,1,1
262,1.290067,0.026236251000000002,0,0,1
432,0.64405715,0.6496418,1,1,1
862,0.8258709999999999,0.18562594,0,1,0
582,1.7021529999999998,-0.46503294,0,0,1
272,1.1056907,0.04682368,0,1,0
270,1.1530778,0.334652,0,0,1
987,0.8233499,0.27460419999999996,0,1,0
319,1.4139335,-0.09720436,0,0,1
569,0.37066013,0.34085876,0,1,0
643,1.8107466,0.5922468000000001,0,1,0
142,2.0552964,-0.5338859,0,0,1
202,1.7052283,0.15011653,0,0,1
413,1.9413373,-0.12745461,0,0,1
196,1.2913213,0.8770515999999999,0,1,0
264,0.6512816,0.8064474,1,1,1
531,1.6454004,-0.39756265,0,0,1
252,0.28224003,-0.56177163,0,1,0
576,0.7296581999999999,0.37106612,0,1,0
738,0.805002,0.9261575000000001,1,1,1
299,1.9470830000000001,0.8016800000000001,0,0,1
740,2.3649971,1.9269706999999998,0,0,1
247,1.228127,0.34161744,0,1,0
926,2.096124,0.8186084,0,0,1
412,1.0976569999999999,1.0087139999999999,0,1,0
389,0.39587873,0.6989253000000001,1,1,1
796,0.6706976,0.059184074,0,1,0
601,1.7748903999999999,0.08260500400000001,0,0,1
654,2.2550206000000004,-0.0074073374,0,0,1
261,0.41488472,-0.24192871,0,1,0
456,1.0561101000000002,0.9752903,0,1,0
386,0.8851603000000001,0.07293372,0,0,1
982,0.6114034,0.39553195,0,1,0
909,0.20064433,-0.20443757,0,0,1
693,1.514031,0.29746506,0,0,1
236,1.1026645,0.44115585,0,1,0
501,0.86259663,-0.8534463,0,1,0
497,0.68356586,0.02999381,0,1,0
874,1.1967181999999998,0.09815225,0,1,0
452,0.9231318000000001,-0.2771128,0,1,0
494,0.78410786,0.24886692,0,1,0
923,-6.4484763,-5.3457300000000005,1,0,0
279,1.1511589,0.24523765,0,1,0
638,1.3035091,0.62244976,0,1,0
485,0.52821815,-0.8267169,0,1,0
568,1.2646476,0.0160916,0,0,1
108,-0.11807844,0.02739741,1,1,1
367,1.4671333999999998,0.5054814000000001,0,1,0
644,0.5806215,-0.9349939,0,1,0
785,1.4261115,-1.1968485,0,0,1
873,1.0302886999999998,1.2588587,1,1,1
65,1.8157786,-0.03148088,0,0,1
902,1.3520515,0.16744453,0,0,1
317,1.4618722,-0.41082728,0,0,1
636,1.108659,-0.23177179999999997,0,0,1
666,0.61424935,-0.8537296999999998,0,1,0
789,1.5500116000000002,0.51076627,0,0,1
958,1.5635397,-0.8679154,0,0,1
214,1.4737519,0.053712815,0,0,1
97,1.7862494,0.010126084,0,0,1
583,1.9249026999999999,0.6897689,0,0,1
466,1.3159851999999999,-0.32305235,0,0,1
523,1.7866464,0.88723016,0,1,0
255,-0.060441225999999994,-0.59536105,0,1,0
385,1.4337229,0.6248694,0,0,1
545,1.1491027,-0.17115396,0,1,0
382,1.1157691,0.15215924,0,0,1
489,1.7276253000000001,-1.2565293,0,0,1
513,0.34279147,0.625268,1,1,1
780,1.4952258,0.45973682,0,1,0
904,1.6528506,-0.5691081,0,1,0
122,0.66424984,0.14220127,0,1,0
946,1.7384856,-0.6970939,0,0,1
60,2.054296,0.82585776,0,0,1
844,2.4320705,-0.24644539,0,0,1
372,1.5230226999999998,0.53454965,0,1,0
283,0.54640466,0.2649059,0,1,0
939,0.7885356,0.18023211,0,1,0
608,1.1655898999999998,0.34731075,0,0,1
495,1.9496918,0.23989119,0,0,1
630,1.3403969,-0.30454445,0,0,1
596,1.6872214,0.72241867,0,1,0
713,2.1575532,0.41522518,0,0,1
753,1.281814,-0.0049952270000000005,0,0,1
624,1.0761573,-0.082416445,0,1,0
312,0.98659825,-0.47762263,0,1,0
8,0.022255122999999998,-0.09596508,0,1,0
529,1.7028811000000001,-0.11929601,0,0,1
876,0.81677234,-0.27865959999999995,0,1,0
101,1.5569986,0.67964745,0,0,1
615,0.7180368,-0.19738752,0,0,1
520,2.143217,0.3695473,0,0,1
249,0.98502016,0.37409124,0,1,0
278,1.8319994,0.87333834,0,0,1
424,1.4504995,-0.37962946,0,1,0
384,1.4504416,1.7542284,1,1,1
395,0.46983522,0.8005688,1,1,1
54,1.0156512,1.5536975,1,1,1
34,0.73706436,0.011643276000000001,0,0,1
271,1.8249308999999998,0.9683436,0,0,1
30,1.1655678999999999,1.0513992,0,1,0
403,1.839748,0.3272732,0,0,1
757,1.105583,-0.33691108,0,0,1
975,1.3475409999999999,0.01952812,0,0,1
990,1.4977298000000001,0.15665147,0,0,1
457,1.0426517,0.33261576,0,1,0
362,1.7930877,0.09592426,0,0,1
860,1.1694893999999998,-0.21519172,0,0,1
483,1.2422683,0.44039568,0,0,1
580,1.2617631,-0.30056409999999995,0,0,1
986,2.048468,-0.28335732,0,0,1
688,1.266947,0.6951229999999999,0,1,0
864,-0.06855957,0.6868755999999999,1,1,1
927,1.5706278999999999,-0.7635236999999999,0,1,0
378,2.03003,0.41560563,0,0,1
320,1.9259941999999999,0.44099495,0,0,1
942,2.0287993,0.25190714,0,0,1
351,1.8825824,-0.16975471,0,0,1
418,0.8662700000000001,-0.26291972,0,1,0
945,0.721767,0.59473866,0,1,0
795,1.0541937,-0.031582832000000005,0,1,0
145,1.7071664,-0.825728,0,0,1
826,1.052691,0.6979036,0,1,0
492,1.6468406000000002,0.76788104,0,1,0
751,0.40319299999999997,1.1270504,1,1,1
240,0.5620272,-0.10684460400000001,0,0,1
648,0.7443196999999999,-0.25550967,0,1,0
886,0.4621585,1.0533719,1,1,1
144,0.6851921,0.6793433000000001,0,1,0
767,2.4328637000000004,0.38326198,0,0,1
999,0.9882214,0.51526797,0,1,0
467,0.73456275,0.8486670000000001,1,1,1
315,0.71645355,0.033297032000000004,0,1,0
989,1.1244286000000001,-0.37716293,0,1,0
922,1.0945703000000002,0.1562132,0,1,0
717,-0.14127162,0.21324933,1,1,1
458,1.7179232,-0.07788338,0,0,1
773,1.1614778000000001,0.72008216,0,0,1
204,0.54998064,0.005280316,0,1,0
834,0.52633286,0.5860299,1,1,1
832,1.0961136999999999,-0.14333618,0,1,0
435,1.2289972,0.02562958,0,0,1
5,1.188556,-0.26880032,0,0,1
769,1.6241894,0.98513365,0,0,1
679,1.5093956,1.1026121000000002,0,1,0
722,1.5796627,0.10063487,0,0,1
215,1.2082825000000001,0.7918998,0,1,0
653,1.1225051000000001,0.56632376,0,1,0
150,1.2462652,-0.3599059,0,1,0
687,0.9778427,-0.26551002,0,1,0
500,1.5578597,-0.17280099,0,0,1
332,1.6531223999999998,0.51711833,0,0,1
979,-0.11305232,0.5816071999999999,1,1,1
817,1.7081515,0.037207603,0,0,1
620,0.7803741999999999,0.51983654,0,1,0
814,0.90766543,0.21447861,0,1,0
516,0.925918,-0.29135427,0,0,1
518,2.2134387,1.1090841999999999,0,0,1
940,1.0059241,-0.21206346,0,0,1
113,1.8196186,-0.6468803000000001,0,0,1
612,0.80677325,0.85161424,1,1,1
37,2.3262131,0.79652804,0,0,1
894,1.9578917000000002,1.1445947,0,0,1
895,1.1649762,0.9407701999999999,0,1,0
992,0.9519883,-0.16897073,0,0,1
158,-0.0058584213000000005,-0.19949128,0,1,0
154,1.4413383,0.19223505,0,1,0
40,0.5611864000000001,-0.20407464,0,0,1
585,1.6230944,0.3683886,0,1,0
805,1.6344949,0.5689163,0,0,1
592,1.427756,0.7419323,0,1,0
964,1.3470373,-0.31095377,0,0,1
266,1.5080363,0.47421634,0,1,0
406,1.4819406000000002,0.7217306,0,1,0
294,1.2892787,0.8218315999999999,0,1,0
604,1.7924508999999997,-0.6643163000000001,0,0,1
522,1.5002568,0.6829181,0,1,0
18,1.3053396000000002,-0.11816451,0,0,1
425,0.46382594,-0.6207859,0,0,1
527,1.4550712,-1.0598370000000001,0,0,1
308,1.4439764,-0.40220043,0,0,1
622,0.8877045,-1.3877115,0,0,1
794,1.2484428,0.5669436,0,1,0
62,1.306376,0.14907166,0,1,0
79,0.8079219,0.68335307,0,1,0
680,1.2494937,-0.40262732,0,0,1
193,1.8264487,-0.46843356,0,0,1
750,1.3683686000000002,0.86951226,0,1,0
181,1.3876559,0.46743354,0,1,0
535,2.0832245,1.4644355,0,0,1
