null,0,1,label,selection
"Solution 1: pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl.
Solution 2: pour the hot fudge over ice cream that has been pulled out of the freezer and softened for fifteen minutes, then scooped out of it's container with an ice cream scoop into a bowl.

Goal: To pour hot fudge over ice cream before serving,

Given the goal, what is the correct solution?

Answer by copying the correct solution","Solution 1: pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl.
Solution 2: pour the hot fudge over ice cream that has been pulled out of the freezer and softened for fifteen minutes, then scooped out of it's container with an ice cream scoop into a bowl.

Goal: To pour hot fudge over ice cream before serving,

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl.","Solution 1: pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl.
Solution 2: pour the hot fudge over ice cream that has been pulled out of the freezer and softened for fifteen minutes, then scooped out of it's container with an ice cream scoop into a bowl.

Goal: To pour hot fudge over ice cream before serving,

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>pour the hot fudge over ice cream that has been pulled out of the freezer and softened for fifteen minutes, then scooped out of it's container with an ice cream scoop into a bowl.",0,"[""pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl."", ""pour the hot fudge over ice cream that has been pulled out of the freezer and softened for fifteen minutes, then scooped out of it's container with an ice cream scoop into a bowl.""]"
"Solution 1: Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.
Solution 2: Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the bottom of the line

Goal: how to measure liquids

Given the goal, what is the correct solution?

Answer by copying the correct solution","Solution 1: Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.
Solution 2: Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the bottom of the line

Goal: how to measure liquids

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.","Solution 1: Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.
Solution 2: Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the bottom of the line

Goal: how to measure liquids

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the bottom of the line",1,"['Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.', 'Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the bottom of the line']"
"Solution 1: Cover brush head with pantyhose, use a pen to push down and collect hair.
Solution 2: Cover brush head with saran wrap, use a pen to push down and collect hair.

Goal: Remove hair from hair brush.

Given the goal, what is the correct solution?

Answer by copying the correct solution","Solution 1: Cover brush head with pantyhose, use a pen to push down and collect hair.
Solution 2: Cover brush head with saran wrap, use a pen to push down and collect hair.

Goal: Remove hair from hair brush.

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>Cover brush head with pantyhose, use a pen to push down and collect hair.","Solution 1: Cover brush head with pantyhose, use a pen to push down and collect hair.
Solution 2: Cover brush head with saran wrap, use a pen to push down and collect hair.

Goal: Remove hair from hair brush.

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>Cover brush head with saran wrap, use a pen to push down and collect hair.",0,"['Cover brush head with pantyhose, use a pen to push down and collect hair.', 'Cover brush head with saran wrap, use a pen to push down and collect hair.']"
"Solution 1: Heat the edges of the rod
Solution 2: Sand the edges of the rod

Goal: To smooth a wooden rod so that you can drill into it, you can

Given the goal, what is the correct solution?

Answer by copying the correct solution","Solution 1: Heat the edges of the rod
Solution 2: Sand the edges of the rod

Goal: To smooth a wooden rod so that you can drill into it, you can

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>Heat the edges of the rod","Solution 1: Heat the edges of the rod
Solution 2: Sand the edges of the rod

Goal: To smooth a wooden rod so that you can drill into it, you can

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>Sand the edges of the rod",1,"['Heat the edges of the rod', 'Sand the edges of the rod']"
"Solution 1: can hold a car easily.
Solution 2: can hold a bowling ball easily.

Goal: bath tub

Given the goal, what is the correct solution?

Answer by copying the correct solution","Solution 1: can hold a car easily.
Solution 2: can hold a bowling ball easily.

Goal: bath tub

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>can hold a car easily.","Solution 1: can hold a car easily.
Solution 2: can hold a bowling ball easily.

Goal: bath tub

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>can hold a bowling ball easily.",1,"['can hold a car easily.', 'can hold a bowling ball easily.']"
"Solution 1: Use a toothpick to poke the center it should come out gooey.
Solution 2: Use a toothpick to poke the center it should come out clean.

Goal: How can I check and see if cupcakes are done?

Given the goal, what is the correct solution?

Answer by copying the correct solution","Solution 1: Use a toothpick to poke the center it should come out gooey.
Solution 2: Use a toothpick to poke the center it should come out clean.

Goal: How can I check and see if cupcakes are done?

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>Use a toothpick to poke the center it should come out gooey.","Solution 1: Use a toothpick to poke the center it should come out gooey.
Solution 2: Use a toothpick to poke the center it should come out clean.

Goal: How can I check and see if cupcakes are done?

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>Use a toothpick to poke the center it should come out clean.",1,"['Use a toothpick to poke the center it should come out gooey.', 'Use a toothpick to poke the center it should come out clean.']"
"Solution 1: tear off all the wrapping.
Solution 2: cut off the wrapping paper.

Goal: how do you open a wrapped present?

Given the goal, what is the correct solution?

Answer by copying the correct solution","Solution 1: tear off all the wrapping.
Solution 2: cut off the wrapping paper.

Goal: how do you open a wrapped present?

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>tear off all the wrapping.","Solution 1: tear off all the wrapping.
Solution 2: cut off the wrapping paper.

Goal: how do you open a wrapped present?

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>cut off the wrapping paper.",0,"['tear off all the wrapping.', 'cut off the wrapping paper.']"
"Solution 1: can melt butter 
Solution 2: can melt copper 

Goal: slow cooker

Given the goal, what is the correct solution?

Answer by copying the correct solution","Solution 1: can melt butter 
Solution 2: can melt copper 

Goal: slow cooker

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>can melt butter","Solution 1: can melt butter 
Solution 2: can melt copper 

Goal: slow cooker

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>can melt copper",0,"['can melt butter', 'can melt copper']"
"Solution 1: cleans hair from dirt
Solution 2: cleans clothes from dirt

Goal: shampoo

Given the goal, what is the correct solution?

Answer by copying the correct solution","Solution 1: cleans hair from dirt
Solution 2: cleans clothes from dirt

Goal: shampoo

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>cleans hair from dirt","Solution 1: cleans hair from dirt
Solution 2: cleans clothes from dirt

Goal: shampoo

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>cleans clothes from dirt",0,"['cleans hair from dirt', 'cleans clothes from dirt']"
"Solution 1: Place it on the grill for a few minutes
Solution 2: Place it in the freezer for a few minutes

Goal: To toast a hamburger bun, you can

Given the goal, what is the correct solution?

Answer by copying the correct solution","Solution 1: Place it on the grill for a few minutes
Solution 2: Place it in the freezer for a few minutes

Goal: To toast a hamburger bun, you can

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>Place it on the grill for a few minutes","Solution 1: Place it on the grill for a few minutes
Solution 2: Place it in the freezer for a few minutes

Goal: To toast a hamburger bun, you can

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>Place it in the freezer for a few minutes",0,"['Place it on the grill for a few minutes', 'Place it in the freezer for a few minutes']"
"Solution 1: will decimate fish from the ocean into digestible pieces
Solution 2: will decimate a full cow into digestible pieces

Goal: Butcher Shop

Given the goal, what is the correct solution?

Answer by copying the correct solution","Solution 1: will decimate fish from the ocean into digestible pieces
Solution 2: will decimate a full cow into digestible pieces

Goal: Butcher Shop

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>will decimate fish from the ocean into digestible pieces","Solution 1: will decimate fish from the ocean into digestible pieces
Solution 2: will decimate a full cow into digestible pieces

Goal: Butcher Shop

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>will decimate a full cow into digestible pieces",1,"['will decimate fish from the ocean into digestible pieces', 'will decimate a full cow into digestible pieces']"
"Solution 1: put the game into the slot and push in
Solution 2: put the movie into the slot and push in

Goal: How do I put a game in an Xbox

Given the goal, what is the correct solution?

Answer by copying the correct solution","Solution 1: put the game into the slot and push in
Solution 2: put the movie into the slot and push in

Goal: How do I put a game in an Xbox

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>put the game into the slot and push in","Solution 1: put the game into the slot and push in
Solution 2: put the movie into the slot and push in

Goal: How do I put a game in an Xbox

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>put the movie into the slot and push in",0,"['put the game into the slot and push in', 'put the movie into the slot and push in']"
"Solution 1: Feed the healthy food, water, food supplements and take them to the vet regularly.
Solution 2: Feed the healthy protein, water, medical supplements and take them to the zoo regularly.

Goal: How to make sure your pet is healthy?

Given the goal, what is the correct solution?

Answer by copying the correct solution","Solution 1: Feed the healthy food, water, food supplements and take them to the vet regularly.
Solution 2: Feed the healthy protein, water, medical supplements and take them to the zoo regularly.

Goal: How to make sure your pet is healthy?

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>Feed the healthy food, water, food supplements and take them to the vet regularly.","Solution 1: Feed the healthy food, water, food supplements and take them to the vet regularly.
Solution 2: Feed the healthy protein, water, medical supplements and take them to the zoo regularly.

Goal: How to make sure your pet is healthy?

Given the goal, what is the correct solution?

Answer by copying the correct solution</s></s>Feed the healthy protein, water, medical supplements and take them to the zoo regularly.",0,"['Feed the healthy food, water, food supplements and take them to the vet regularly.', 'Feed the healthy protein, water, medical supplements and take them to the zoo regularly.']"
