null,0,1,label,selection
"To pour hot fudge over ice cream before serving,","To pour hot fudge over ice cream before serving,</s></s>pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl.","To pour hot fudge over ice cream before serving,</s></s>pour the hot fudge over ice cream that has been pulled out of the freezer and softened for fifteen minutes, then scooped out of it's container with an ice cream scoop into a bowl.",0,"[""pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl."", ""pour the hot fudge over ice cream that has been pulled out of the freezer and softened for fifteen minutes, then scooped out of it's container with an ice cream scoop into a bowl.""]"
how to measure liquids,how to measure liquids</s></s>bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.,how to measure liquids</s></s>bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the bottom of the line,1,"['bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.', 'bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the bottom of the line']"
Remove hair from hair brush.,"Remove hair from hair brush.</s></s>cover brush head with pantyhose, use a pen to push down and collect hair.","Remove hair from hair brush.</s></s>cover brush head with saran wrap, use a pen to push down and collect hair.",0,"['cover brush head with pantyhose, use a pen to push down and collect hair.', 'cover brush head with saran wrap, use a pen to push down and collect hair.']"
"To smooth a wooden rod so that you can drill into it, you can","To smooth a wooden rod so that you can drill into it, you can</s></s>heat the edges of the rod","To smooth a wooden rod so that you can drill into it, you can</s></s>sand the edges of the rod",1,"['heat the edges of the rod', 'sand the edges of the rod']"
bath tub,bath tub</s></s>can hold a car easily.,bath tub</s></s>can hold a bowling ball easily.,1,"['can hold a car easily.', 'can hold a bowling ball easily.']"
How can I check and see if cupcakes are done?,How can I check and see if cupcakes are done?</s></s>use a toothpick to poke the center it should come out gooey.,How can I check and see if cupcakes are done?</s></s>use a toothpick to poke the center it should come out clean.,1,"['use a toothpick to poke the center it should come out gooey.', 'use a toothpick to poke the center it should come out clean.']"
how do you open a wrapped present?,how do you open a wrapped present?</s></s>tear off all the wrapping.,how do you open a wrapped present?</s></s>cut off the wrapping paper.,0,"['tear off all the wrapping.', 'cut off the wrapping paper.']"
slow cooker,slow cooker</s></s>can melt butter,slow cooker</s></s>can melt copper,0,"['can melt butter', 'can melt copper']"
shampoo,shampoo</s></s>cleans hair from dirt,shampoo</s></s>cleans clothes from dirt,0,"['cleans hair from dirt', 'cleans clothes from dirt']"
"To toast a hamburger bun, you can","To toast a hamburger bun, you can</s></s>place it on the grill for a few minutes","To toast a hamburger bun, you can</s></s>place it in the freezer for a few minutes",0,"['place it on the grill for a few minutes', 'place it in the freezer for a few minutes']"
Butcher Shop,Butcher Shop</s></s>will decimate fish from the ocean into digestible pieces,Butcher Shop</s></s>will decimate a full cow into digestible pieces,1,"['will decimate fish from the ocean into digestible pieces', 'will decimate a full cow into digestible pieces']"
How do I put a game in an Xbox,How do I put a game in an Xbox</s></s>put the game into the slot and push in,How do I put a game in an Xbox</s></s>put the movie into the slot and push in,0,"['put the game into the slot and push in', 'put the movie into the slot and push in']"
How to make sure your pet is healthy?,"How to make sure your pet is healthy?</s></s>feed the healthy food, water, food supplements and take them to the vet regularly.","How to make sure your pet is healthy?</s></s>feed the healthy protein, water, medical supplements and take them to the zoo regularly.",0,"['feed the healthy food, water, food supplements and take them to the vet regularly.', 'feed the healthy protein, water, medical supplements and take them to the zoo regularly.']"
"To become more mindful during activities,","To become more mindful during activities,</s></s>meditate and concentrate on everything in the present moment.","To become more mindful during activities,</s></s>keep your eyes closed for better focus and then try to relax and sleep.",0,"['meditate and concentrate on everything in the present moment.', 'keep your eyes closed for better focus and then try to relax and sleep.']"
What tools do you need to make a suncatcher?,"What tools do you need to make a suncatcher?</s></s>you need tape, a CD, a printed design, and tape.","What tools do you need to make a suncatcher?</s></s>you need tape, a CD, a printed design, and a VHS tape.",0,"['you need tape, a CD, a printed design, and tape.', 'you need tape, a CD, a printed design, and a VHS tape.']"
How to Prepare Colored Pencils to Make Easy Pen Holder,"How to Prepare Colored Pencils to Make Easy Pen Holder</s></s>to prepare the colored pencils to make your pen holder, you'll want to cut each one to 6.5cm. You can do this quickly by carefully using a file.","How to Prepare Colored Pencils to Make Easy Pen Holder</s></s>to prepare the colored pencils to make your pen holder, you'll want to cut each one to 6.5cm. You can do this quickly by carefully using a mitre saw.",1,"[""to prepare the colored pencils to make your pen holder, you'll want to cut each one to 6.5cm. You can do this quickly by carefully using a file."", ""to prepare the colored pencils to make your pen holder, you'll want to cut each one to 6.5cm. You can do this quickly by carefully using a mitre saw.""]"
The best nail to use at every crossing of a roofing job,The best nail to use at every crossing of a roofing job</s></s>the use of a 160 mil nail at every crossing is the best.,The best nail to use at every crossing of a roofing job</s></s>the use of any nail available to make the roofing job is advised.,0,"['the use of a 160 mil nail at every crossing is the best.', 'the use of any nail available to make the roofing job is advised.']"
how do you stream a movie?,how do you stream a movie?</s></s>watch it on your tv.,how do you stream a movie?</s></s>watch it over the internet.,1,"['watch it on your tv.', 'watch it over the internet.']"
How to remove water stains from shower glass?,"How to remove water stains from shower glass?</s></s>use shaving cream.Apply the shaving cream and let it sit for 15 minutes, then wipe off.","How to remove water stains from shower glass?</s></s>use whipped cream.Apply the whipped cream and let it sit for 15 minutes, then wipe off.",0,"['use shaving cream.Apply the shaving cream and let it sit for 15 minutes, then wipe off.', 'use whipped cream.Apply the whipped cream and let it sit for 15 minutes, then wipe off.']"
