null,0,1,label,selection
"I want to know the answer to the following question:
On where are most tourist attractions focused in Victoria?
All the background I'm provided with is that ""Most of these events are centred on Melbourne, but others occur in regional cities, such as the V8 Supercars and Australian Motorcycle Grand Prix at Phillip Island, the Grand Annual Steeplechase at Warrnambool and the Australian International Airshow at Geelong and numerous local festivals such as the popular Port Fairy Folk Festival, Queenscliff Music Festival, Bells Beach SurfClassic and the Bright Autumn Festival."". Is that enough to answer the question?","I want to know the answer to the following question:
On where are most tourist attractions focused in Victoria?
All the background I'm provided with is that ""Most of these events are centred on Melbourne, but others occur in regional cities, such as the V8 Supercars and Australian Motorcycle Grand Prix at Phillip Island, the Grand Annual Steeplechase at Warrnambool and the Australian International Airshow at Geelong and numerous local festivals such as the popular Port Fairy Folk Festival, Queenscliff Music Festival, Bells Beach SurfClassic and the Bright Autumn Festival."". Is that enough to answer the question?</s></s>yes","I want to know the answer to the following question:
On where are most tourist attractions focused in Victoria?
All the background I'm provided with is that ""Most of these events are centred on Melbourne, but others occur in regional cities, such as the V8 Supercars and Australian Motorcycle Grand Prix at Phillip Island, the Grand Annual Steeplechase at Warrnambool and the Australian International Airshow at Geelong and numerous local festivals such as the popular Port Fairy Folk Festival, Queenscliff Music Festival, Bells Beach SurfClassic and the Bright Autumn Festival."". Is that enough to answer the question?</s></s>no",0,"['yes', 'no']"
"I want to know the answer to the following question:
What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers?
All the background I'm provided with is that ""Indeed, this can be done by giving the same input to both inputs of the multiplication algorithm."". Is that enough to answer the question?","I want to know the answer to the following question:
What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers?
All the background I'm provided with is that ""Indeed, this can be done by giving the same input to both inputs of the multiplication algorithm."". Is that enough to answer the question?</s></s>yes","I want to know the answer to the following question:
What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers?
All the background I'm provided with is that ""Indeed, this can be done by giving the same input to both inputs of the multiplication algorithm."". Is that enough to answer the question?</s></s>no",0,"['yes', 'no']"
"I want to know the answer to the following question:
How are incomes distributed in Sweden?
All the background I'm provided with is that ""This pattern of higher incomes-longer lives still holds among poorer countries, where life expectancy increases rapidly as per capita income increases, but in recent decades it has slowed down among middle income countries and plateaued among the richest thirty or so countries in the world."". Is that enough to answer the question?","I want to know the answer to the following question:
How are incomes distributed in Sweden?
All the background I'm provided with is that ""This pattern of higher incomes-longer lives still holds among poorer countries, where life expectancy increases rapidly as per capita income increases, but in recent decades it has slowed down among middle income countries and plateaued among the richest thirty or so countries in the world."". Is that enough to answer the question?</s></s>yes","I want to know the answer to the following question:
How are incomes distributed in Sweden?
All the background I'm provided with is that ""This pattern of higher incomes-longer lives still holds among poorer countries, where life expectancy increases rapidly as per capita income increases, but in recent decades it has slowed down among middle income countries and plateaued among the richest thirty or so countries in the world."". Is that enough to answer the question?</s></s>no",1,"['yes', 'no']"
"I want to know the answer to the following question:
What is expected with the continuous input of sediment into the Dornbirner Ach?
All the background I'm provided with is that ""It is expected that the continuous input of sediment into the lake will silt up the lake."". Is that enough to answer the question?","I want to know the answer to the following question:
What is expected with the continuous input of sediment into the Dornbirner Ach?
All the background I'm provided with is that ""It is expected that the continuous input of sediment into the lake will silt up the lake."". Is that enough to answer the question?</s></s>yes","I want to know the answer to the following question:
What is expected with the continuous input of sediment into the Dornbirner Ach?
All the background I'm provided with is that ""It is expected that the continuous input of sediment into the lake will silt up the lake."". Is that enough to answer the question?</s></s>no",0,"['yes', 'no']"
"I want to know the answer to the following question:
What are some of the accepted general principles of European Union law?
All the background I'm provided with is that ""Accepted general principles of European Union Law include fundamental rights (see human rights), proportionality, legal certainty, equality before the law and subsidiarity."". Is that enough to answer the question?","I want to know the answer to the following question:
What are some of the accepted general principles of European Union law?
All the background I'm provided with is that ""Accepted general principles of European Union Law include fundamental rights (see human rights), proportionality, legal certainty, equality before the law and subsidiarity."". Is that enough to answer the question?</s></s>yes","I want to know the answer to the following question:
What are some of the accepted general principles of European Union law?
All the background I'm provided with is that ""Accepted general principles of European Union Law include fundamental rights (see human rights), proportionality, legal certainty, equality before the law and subsidiarity."". Is that enough to answer the question?</s></s>no",0,"['yes', 'no']"
"I want to know the answer to the following question:
Who was an important figure in the twentieth-century Islamic revival in India?
All the background I'm provided with is that ""Sayyid Abul Ala Maududi was an important early twentieth-century figure in the Islamic revival in India, and then after independence from Britain, in Pakistan."". Is that enough to answer the question?","I want to know the answer to the following question:
Who was an important figure in the twentieth-century Islamic revival in India?
All the background I'm provided with is that ""Sayyid Abul Ala Maududi was an important early twentieth-century figure in the Islamic revival in India, and then after independence from Britain, in Pakistan."". Is that enough to answer the question?</s></s>yes","I want to know the answer to the following question:
Who was an important figure in the twentieth-century Islamic revival in India?
All the background I'm provided with is that ""Sayyid Abul Ala Maududi was an important early twentieth-century figure in the Islamic revival in India, and then after independence from Britain, in Pakistan."". Is that enough to answer the question?</s></s>no",0,"['yes', 'no']"
"I want to know the answer to the following question:
What does chlorophyll use light energy to do?
All the background I'm provided with is that ""I contain light-harvesting complexes with chlorophyll and carotenoids that absorb light energy and use it to energize electrons."". Is that enough to answer the question?","I want to know the answer to the following question:
What does chlorophyll use light energy to do?
All the background I'm provided with is that ""I contain light-harvesting complexes with chlorophyll and carotenoids that absorb light energy and use it to energize electrons."". Is that enough to answer the question?</s></s>yes","I want to know the answer to the following question:
What does chlorophyll use light energy to do?
All the background I'm provided with is that ""I contain light-harvesting complexes with chlorophyll and carotenoids that absorb light energy and use it to energize electrons."". Is that enough to answer the question?</s></s>no",0,"['yes', 'no']"
"I want to know the answer to the following question:
What resolution were the cameras increased to for the game?
All the background I'm provided with is that ""CBS introduced new features during the telecast, including pylon cameras and microphones along with EyeVision 360—an array of 36 cameras along the upper deck that can be used to provide a 360-degree view of plays and ""bullet time"" effects."". Is that enough to answer the question?","I want to know the answer to the following question:
What resolution were the cameras increased to for the game?
All the background I'm provided with is that ""CBS introduced new features during the telecast, including pylon cameras and microphones along with EyeVision 360—an array of 36 cameras along the upper deck that can be used to provide a 360-degree view of plays and ""bullet time"" effects."". Is that enough to answer the question?</s></s>yes","I want to know the answer to the following question:
What resolution were the cameras increased to for the game?
All the background I'm provided with is that ""CBS introduced new features during the telecast, including pylon cameras and microphones along with EyeVision 360—an array of 36 cameras along the upper deck that can be used to provide a 360-degree view of plays and ""bullet time"" effects."". Is that enough to answer the question?</s></s>no",1,"['yes', 'no']"
"I want to know the answer to the following question:
What did Luther feel he made of Christ?
All the background I'm provided with is that ""Johann von Staupitz, his superior, pointed Luther's mind away from continual reflection upon his sins toward the merits of Christ."". Is that enough to answer the question?","I want to know the answer to the following question:
What did Luther feel he made of Christ?
All the background I'm provided with is that ""Johann von Staupitz, his superior, pointed Luther's mind away from continual reflection upon his sins toward the merits of Christ."". Is that enough to answer the question?</s></s>yes","I want to know the answer to the following question:
What did Luther feel he made of Christ?
All the background I'm provided with is that ""Johann von Staupitz, his superior, pointed Luther's mind away from continual reflection upon his sins toward the merits of Christ."". Is that enough to answer the question?</s></s>no",1,"['yes', 'no']"
"I want to know the answer to the following question:
What did the BankAmericard allow customers do to that they couldn't do with previous financial instruments?
All the background I'm provided with is that ""In 1976, BankAmericard was renamed and spun off into a separate company known today as Visa Inc."". Is that enough to answer the question?","I want to know the answer to the following question:
What did the BankAmericard allow customers do to that they couldn't do with previous financial instruments?
All the background I'm provided with is that ""In 1976, BankAmericard was renamed and spun off into a separate company known today as Visa Inc."". Is that enough to answer the question?</s></s>yes","I want to know the answer to the following question:
What did the BankAmericard allow customers do to that they couldn't do with previous financial instruments?
All the background I'm provided with is that ""In 1976, BankAmericard was renamed and spun off into a separate company known today as Visa Inc."". Is that enough to answer the question?</s></s>no",1,"['yes', 'no']"
