null,0,1,label,selection
"""They remained untouched for years."" or ""The family reminisced over the photos.""? The photo albums collected dust in the attic.  because","""They remained untouched for years."" or ""The family reminisced over the photos.""? The photo albums collected dust in the attic.  because</s></s>They remained untouched for years.","""They remained untouched for years."" or ""The family reminisced over the photos.""? The photo albums collected dust in the attic.  because</s></s>The family reminisced over the photos.",0,"['They remained untouched for years.', 'The family reminisced over the photos.']"
"""He got his suit altered."" or ""He got his shoes shined.""? The man gained weight.  so","""He got his suit altered."" or ""He got his shoes shined.""? The man gained weight.  so</s></s>He got his suit altered.","""He got his suit altered."" or ""He got his shoes shined.""? The man gained weight.  so</s></s>He got his shoes shined.",0,"['He got his suit altered.', 'He got his shoes shined.']"
"""The sender tried to solicit money from her."" or ""The sender requested a response from her.""? The woman deleted the email.  because","""The sender tried to solicit money from her."" or ""The sender requested a response from her.""? The woman deleted the email.  because</s></s>The sender tried to solicit money from her.","""The sender tried to solicit money from her."" or ""The sender requested a response from her.""? The woman deleted the email.  because</s></s>The sender requested a response from her.",0,"['The sender tried to solicit money from her.', 'The sender requested a response from her.']"
"""She sent the children to daycare."" or ""She gave up custody of the children.""? The mother needed help looking after her children.  so","""She sent the children to daycare."" or ""She gave up custody of the children.""? The mother needed help looking after her children.  so</s></s>She sent the children to daycare.","""She sent the children to daycare."" or ""She gave up custody of the children.""? The mother needed help looking after her children.  so</s></s>She gave up custody of the children.",0,"['She sent the children to daycare.', 'She gave up custody of the children.']"
"""The woman waved."" or ""The woman escaped.""? The woman spotted her friend from across the room.  because","""The woman waved."" or ""The woman escaped.""? The woman spotted her friend from across the room.  because</s></s>The woman waved.","""The woman waved."" or ""The woman escaped.""? The woman spotted her friend from across the room.  because</s></s>The woman escaped.",0,"['The woman waved.', 'The woman escaped.']"
"""Photographers followed her."" or ""Her family avoided her.""? The woman became famous.  so","""Photographers followed her."" or ""Her family avoided her.""? The woman became famous.  so</s></s>Photographers followed her.","""Photographers followed her."" or ""Her family avoided her.""? The woman became famous.  so</s></s>Her family avoided her.",0,"['Photographers followed her.', 'Her family avoided her.']"
"""The caller's phone lost reception."" or ""The caller waited on the line.""? The secretary put the caller on hold.  so","""The caller's phone lost reception."" or ""The caller waited on the line.""? The secretary put the caller on hold.  so</s></s>The caller's phone lost reception.","""The caller's phone lost reception."" or ""The caller waited on the line.""? The secretary put the caller on hold.  so</s></s>The caller waited on the line.",1,"[""The caller's phone lost reception."", 'The caller waited on the line.']"
"""They neglected to pay their rent."" or ""They got along with their landlord.""? The tenants were evicted from the apartment.  because","""They neglected to pay their rent."" or ""They got along with their landlord.""? The tenants were evicted from the apartment.  because</s></s>They neglected to pay their rent.","""They neglected to pay their rent."" or ""They got along with their landlord.""? The tenants were evicted from the apartment.  because</s></s>They got along with their landlord.",0,"['They neglected to pay their rent.', 'They got along with their landlord.']"
"""She wanted to ask her friend for a favor."" or ""She was irritated with her friend's whining.""? The woman lavished her friend with flattery.  because","""She wanted to ask her friend for a favor."" or ""She was irritated with her friend's whining.""? The woman lavished her friend with flattery.  because</s></s>She wanted to ask her friend for a favor.","""She wanted to ask her friend for a favor."" or ""She was irritated with her friend's whining.""? The woman lavished her friend with flattery.  because</s></s>She was irritated with her friend's whining.",0,"['She wanted to ask her friend for a favor.', ""She was irritated with her friend's whining.""]"
"""She ran away from home."" or ""She obeyed her parent's rules.""? The girl desired her parent's approval.  so","""She ran away from home."" or ""She obeyed her parent's rules.""? The girl desired her parent's approval.  so</s></s>She ran away from home.","""She ran away from home."" or ""She obeyed her parent's rules.""? The girl desired her parent's approval.  so</s></s>She obeyed her parent's rules.",1,"['She ran away from home.', ""She obeyed her parent's rules.""]"
