null,0,1,label,selection
"Sentence: To pour hot fudge over ice cream before serving, pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:","Sentence: To pour hot fudge over ice cream before serving, pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>To pour hot fudge over ice cream before serving, pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl.","Sentence: To pour hot fudge over ice cream before serving, pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>To pour hot fudge over ice cream before serving, pour the hot fudge over ice cream that has been pulled out of the freezer and softened for fifteen minutes, then scooped out of it's container with an ice cream scoop into a bowl.",0,"[""To pour hot fudge over ice cream before serving, pour the hot fudge over ice cream that has just been pulled from the freezer and scooped out of it's container with an ice cream scoop into a bowl."", ""To pour hot fudge over ice cream before serving, pour the hot fudge over ice cream that has been pulled out of the freezer and softened for fifteen minutes, then scooped out of it's container with an ice cream scoop into a bowl.""]"
"Sentence: how to measure liquids bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:","Sentence: how to measure liquids bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>how to measure liquids bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.","Sentence: how to measure liquids bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>how to measure liquids bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the bottom of the line",1,"['how to measure liquids bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.', 'how to measure liquids bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the bottom of the line']"
"Sentence: Remove hair from hair brush. cover brush head with pantyhose, use a pen to push down and collect hair.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:","Sentence: Remove hair from hair brush. cover brush head with pantyhose, use a pen to push down and collect hair.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>Remove hair from hair brush. cover brush head with pantyhose, use a pen to push down and collect hair.","Sentence: Remove hair from hair brush. cover brush head with pantyhose, use a pen to push down and collect hair.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>Remove hair from hair brush. cover brush head with saran wrap, use a pen to push down and collect hair.",0,"['Remove hair from hair brush. cover brush head with pantyhose, use a pen to push down and collect hair.', 'Remove hair from hair brush. cover brush head with saran wrap, use a pen to push down and collect hair.']"
"Sentence: To smooth a wooden rod so that you can drill into it, you can heat the edges of the rod
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:","Sentence: To smooth a wooden rod so that you can drill into it, you can heat the edges of the rod
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>To smooth a wooden rod so that you can drill into it, you can heat the edges of the rod","Sentence: To smooth a wooden rod so that you can drill into it, you can heat the edges of the rod
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>To smooth a wooden rod so that you can drill into it, you can sand the edges of the rod",1,"['To smooth a wooden rod so that you can drill into it, you can heat the edges of the rod', 'To smooth a wooden rod so that you can drill into it, you can sand the edges of the rod']"
"Sentence: bath tub can hold a car easily.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:","Sentence: bath tub can hold a car easily.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>bath tub can hold a car easily.","Sentence: bath tub can hold a car easily.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>bath tub can hold a bowling ball easily.",1,"['bath tub can hold a car easily.', 'bath tub can hold a bowling ball easily.']"
"Sentence: How can I check and see if cupcakes are done? use a toothpick to poke the center it should come out gooey.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:","Sentence: How can I check and see if cupcakes are done? use a toothpick to poke the center it should come out gooey.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>How can I check and see if cupcakes are done? use a toothpick to poke the center it should come out gooey.","Sentence: How can I check and see if cupcakes are done? use a toothpick to poke the center it should come out gooey.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>How can I check and see if cupcakes are done? use a toothpick to poke the center it should come out clean.",1,"['How can I check and see if cupcakes are done? use a toothpick to poke the center it should come out gooey.', 'How can I check and see if cupcakes are done? use a toothpick to poke the center it should come out clean.']"
"Sentence: how do you open a wrapped present? tear off all the wrapping.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:","Sentence: how do you open a wrapped present? tear off all the wrapping.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>how do you open a wrapped present? tear off all the wrapping.","Sentence: how do you open a wrapped present? tear off all the wrapping.
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>how do you open a wrapped present? cut off the wrapping paper.",0,"['how do you open a wrapped present? tear off all the wrapping.', 'how do you open a wrapped present? cut off the wrapping paper.']"
"Sentence: slow cooker can melt butter 
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:","Sentence: slow cooker can melt butter 
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>slow cooker can melt butter","Sentence: slow cooker can melt butter 
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>slow cooker can melt copper",0,"['slow cooker can melt butter', 'slow cooker can melt copper']"
"Sentence: shampoo cleans hair from dirt
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:","Sentence: shampoo cleans hair from dirt
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>shampoo cleans hair from dirt","Sentence: shampoo cleans hair from dirt
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>shampoo cleans clothes from dirt",0,"['shampoo cleans hair from dirt', 'shampoo cleans clothes from dirt']"
"Sentence: To toast a hamburger bun, you can place it on the grill for a few minutes
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:","Sentence: To toast a hamburger bun, you can place it on the grill for a few minutes
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>To toast a hamburger bun, you can place it on the grill for a few minutes","Sentence: To toast a hamburger bun, you can place it on the grill for a few minutes
If the sentence does not make sense, correct it so that it does make sense. Otherwise, just copy it.
Answer:</s></s>To toast a hamburger bun, you can place it in the freezer for a few minutes",0,"['To toast a hamburger bun, you can place it on the grill for a few minutes', 'To toast a hamburger bun, you can place it in the freezer for a few minutes']"
