null,0,1,label,selection
"Most of these events are centred on Melbourne, but others occur in regional cities, such as the V8 Supercars and Australian Motorcycle Grand Prix at Phillip Island, the Grand Annual Steeplechase at Warrnambool and the Australian International Airshow at Geelong and numerous local festivals such as the popular Port Fairy Folk Festival, Queenscliff Music Festival, Bells Beach SurfClassic and the Bright Autumn Festival.
Does that sentence have all you need to answer the question ""On where are most tourist attractions focused in Victoria?""?","Most of these events are centred on Melbourne, but others occur in regional cities, such as the V8 Supercars and Australian Motorcycle Grand Prix at Phillip Island, the Grand Annual Steeplechase at Warrnambool and the Australian International Airshow at Geelong and numerous local festivals such as the popular Port Fairy Folk Festival, Queenscliff Music Festival, Bells Beach SurfClassic and the Bright Autumn Festival.
Does that sentence have all you need to answer the question ""On where are most tourist attractions focused in Victoria?""?</s></s>yes","Most of these events are centred on Melbourne, but others occur in regional cities, such as the V8 Supercars and Australian Motorcycle Grand Prix at Phillip Island, the Grand Annual Steeplechase at Warrnambool and the Australian International Airshow at Geelong and numerous local festivals such as the popular Port Fairy Folk Festival, Queenscliff Music Festival, Bells Beach SurfClassic and the Bright Autumn Festival.
Does that sentence have all you need to answer the question ""On where are most tourist attractions focused in Victoria?""?</s></s>no",0,"['yes', 'no']"
"Indeed, this can be done by giving the same input to both inputs of the multiplication algorithm.
Does that sentence have all you need to answer the question ""What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers?""?","Indeed, this can be done by giving the same input to both inputs of the multiplication algorithm.
Does that sentence have all you need to answer the question ""What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers?""?</s></s>yes","Indeed, this can be done by giving the same input to both inputs of the multiplication algorithm.
Does that sentence have all you need to answer the question ""What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers?""?</s></s>no",0,"['yes', 'no']"
"This pattern of higher incomes-longer lives still holds among poorer countries, where life expectancy increases rapidly as per capita income increases, but in recent decades it has slowed down among middle income countries and plateaued among the richest thirty or so countries in the world.
Does that sentence have all you need to answer the question ""How are incomes distributed in Sweden?""?","This pattern of higher incomes-longer lives still holds among poorer countries, where life expectancy increases rapidly as per capita income increases, but in recent decades it has slowed down among middle income countries and plateaued among the richest thirty or so countries in the world.
Does that sentence have all you need to answer the question ""How are incomes distributed in Sweden?""?</s></s>yes","This pattern of higher incomes-longer lives still holds among poorer countries, where life expectancy increases rapidly as per capita income increases, but in recent decades it has slowed down among middle income countries and plateaued among the richest thirty or so countries in the world.
Does that sentence have all you need to answer the question ""How are incomes distributed in Sweden?""?</s></s>no",1,"['yes', 'no']"
"It is expected that the continuous input of sediment into the lake will silt up the lake.
Does that sentence have all you need to answer the question ""What is expected with the continuous input of sediment into the Dornbirner Ach?""?","It is expected that the continuous input of sediment into the lake will silt up the lake.
Does that sentence have all you need to answer the question ""What is expected with the continuous input of sediment into the Dornbirner Ach?""?</s></s>yes","It is expected that the continuous input of sediment into the lake will silt up the lake.
Does that sentence have all you need to answer the question ""What is expected with the continuous input of sediment into the Dornbirner Ach?""?</s></s>no",0,"['yes', 'no']"
"Accepted general principles of European Union Law include fundamental rights (see human rights), proportionality, legal certainty, equality before the law and subsidiarity.
Does that sentence have all you need to answer the question ""What are some of the accepted general principles of European Union law?""?","Accepted general principles of European Union Law include fundamental rights (see human rights), proportionality, legal certainty, equality before the law and subsidiarity.
Does that sentence have all you need to answer the question ""What are some of the accepted general principles of European Union law?""?</s></s>yes","Accepted general principles of European Union Law include fundamental rights (see human rights), proportionality, legal certainty, equality before the law and subsidiarity.
Does that sentence have all you need to answer the question ""What are some of the accepted general principles of European Union law?""?</s></s>no",0,"['yes', 'no']"
"Sayyid Abul Ala Maududi was an important early twentieth-century figure in the Islamic revival in India, and then after independence from Britain, in Pakistan.
Does that sentence have all you need to answer the question ""Who was an important figure in the twentieth-century Islamic revival in India?""?","Sayyid Abul Ala Maududi was an important early twentieth-century figure in the Islamic revival in India, and then after independence from Britain, in Pakistan.
Does that sentence have all you need to answer the question ""Who was an important figure in the twentieth-century Islamic revival in India?""?</s></s>yes","Sayyid Abul Ala Maududi was an important early twentieth-century figure in the Islamic revival in India, and then after independence from Britain, in Pakistan.
Does that sentence have all you need to answer the question ""Who was an important figure in the twentieth-century Islamic revival in India?""?</s></s>no",0,"['yes', 'no']"
"I contain light-harvesting complexes with chlorophyll and carotenoids that absorb light energy and use it to energize electrons.
Does that sentence have all you need to answer the question ""What does chlorophyll use light energy to do?""?","I contain light-harvesting complexes with chlorophyll and carotenoids that absorb light energy and use it to energize electrons.
Does that sentence have all you need to answer the question ""What does chlorophyll use light energy to do?""?</s></s>yes","I contain light-harvesting complexes with chlorophyll and carotenoids that absorb light energy and use it to energize electrons.
Does that sentence have all you need to answer the question ""What does chlorophyll use light energy to do?""?</s></s>no",0,"['yes', 'no']"
"CBS introduced new features during the telecast, including pylon cameras and microphones along with EyeVision 360—an array of 36 cameras along the upper deck that can be used to provide a 360-degree view of plays and ""bullet time"" effects.
Does that sentence have all you need to answer the question ""What resolution were the cameras increased to for the game?""?","CBS introduced new features during the telecast, including pylon cameras and microphones along with EyeVision 360—an array of 36 cameras along the upper deck that can be used to provide a 360-degree view of plays and ""bullet time"" effects.
Does that sentence have all you need to answer the question ""What resolution were the cameras increased to for the game?""?</s></s>yes","CBS introduced new features during the telecast, including pylon cameras and microphones along with EyeVision 360—an array of 36 cameras along the upper deck that can be used to provide a 360-degree view of plays and ""bullet time"" effects.
Does that sentence have all you need to answer the question ""What resolution were the cameras increased to for the game?""?</s></s>no",1,"['yes', 'no']"
"Johann von Staupitz, his superior, pointed Luther's mind away from continual reflection upon his sins toward the merits of Christ.
Does that sentence have all you need to answer the question ""What did Luther feel he made of Christ?""?","Johann von Staupitz, his superior, pointed Luther's mind away from continual reflection upon his sins toward the merits of Christ.
Does that sentence have all you need to answer the question ""What did Luther feel he made of Christ?""?</s></s>yes","Johann von Staupitz, his superior, pointed Luther's mind away from continual reflection upon his sins toward the merits of Christ.
Does that sentence have all you need to answer the question ""What did Luther feel he made of Christ?""?</s></s>no",1,"['yes', 'no']"
"In 1976, BankAmericard was renamed and spun off into a separate company known today as Visa Inc.
Does that sentence have all you need to answer the question ""What did the BankAmericard allow customers do to that they couldn't do with previous financial instruments?""?","In 1976, BankAmericard was renamed and spun off into a separate company known today as Visa Inc.
Does that sentence have all you need to answer the question ""What did the BankAmericard allow customers do to that they couldn't do with previous financial instruments?""?</s></s>yes","In 1976, BankAmericard was renamed and spun off into a separate company known today as Visa Inc.
Does that sentence have all you need to answer the question ""What did the BankAmericard allow customers do to that they couldn't do with previous financial instruments?""?</s></s>no",1,"['yes', 'no']"
