null,0,1,label,selection
"Consider the following example: ''' After Steep Drop, Price of Oil Rises The freefall in oil prices ended Monday on a spate of ominous developments, including a deadly attack on a US consulate in Saudi Arabia and reports that OPEC might cut production this week. '''
Which is the topic of this example, choice 1: business, or choice 2: sports?","Consider the following example: ''' After Steep Drop, Price of Oil Rises The freefall in oil prices ended Monday on a spate of ominous developments, including a deadly attack on a US consulate in Saudi Arabia and reports that OPEC might cut production this week. '''
Which is the topic of this example, choice 1: business, or choice 2: sports?</s></s>choice 1","Consider the following example: ''' After Steep Drop, Price of Oil Rises The freefall in oil prices ended Monday on a spate of ominous developments, including a deadly attack on a US consulate in Saudi Arabia and reports that OPEC might cut production this week. '''
Which is the topic of this example, choice 1: business, or choice 2: sports?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Consider the following example: ''' Opel workers abandon wildcat strikes BOCHUM - Workers at the Opel carmaking plant in the city of Bochum voted overwhelmingly Wednesday to end their nearly week-long wildcat strike and were to return almost immediately to work, officials announced. '''
Which is the topic of this example, choice 1: business, or choice 2: technology?","Consider the following example: ''' Opel workers abandon wildcat strikes BOCHUM - Workers at the Opel carmaking plant in the city of Bochum voted overwhelmingly Wednesday to end their nearly week-long wildcat strike and were to return almost immediately to work, officials announced. '''
Which is the topic of this example, choice 1: business, or choice 2: technology?</s></s>choice 1","Consider the following example: ''' Opel workers abandon wildcat strikes BOCHUM - Workers at the Opel carmaking plant in the city of Bochum voted overwhelmingly Wednesday to end their nearly week-long wildcat strike and were to return almost immediately to work, officials announced. '''
Which is the topic of this example, choice 1: business, or choice 2: technology?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Consider the following example: ''' India hospital injections fears India's health minister tells parliament that nearly 70 of injections at government hospitals are unsafe. '''
Which is the topic of this example, choice 1: politics, or choice 2: business?","Consider the following example: ''' India hospital injections fears India's health minister tells parliament that nearly 70 of injections at government hospitals are unsafe. '''
Which is the topic of this example, choice 1: politics, or choice 2: business?</s></s>choice 1","Consider the following example: ''' India hospital injections fears India's health minister tells parliament that nearly 70 of injections at government hospitals are unsafe. '''
Which is the topic of this example, choice 1: politics, or choice 2: business?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Consider the following example: ''' Paul Tellier leaving immediately as chief executive of Bombardier MONTREAL (CP) - Paul Tellier has disembarked as president and chief executive officer of Bombardier Inc. The bombshell announcement Monday morning came as the Montreal-headquartered multinational transportation  '''
Which is the topic of this example, choice 1: business, or choice 2: politics?","Consider the following example: ''' Paul Tellier leaving immediately as chief executive of Bombardier MONTREAL (CP) - Paul Tellier has disembarked as president and chief executive officer of Bombardier Inc. The bombshell announcement Monday morning came as the Montreal-headquartered multinational transportation  '''
Which is the topic of this example, choice 1: business, or choice 2: politics?</s></s>choice 1","Consider the following example: ''' Paul Tellier leaving immediately as chief executive of Bombardier MONTREAL (CP) - Paul Tellier has disembarked as president and chief executive officer of Bombardier Inc. The bombshell announcement Monday morning came as the Montreal-headquartered multinational transportation  '''
Which is the topic of this example, choice 1: business, or choice 2: politics?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Consider the following example: ''' World's oldest man dies aged 113 The world's oldest man, who gave up  driving at 108 because ""slow drivers annoyed him"", dies at 113. '''
Which is the topic of this example, choice 1: politics, or choice 2: business?","Consider the following example: ''' World's oldest man dies aged 113 The world's oldest man, who gave up  driving at 108 because ""slow drivers annoyed him"", dies at 113. '''
Which is the topic of this example, choice 1: politics, or choice 2: business?</s></s>choice 1","Consider the following example: ''' World's oldest man dies aged 113 The world's oldest man, who gave up  driving at 108 because ""slow drivers annoyed him"", dies at 113. '''
Which is the topic of this example, choice 1: politics, or choice 2: business?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Consider the following example: ''' Jobs #39; Apple vs Beatles #39; Apple p2pnet.net News:- It #39;s Apple vs Apple again - that #39;s to say Steve Jobs #39; Apple versus The Beatles #39; Apple. Apple-B claims Apple-J infringes its trade mark and the latter,  quot;is likely to be forced into a multimillion  '''
Which is the topic of this example, choice 1: sports, or choice 2: technology?","Consider the following example: ''' Jobs #39; Apple vs Beatles #39; Apple p2pnet.net News:- It #39;s Apple vs Apple again - that #39;s to say Steve Jobs #39; Apple versus The Beatles #39; Apple. Apple-B claims Apple-J infringes its trade mark and the latter,  quot;is likely to be forced into a multimillion  '''
Which is the topic of this example, choice 1: sports, or choice 2: technology?</s></s>choice 1","Consider the following example: ''' Jobs #39; Apple vs Beatles #39; Apple p2pnet.net News:- It #39;s Apple vs Apple again - that #39;s to say Steve Jobs #39; Apple versus The Beatles #39; Apple. Apple-B claims Apple-J infringes its trade mark and the latter,  quot;is likely to be forced into a multimillion  '''
Which is the topic of this example, choice 1: sports, or choice 2: technology?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Consider the following example: ''' Jury calls WTC attack two events Silverstein had hoped the 11-member jury would determine that the language of the insurance policy treated the attacks as two occurrences. '''
Which is the topic of this example, choice 1: business, or choice 2: politics?","Consider the following example: ''' Jury calls WTC attack two events Silverstein had hoped the 11-member jury would determine that the language of the insurance policy treated the attacks as two occurrences. '''
Which is the topic of this example, choice 1: business, or choice 2: politics?</s></s>choice 1","Consider the following example: ''' Jury calls WTC attack two events Silverstein had hoped the 11-member jury would determine that the language of the insurance policy treated the attacks as two occurrences. '''
Which is the topic of this example, choice 1: business, or choice 2: politics?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Consider the following example: ''' Titans Release No. 3 QB Jason Gesser (AP) AP - The Tennessee Titans released Jason Gesser, their third quarterback, on Sunday and plan to replace him with a veteran. '''
Which is the topic of this example, choice 1: sports, or choice 2: technology?","Consider the following example: ''' Titans Release No. 3 QB Jason Gesser (AP) AP - The Tennessee Titans released Jason Gesser, their third quarterback, on Sunday and plan to replace him with a veteran. '''
Which is the topic of this example, choice 1: sports, or choice 2: technology?</s></s>choice 1","Consider the following example: ''' Titans Release No. 3 QB Jason Gesser (AP) AP - The Tennessee Titans released Jason Gesser, their third quarterback, on Sunday and plan to replace him with a veteran. '''
Which is the topic of this example, choice 1: sports, or choice 2: technology?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Consider the following example: ''' Geiberger joins father as a winner in Greensboro When it was over, after Brent Geiberger made his final putt, he finally got to talk to his father, Al, about their latest achievement. '''
Which is the topic of this example, choice 1: politics, or choice 2: sports?","Consider the following example: ''' Geiberger joins father as a winner in Greensboro When it was over, after Brent Geiberger made his final putt, he finally got to talk to his father, Al, about their latest achievement. '''
Which is the topic of this example, choice 1: politics, or choice 2: sports?</s></s>choice 1","Consider the following example: ''' Geiberger joins father as a winner in Greensboro When it was over, after Brent Geiberger made his final putt, he finally got to talk to his father, Al, about their latest achievement. '''
Which is the topic of this example, choice 1: politics, or choice 2: sports?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Consider the following example: ''' Microsoft enters the Internet search market  at last After years of licensing search technology from Yahoo and seeing its Web search market share slowly but steadily decline, Microsoft has finally developed its own search engine and is expected to unveil it later this week. '''
Which is the topic of this example, choice 1: business, or choice 2: technology?","Consider the following example: ''' Microsoft enters the Internet search market  at last After years of licensing search technology from Yahoo and seeing its Web search market share slowly but steadily decline, Microsoft has finally developed its own search engine and is expected to unveil it later this week. '''
Which is the topic of this example, choice 1: business, or choice 2: technology?</s></s>choice 1","Consider the following example: ''' Microsoft enters the Internet search market  at last After years of licensing search technology from Yahoo and seeing its Web search market share slowly but steadily decline, Microsoft has finally developed its own search engine and is expected to unveil it later this week. '''
Which is the topic of this example, choice 1: business, or choice 2: technology?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Consider the following example: ''' Zarqawi group claims attack on Australian soldiers in Baghdad (AFP) AFP - The group loyal to Al-Qaeda-linked militant Abu Mussab al-Zarqawi claimed to have bombed an Australian convoy in Baghdad, in a statement posted on an Islamist website. '''
Which is the topic of this example, choice 1: sports, or choice 2: politics?","Consider the following example: ''' Zarqawi group claims attack on Australian soldiers in Baghdad (AFP) AFP - The group loyal to Al-Qaeda-linked militant Abu Mussab al-Zarqawi claimed to have bombed an Australian convoy in Baghdad, in a statement posted on an Islamist website. '''
Which is the topic of this example, choice 1: sports, or choice 2: politics?</s></s>choice 1","Consider the following example: ''' Zarqawi group claims attack on Australian soldiers in Baghdad (AFP) AFP - The group loyal to Al-Qaeda-linked militant Abu Mussab al-Zarqawi claimed to have bombed an Australian convoy in Baghdad, in a statement posted on an Islamist website. '''
Which is the topic of this example, choice 1: sports, or choice 2: politics?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Consider the following example: ''' Grand Jury Adds to HealthSouth Charges Federal prosecutors yesterday announced new perjury and obstruction-of-justice charges against HealthSouth Corp. founder Richard M. Scrushy, accusing the former chief executive of the rehabilitation  '''
Which is the topic of this example, choice 1: sports, or choice 2: business?","Consider the following example: ''' Grand Jury Adds to HealthSouth Charges Federal prosecutors yesterday announced new perjury and obstruction-of-justice charges against HealthSouth Corp. founder Richard M. Scrushy, accusing the former chief executive of the rehabilitation  '''
Which is the topic of this example, choice 1: sports, or choice 2: business?</s></s>choice 1","Consider the following example: ''' Grand Jury Adds to HealthSouth Charges Federal prosecutors yesterday announced new perjury and obstruction-of-justice charges against HealthSouth Corp. founder Richard M. Scrushy, accusing the former chief executive of the rehabilitation  '''
Which is the topic of this example, choice 1: sports, or choice 2: business?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Consider the following example: ''' Enron probe turns focus to 1.3 mn stock sale by Lay #39;s wife : Houston, Nov 17 : US authorities are probing if Linda, wife of ex-Enron Chairman Ken Lay, acted improperly when she had their family foundation sell 1.3 million Enron stocks just days before the energy giant #39;s bankruptcy. '''
Which is the topic of this example, choice 1: business, or choice 2: sports?","Consider the following example: ''' Enron probe turns focus to 1.3 mn stock sale by Lay #39;s wife : Houston, Nov 17 : US authorities are probing if Linda, wife of ex-Enron Chairman Ken Lay, acted improperly when she had their family foundation sell 1.3 million Enron stocks just days before the energy giant #39;s bankruptcy. '''
Which is the topic of this example, choice 1: business, or choice 2: sports?</s></s>choice 1","Consider the following example: ''' Enron probe turns focus to 1.3 mn stock sale by Lay #39;s wife : Houston, Nov 17 : US authorities are probing if Linda, wife of ex-Enron Chairman Ken Lay, acted improperly when she had their family foundation sell 1.3 million Enron stocks just days before the energy giant #39;s bankruptcy. '''
Which is the topic of this example, choice 1: business, or choice 2: sports?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Consider the following example: ''' Supreme Court Asked To Hear File-Sharing Arguments The file-sharing legal battle has moved to the Supreme Court, with a group composed of labor unions, sports leagues and state attorneys general asking for a hearing on a claim brought  '''
Which is the topic of this example, choice 1: business, or choice 2: technology?","Consider the following example: ''' Supreme Court Asked To Hear File-Sharing Arguments The file-sharing legal battle has moved to the Supreme Court, with a group composed of labor unions, sports leagues and state attorneys general asking for a hearing on a claim brought  '''
Which is the topic of this example, choice 1: business, or choice 2: technology?</s></s>choice 1","Consider the following example: ''' Supreme Court Asked To Hear File-Sharing Arguments The file-sharing legal battle has moved to the Supreme Court, with a group composed of labor unions, sports leagues and state attorneys general asking for a hearing on a claim brought  '''
Which is the topic of this example, choice 1: business, or choice 2: technology?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Consider the following example: ''' Thousands to attend Moscow anti-terror rally Over 100,000 people are expected to attend an anti-terrorism rally in Moscow following the Beslan school massacre. The rally, being held outside the Kremlin, is taking place on the second day of official morning  '''
Which is the topic of this example, choice 1: politics, or choice 2: technology?","Consider the following example: ''' Thousands to attend Moscow anti-terror rally Over 100,000 people are expected to attend an anti-terrorism rally in Moscow following the Beslan school massacre. The rally, being held outside the Kremlin, is taking place on the second day of official morning  '''
Which is the topic of this example, choice 1: politics, or choice 2: technology?</s></s>choice 1","Consider the following example: ''' Thousands to attend Moscow anti-terror rally Over 100,000 people are expected to attend an anti-terrorism rally in Moscow following the Beslan school massacre. The rally, being held outside the Kremlin, is taking place on the second day of official morning  '''
Which is the topic of this example, choice 1: politics, or choice 2: technology?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Consider the following example: ''' Palestinians Sift Rubble After Israel's Gaza Assault  JABALYA REFUGEE CAMP, Gaza Strip (Reuters) - Palestinians  sifted through the rubble of dozens of homes in a sprawling  refugee camp on Saturday after Israel ended its most powerful  assault in the Gaza Strip in four years of bloodshed. '''
Which is the topic of this example, choice 1: sports, or choice 2: politics?","Consider the following example: ''' Palestinians Sift Rubble After Israel's Gaza Assault  JABALYA REFUGEE CAMP, Gaza Strip (Reuters) - Palestinians  sifted through the rubble of dozens of homes in a sprawling  refugee camp on Saturday after Israel ended its most powerful  assault in the Gaza Strip in four years of bloodshed. '''
Which is the topic of this example, choice 1: sports, or choice 2: politics?</s></s>choice 1","Consider the following example: ''' Palestinians Sift Rubble After Israel's Gaza Assault  JABALYA REFUGEE CAMP, Gaza Strip (Reuters) - Palestinians  sifted through the rubble of dozens of homes in a sprawling  refugee camp on Saturday after Israel ended its most powerful  assault in the Gaza Strip in four years of bloodshed. '''
Which is the topic of this example, choice 1: sports, or choice 2: politics?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Consider the following example: ''' Ninety million Bagle worms kill the Windows XP2 firewall Earlier this year Microsoft released a major security update for Windows XP, which was designed to strengthen the operating systems defences against attack from viruses and hackers. '''
Which is the topic of this example, choice 1: politics, or choice 2: technology?","Consider the following example: ''' Ninety million Bagle worms kill the Windows XP2 firewall Earlier this year Microsoft released a major security update for Windows XP, which was designed to strengthen the operating systems defences against attack from viruses and hackers. '''
Which is the topic of this example, choice 1: politics, or choice 2: technology?</s></s>choice 1","Consider the following example: ''' Ninety million Bagle worms kill the Windows XP2 firewall Earlier this year Microsoft released a major security update for Windows XP, which was designed to strengthen the operating systems defences against attack from viruses and hackers. '''
Which is the topic of this example, choice 1: politics, or choice 2: technology?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Consider the following example: ''' Stocks Higher on Drop in Jobless Claims A sharp drop in initial unemployment claims and bullish forecasts from Nokia and Texas Instruments sent stocks slightly higher in early trading Thursday. '''
Which is the topic of this example, choice 1: business, or choice 2: politics?","Consider the following example: ''' Stocks Higher on Drop in Jobless Claims A sharp drop in initial unemployment claims and bullish forecasts from Nokia and Texas Instruments sent stocks slightly higher in early trading Thursday. '''
Which is the topic of this example, choice 1: business, or choice 2: politics?</s></s>choice 1","Consider the following example: ''' Stocks Higher on Drop in Jobless Claims A sharp drop in initial unemployment claims and bullish forecasts from Nokia and Texas Instruments sent stocks slightly higher in early trading Thursday. '''
Which is the topic of this example, choice 1: business, or choice 2: politics?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Consider the following example: ''' Bush, Lawmakers Discuss Social Security (AP) AP - President Bush sought support from congressional leaders of both parties Monday for his aggressive proposal to overhaul Social Security during his second term. '''
Which is the topic of this example, choice 1: politics, or choice 2: sports?","Consider the following example: ''' Bush, Lawmakers Discuss Social Security (AP) AP - President Bush sought support from congressional leaders of both parties Monday for his aggressive proposal to overhaul Social Security during his second term. '''
Which is the topic of this example, choice 1: politics, or choice 2: sports?</s></s>choice 1","Consider the following example: ''' Bush, Lawmakers Discuss Social Security (AP) AP - President Bush sought support from congressional leaders of both parties Monday for his aggressive proposal to overhaul Social Security during his second term. '''
Which is the topic of this example, choice 1: politics, or choice 2: sports?</s></s>choice 2",0,"['choice 1', 'choice 2']"
